Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  1000
Partition function (log Z): -8.636682911225996

Sorted 5' Splice Sites (High to Low Probability):
Position 10259: 0.9691072539080241
Position 24260: 0.8841932454448616
Position 2423: 0.8615028902588063
Position 23: 0.830611681753644
Position 3739: 0.5671019965379748
Position 13364: 0.4826828895416937
Position 6894: 0.3458874745828211
Position 6241: 0.2949854616565935
Position 1820: 0.28537807525071496
Position 3730: 0.2765833799413556
Position 2291: 0.1689129627754651
Position 2728: 0.15216641137444872
Position 14965: 0.09878168598768777
Position 25673: 0.09804566629413113
Position 9041: 0.09510342245267595
Position 9858: 0.08192351810968537
Position 6950: 0.07279969664887477
Position 24472: 0.057319522625700295
Position 288: 0.05575119401088915
Position 2475: 0.04409292208960068
Position 174: 0.038795622132461315
Position 3552: 0.038284557877149863
Position 3492: 0.03287643235066755
Position 6635: 0.02727974059044444
Position 3889: 0.023910124534914735
Position 182: 0.02369457954003525
Position 1367: 0.020130494922451357
Position 420: 0.020057726140528465
Position 1805: 0.016626491873736583
Position 741: 0.013053366302014702
Position 2374: 0.011291859868956186
Position 6640: 0.0104230143765623
Position 26657: 0.009094763331817248
Position 6925: 0.00900672932285222
Position 445: 0.00890267235043373
Position 1320: 0.008173537479250722
Position 25373: 0.007615434291978113
Position 770: 0.00703598826831453
Position 3516: 0.006749221726181111
Position 1941: 0.006442135281043268
Position 3832: 0.005449769842177129
Position 9837: 0.005248446974939295
Position 2295: 0.0051937184978064176
Position 3701: 0.005069388644697692
Position 3937: 0.0044838565212956755
Position 4024: 0.004359848311259041
Position 2996: 0.004003617299806751
Position 718: 0.003660865532956477
Position 1912: 0.0031502086049119906
Position 3353: 0.0025717748356568555
Position 6652: 0.0023227823204532336
Position 2723: 0.002255038211152618
Position 5703: 0.0021823524148614007
Position 6604: 0.0018137414630815122
Position 191: 0.0014155149682527671
Position 2591: 0.0013950818706642927
Position 6222: 0.0012604891867129086
Position 1968: 0.0012109811048069605
Position 6619: 0.0011574866973717228
Position 6374: 0.0010217182686609691
Position 6567: 0.0009093956618266626
Position 246: 0.0008490475589164859
Position 3255: 0.0008219101560310031
Position 4266: 0.0006087967756152877
