Gene = NAPEPLD
index = 911
Annotated 5SS: [  422 20750 29656 34173 45809]
Annotated 3SS: [20439 29008 34057 45677 46109]
SMsplice 5SS: [  310 20516 29656 34173]
SMsplice 3SS: [20439 29561 34057 46168]
top_k =  1000
Partition function (log Z): -29.827722798820172

Sorted 5' Splice Sites (High to Low Probability):
Position 872: 0.5664129402624694
Position 1413: 0.5187511819067679
Position 310: 0.39200424382079474
Position 238: 0.08807808280657697
Position 1272: 0.08800865555730623
Position 12063: 0.07168885919058374
Position 189: 0.058816614650118275
Position 534: 0.05329642219667122
Position 13664: 0.04603902164186878
Position 930: 0.032465049904001675
Position 7528: 0.02925064320804426
Position 9785: 0.028539272693842117
Position 444: 0.016576633504536042
Position 422: 0.01613069417119076
Position 113: 0.007545794510326691
Position 843: 0.003923459524419776
Position 395: 0.003619485914811757
Position 1249: 0.003529438695972994
Position 448: 0.002718978834021025
Position 5630: 0.0027110071228340377
Position 278: 0.0025047684660484595
Position 2691: 0.002081120885514548
Position 12095: 0.002057019832005968
Position 153: 0.0014974847945447892
Position 876: 0.0014090676256152518
Position 349: 0.00117506824333603
Position 87: 0.0010882307567556628
Position 63: 0.0010455101131664427
Position 1278: 0.0007314111806950892
Position 689: 0.0007212315430318846
Position 2593: 0.0005455112910806637
Position 1222: 0.0004777178333927286
Position 150: 0.0004431148484530302
Position 562: 0.0004161460243679218
Position 22: 0.00037408136360757825
Position 2548: 0.00036609401299457825
Position 4952: 0.00031445101907230573
Position 3558: 0.0002905678358413187
Position 2555: 0.00015162784070215995
Position 173: 0.00015013564601823454
Position 5162: 0.00014924551377737579
Position 3286: 0.0001487054468032744
Position 9569: 0.00014861795356518217
Position 881: 0.000136067268857279
Position 460: 0.0001340330447767297
Position 37: 0.0001336022911571311
Position 1779: 0.0001272762743981648
Position 193: 0.00012499009801689962
Position 797: 0.00012077331488730138
Position 847: 0.00011703241977802195
Position 426: 0.00010491782142089323
Position 1177: 8.583558778893982e-05
Position 20: 7.983271951275904e-05
Position 901: 7.757104750394626e-05
Position 441: 6.854721657725314e-05
Position 2544: 6.523687375828241e-05
Position 355: 6.215326147721525e-05
Position 80: 5.8222947022011015e-05
Position 715: 4.840872721292582e-05
Position 2490: 4.2884003935074934e-05
Position 727: 3.884892170139671e-05
Position 626: 3.2387254661875484e-05
Position 1654: 2.7591308168042097e-05
Position 43: 2.4768984058277306e-05
Position 639: 1.975719481201206e-05
Position 974: 1.8406167635243702e-05
Position 1182: 1.7639632138876727e-05
Position 1036: 1.6629222266605677e-05
Position 697: 1.6388427414605414e-05
Position 2510: 1.4762736785779174e-05
Position 666: 1.306836684880346e-05
Position 34: 1.200735775299417e-05
Position 505: 9.847787781192661e-06
