Gene = SMC4
index = 1276
Annotated 5SS: [  446  1662  2790  3564  5201 12781 13150 14310 15214 17112 18653 20240
 21598 24347 24537 25716 26897 29639 31440 31902 32522 33212 33906]
Annotated 3SS: [ 1517  2610  3371  5023 12615 13021 14168 15062 16946 18418 20053 21435
 24120 24456 25562 26769 29448 31294 31727 32338 32978 33721 34352]
SMsplice 5SS: [  380  1662  2790  3564  5201 10941 12781 13150 17112 18653 24347 24537
 25716 26897 29639 31440 32522]
SMsplice 3SS: [ 1563  2685  3371  5023 10859 12615 13021 16946 18418 24120 24456 25562
 26769 29448 31294 32338 34352]
top_k =  1000
Partition function (log Z): 20.845545845675716

Sorted 5' Splice Sites (High to Low Probability):
Position 5201: 0.9877873604887148
Position 17112: 0.973848118639994
Position 26897: 0.9223083190533249
Position 1662: 0.9112790761240194
Position 24347: 0.8966652924872202
Position 2790: 0.8894246261772338
Position 32522: 0.8802454766777185
Position 3564: 0.8408553937112468
Position 31440: 0.7831473237449459
Position 13150: 0.7556304444572354
Position 25716: 0.6930759726908208
Position 29639: 0.6785110806024935
Position 5568: 0.6425054857394783
Position 10941: 0.5854143767706586
Position 18653: 0.5496630680844444
Position 14310: 0.5351384691953976
Position 15214: 0.5024759766393508
Position 380: 0.4909671193887561
Position 12781: 0.4872989418499588
Position 14995: 0.4714022997282201
Position 31902: 0.46255617615737826
Position 24537: 0.4445210492256447
Position 24595: 0.40626268957217676
Position 49: 0.35520260148488314
Position 33906: 0.354941601917213
Position 4101: 0.30666882001695966
Position 21598: 0.2849737354678752
Position 394: 0.2643654539204764
Position 33212: 0.24496930415899154
Position 20240: 0.22602801924980565
Position 7160: 0.1937085213275702
Position 18455: 0.1922602660428405
Position 12844: 0.18621713580868593
Position 446: 0.18017384490420504
Position 12346: 0.17819739714768223
Position 29226: 0.15019531458829838
Position 2224: 0.14841300654636436
Position 26100: 0.14166340257010707
Position 24555: 0.14041948498614504
Position 14293: 0.12903964409026356
Position 2433: 0.1185627781013495
Position 15542: 0.09837171223481839
Position 3209: 0.09375351362701222
Position 18283: 0.08924755062231114
Position 12674: 0.0812517216949911
Position 24313: 0.07463761532871913
Position 13428: 0.06918998629912874
Position 18859: 0.06633895243453493
