Gene = LSM8
index = 804
Annotated 5SS: [ 223 1663 4374]
Annotated 3SS: [1621 4245 7879]
SMsplice 5SS: [ 223 4374]
SMsplice 3SS: [4245 7879]
top_k =  1000
Partition function (log Z): -6.0748212432029955

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.831013873047409
Position 4374: 0.8100260930816
Position 1663: 0.5325265499082965
Position 3290: 0.29330146593039336
Position 249: 0.14995883467439436
Position 4077: 0.0961576417627214
Position 4364: 0.06639140896898182
Position 4357: 0.04412324577653807
Position 2284: 0.026535084630612743
Position 1072: 0.021955661535662193
Position 1148: 0.020204251360732627
Position 3486: 0.016005688826999473
Position 835: 0.01583070697649374
Position 1697: 0.015486228776971618
Position 7790: 0.009662045680936192
Position 6999: 0.008571250120782402
Position 5015: 0.007182774173336431
Position 8052: 0.006979068844380177
Position 287: 0.006260403996959667
Position 4339: 0.005472891346052542
Position 8478: 0.004948331914161504
Position 2629: 0.004469356398356335
Position 1391: 0.004014341540899658
Position 999: 0.003549485858355129
Position 3493: 0.00341795097289943
Position 4327: 0.0033345775290575677
Position 2538: 0.0025803523535507726
Position 1856: 0.002414593417125358
Position 3255: 0.0020323031021485015
Position 276: 0.001941450739639987
Position 1183: 0.0015770247515524182
Position 7996: 0.0015661407018037112
Position 4140: 0.0015554628493309563
Position 8095: 0.001546890612519834
Position 294: 0.0015446894122328482
Position 7814: 0.001383282286811703
Position 8482: 0.0013013419853573488
Position 3854: 0.0010871856966250407
Position 6867: 0.0008719531682411349
Position 1406: 0.0008003200281722565
Position 3466: 0.000701746276708387
Position 4200: 0.0006809888292964914
Position 8088: 0.0006199250416136571
Position 4047: 0.0006109641257498213
Position 486: 0.0006105441373898674
Position 9: 0.0005302543452786357
Position 409: 0.00040741219492886917
Position 4378: 0.0003973794082215346
Position 259: 0.0003649362544335104
Position 6860: 0.00035887053830168975
Position 33: 0.0002835730531502197
Position 890: 0.0002644682911646025
Position 4029: 0.00024905088219939064
Position 6220: 0.00019754683957751723
Position 2867: 0.0001951295279173301
Position 2155: 0.00019083291636323593
Position 6227: 0.00017575400072578466
Position 8472: 0.0001687888238738859
Position 2291: 0.0001642551125694838
Position 2178: 0.00015755340199876202
Position 697: 0.0001504062673909877
