Gene = MED10
index = 828
Annotated 5SS: [ 233 1429 4271]
Annotated 3SS: [1344 4167 5992]
SMsplice 5SS: [ 233 1429 3844 4271]
SMsplice 3SS: [1344 3671 4107 5992]
top_k =  1000
Partition function (log Z): -0.9245458520245382

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.966331915448955
Position 4271: 0.9490698678636345
Position 1429: 0.8955431058441967
Position 3844: 0.7830318033740351
Position 1053: 0.27020668461875896
Position 3041: 0.23288468062367698
Position 5871: 0.227326496530857
Position 657: 0.12352327589934081
Position 3054: 0.09484446447771613
Position 3829: 0.06419732953438971
Position 2754: 0.06179097941459104
Position 1949: 0.060886291517089824
Position 625: 0.04990312410481788
Position 1899: 0.03976615911538973
Position 2746: 0.03242636330182113
Position 2520: 0.028049328454748914
Position 3901: 0.027116446169565198
Position 186: 0.023896140105633012
Position 6182: 0.018082637378926236
Position 2837: 0.015595275468279447
Position 2495: 0.014878943542381713
Position 2803: 0.013637890714705172
Position 2734: 0.012662453876274057
Position 1281: 0.010039908059456986
Position 1273: 0.009920895079224614
Position 4418: 0.009841018295616582
Position 1264: 0.009576753978629367
Position 1530: 0.008454308352460785
Position 2142: 0.00811286243819127
Position 2336: 0.007719093866786269
Position 2897: 0.006418868340835116
Position 3369: 0.005761250613264814
Position 1091: 0.0037704482774722618
Position 3027: 0.0032041085186363663
Position 1073: 0.002880490911729474
Position 714: 0.002840621260966125
Position 2627: 0.0027111797259222613
Position 1206: 0.0025082501635409534
Position 729: 0.0024335684331200447
Position 4786: 0.0023619595583108293
Position 3598: 0.0022410232670138216
Position 2272: 0.0019657498109045186
Position 1234: 0.0018923304534541228
Position 1155: 0.0015952189802307085
Position 3893: 0.0015124819696420758
Position 880: 0.001509067749775235
Position 1684: 0.001455327316165077
Position 1458: 0.0012537306557900447
Position 2395: 0.0009655315999100444
Position 1409: 0.0009643615638750914
Position 3014: 0.0009567716088675913
Position 2800: 0.0008350344506979321
Position 2506: 0.0007962244450910689
Position 87: 0.0007800835457086933
Position 3975: 0.000703235217553029
Position 50: 0.0005152623367514385
Position 6139: 0.0004798618613064909
Position 965: 0.0004410434909366522
Position 2859: 0.0003482650080280657
Position 152: 0.0003234705224383661
Position 1125: 0.0003212495730233769
Position 5784: 0.00030473697292011714
Position 1485: 0.0002663671019651492
Position 1783: 0.0002554315062926385
Position 3049: 0.00022580088426706524
Position 819: 0.00022471764514369106
Position 4753: 0.000215891446100648
Position 1215: 0.0001930022720092297
Position 545: 0.00017956512804005156
Position 717: 0.00017754530100977451
Position 1138: 0.00016797818586333657
Position 91: 0.00015950938419798612
