Gene = TRIM14
index = 1483
Annotated 5SS: [  229  9322 19280 24344 27302 31769]
Annotated 3SS: [ 9225 19045 24180 27208 31204 49522]
SMsplice 5SS: [  456  9322 19280 24344 31276]
SMsplice 3SS: [ 9225 19045 24180 31204 47730]
top_k =  1000
Partition function (log Z): -16.614224692072618

Sorted 5' Splice Sites (High to Low Probability):
Position 19280: 0.9999977452625561
Position 31276: 0.9742457157310498
Position 24344: 0.9710949367914604
Position 456: 0.526226110808789
Position 32033: 0.4507219449516477
Position 229: 0.43371977107888654
Position 34921: 0.2551354319118261
Position 27302: 0.19673943717234563
Position 23531: 0.18772926952444707
Position 31769: 0.14366016442586038
Position 24861: 0.11795876556859519
Position 1191: 0.09044432556049277
Position 12613: 0.0727946668749113
Position 27251: 0.06916355688428744
Position 14793: 0.06751876005210425
Position 33086: 0.06135570346872586
Position 28829: 0.053582015725757916
Position 19639: 0.05182627653365473
Position 29279: 0.050611376365540306
Position 581: 0.04549640771867575
Position 6174: 0.044160253360558524
Position 13757: 0.04054617479005512
Position 2275: 0.03826843004995334
Position 7053: 0.022819112925204627
Position 13546: 0.021515037144155456
Position 24893: 0.021510629524602535
Position 27346: 0.01670996340253443
Position 24906: 0.013116892758863262
Position 26407: 0.01146125077003242
Position 31416: 0.010162794215493036
Position 29330: 0.00934318802089739
Position 29284: 0.0076602812788578506
Position 29355: 0.0067398085594605915
Position 25389: 0.005701759798267817
Position 166: 0.0052007515779065655
Position 350: 0.004329713983339372
Position 796: 0.004126858753986191
Position 150: 0.0035986474866805925
Position 33906: 0.002949144758524609
Position 60: 0.0028734195998595547
Position 249: 0.0025549421209057612
Position 13521: 0.0020318071689899666
Position 25218: 0.0018518528189400065
Position 13439: 0.0017055085648648442
Position 25129: 0.0016910490834911747
Position 1049: 0.001228623274184038
Position 35000: 0.0010381873748133135
Position 439: 0.0007092695270708282
Position 1044: 0.000596448311304576
Position 9142: 0.0004979883778530673
Position 35011: 0.0002920822434742179
Position 1141: 0.00026175357275552014
Position 217: 0.00022620819031961671
Position 33160: 0.0001209041559934116
Position 475: 0.00010055180656407743
Position 223: 7.863229549819028e-05
Position 468: 6.646153701078216e-05
Position 12: 5.7017020316379147e-05
Position 492: 4.984594773755806e-05
Position 384: 4.902126930344531e-05
Position 193: 4.460955628551258e-05
Position 1275: 3.923787802673414e-05
Position 148: 2.8368271132268408e-05
Position 1880: 1.8717215898041223e-05
Position 1126: 1.807143916630704e-05
Position 33026: 9.235063257103613e-06
Position 644: 5.783473766777588e-06
Position 460: 5.545840475613803e-06
Position 571: 5.433438997869897e-06
Position 329: 2.6188259408664604e-06
Position 264: 1.4321536282503128e-06
Position 128: 1.837201035046005e-07
Position 70: 1.428004994394858e-07
Position 182: 1.215259470516712e-08
