Gene = KDF1
index = 727
Annotated 5SS: [  57 9065 9725]
Annotated 3SS: [ 7993  9649 10254]
SMsplice 5SS: [  57 9725]
SMsplice 3SS: [ 9649 10254]
top_k =  1000
Partition function (log Z): -6.395177883537764

Sorted 5' Splice Sites (High to Low Probability):
Position 9725: 0.9531584793428002
Position 700: 0.4654540036156989
Position 6561: 0.4194770214864919
Position 57: 0.40218279900898984
Position 7310: 0.3703631393727736
Position 658: 0.30510643210651484
Position 9899: 0.2644731132761939
Position 9065: 0.21471215738947586
Position 393: 0.2127909981854406
Position 247: 0.1997162809427156
Position 186: 0.16094072542321067
Position 9318: 0.12489171884741275
Position 6985: 0.11166134082247184
Position 9889: 0.07131454007597389
Position 9324: 0.07020445331302326
Position 1810: 0.057452976367128115
Position 4036: 0.04245475928707463
Position 1396: 0.03457731935817201
Position 9552: 0.034488205548334094
Position 4084: 0.027170928126464024
Position 380: 0.026542705910759922
Position 8917: 0.021193809326061228
Position 6577: 0.017903920292267478
Position 9241: 0.01694884971793251
Position 3889: 0.016773112173887366
Position 1693: 0.0166926190185246
Position 286: 0.015008263849725933
Position 9040: 0.010155807263084488
Position 5198: 0.007596195571733105
Position 10326: 0.005283711142370478
Position 417: 0.004892262119271514
Position 3115: 0.004361861004422544
Position 9050: 0.003967075612516527
Position 3896: 0.003541585739189217
Position 10603: 0.0032766954029634357
Position 9069: 0.0032681709942446024
Position 155: 0.0031259830213314424
Position 9748: 0.0031136808055752595
Position 10696: 0.002972288254401441
Position 9757: 0.0023773960534846294
Position 9893: 0.0020871118105224126
Position 620: 0.0019506586615309798
Position 8843: 0.001896810910440762
Position 9970: 0.0015696109576051327
Position 9990: 0.0015193105975509578
Position 3953: 0.0014553994155121705
Position 718: 0.001419734290993773
Position 622: 0.001338653373345339
Position 9963: 0.0012902427010177036
Position 716: 0.0012485774318211867
Position 1710: 0.0009074991821487494
Position 5000: 0.0008955056889830657
Position 143: 0.0008658091937621015
Position 2558: 0.00085238565743412
Position 819: 0.0007444538121364866
Position 3129: 0.0007160070977138194
Position 337: 0.000683057014445056
Position 5074: 0.0005643418159614943
Position 10256: 0.0005623349199788827
Position 9923: 0.0005201281285781144
Position 1380: 0.00047946961606645864
Position 9966: 0.0004788746422199782
Position 4901: 0.0004323720528836423
Position 1756: 0.0003781815050299981
Position 10585: 0.00029093105329946
Position 2025: 0.00028293091130572346
Position 105: 0.0002074205804839513
Position 1230: 0.0002031612585817413
Position 358: 0.00017988778127180465
Position 720: 0.00016978149174325357
Position 563: 0.000169130189452093
Position 724: 0.0001621194382051627
Position 962: 0.00015556185855705612
Position 259: 0.00014334318850016726
Position 722: 0.00012435497159517185
Position 103: 0.00012147110219406994
Position 605: 9.283072692121093e-05
Position 1504: 8.773320706071984e-05
Position 602: 8.54286967635117e-05
Position 967: 4.4452374786481615e-05
Position 9730: 4.13513041599324e-05
Position 440: 3.5156205881703064e-05
Position 1033: 1.6934376132332516e-05
Position 836: 1.3751800242139441e-05
Position 10328: 1.3587688591576722e-05
Position 316: 1.3153683466937177e-05
Position 728: 8.72625093568078e-06
Position 1293: 4.75226384808127e-06
Position 1181: 2.5646119332544487e-06
Position 1402: 2.4767280137076992e-06
Position 582: 1.2370430609870063e-06
Position 458: 1.1147783205522958e-06
Position 1127: 7.979753976362591e-07
Position 420: 5.865541813922896e-07
Position 446: 4.185589025845134e-07
Position 1876: 3.453072492764047e-07
Position 2041: 2.473233485551652e-07
Position 486: 2.2062541046594548e-07
Position 1025: 1.4439545348025867e-07
Position 444: 2.4971162639400086e-08
Position 455: 2.2393765453027365e-09
Position 496: 1.601516786813865e-09
Position 473: 5.654282864594814e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9649: 0.968965428407788
Position 503: 0.7608412393391313
Position 10254: 0.6547789460344506
Position 9799: 0.4750243830115635
Position 6458: 0.38839273980945593
Position 9219: 0.25335137859093354
Position 8967: 0.22227529704831034
Position 7179: 0.17036608236407308
Position 7068: 0.10611132305990391
Position 6830: 0.09560818313280763
Position 1597: 0.06964233189166823
Position 10535: 0.04790716574074109
Position 7096: 0.03346951627313229
Position 270: 0.03150542646025592
Position 1292: 0.03138617310415831
Position 7071: 0.031171894588771263
Position 10175: 0.029387436352727347
Position 8760: 0.029186617150786326
Position 3861: 0.026033828965287557
Position 3879: 0.023266715637582435
Position 10178: 0.023159118634461434
Position 3778: 0.022541398297794838
Position 10325: 0.022027712579859953
Position 9874: 0.02090201061595478
Position 6454: 0.018018379850087543
Position 10286: 0.014485202216165892
Position 6347: 0.013527875474400394
Position 7283: 0.012389313176906842
Position 6478: 0.01107306013735069
Position 10584: 0.010904589007210802
Position 6874: 0.010511433009271529
Position 10775: 0.009692105231680398
Position 6979: 0.009543603153710811
Position 3908: 0.008670849046602593
Position 6892: 0.007413144146257266
Position 10077: 0.006982769305496386
Position 4016: 0.006959353147388639
Position 10825: 0.006507256331232809
Position 594: 0.005877475565750106
Position 6295: 0.005660566527117374
Position 7044: 0.005600627872180641
Position 314: 0.003931787287514835
Position 8627: 0.003731917296726591
Position 10377: 0.0036123039508492876
Position 5054: 0.003519853993530902
Position 4032: 0.003258233786368805
Position 7993: 0.0031869015369616746
Position 9525: 0.0026188228448230516
Position 5087: 0.002181799325408804
Position 1577: 0.002124636816542815
Position 1180: 0.0020354722779808666
Position 1693: 0.0020004818261074656
Position 5127: 0.0019012218514934203
Position 2972: 0.0018964100707988777
Position 10554: 0.0015174620336238897
Position 2929: 0.0014904649432544027
Position 6275: 0.0014265426415375128
Position 552: 0.001296129643477069
Position 240: 0.0012279033370035466
Position 2852: 0.0012100236558973958
Position 9164: 0.0011652803639842554
Position 1372: 0.0009804168822390902
Position 509: 0.0009738554911517572
Position 9819: 0.0008926611957012158
Position 1331: 0.0007986620960632257
Position 10347: 0.000740501108995694
Position 3982: 0.0006723143579745088
Position 2460: 0.0006375348083646835
Position 1796: 0.0005233713265955782
Position 4835: 0.0005010319571314307
Position 4955: 0.00042832327466997734
Position 3015: 0.00042655152517940577
Position 1699: 0.0004213750731389915
Position 591: 0.0004195635599965937
Position 9834: 0.00040511113957285
Position 1537: 0.00039030212235280245
Position 4840: 0.00038864173794240776
Position 5577: 0.0003714264160469838
Position 1958: 0.00031719660215749455
Position 4936: 0.00027628206696143464
Position 2324: 0.00021051023602233234
Position 350: 0.00016710508144391646
Position 1433: 0.0001652678303680851
Position 9950: 0.00012428234406677293
Position 555: 0.00011900465592271015
Position 5060: 0.0001150151820623258
Position 3735: 0.00011499818996953668
Position 10752: 0.00010706608942910367
Position 2995: 9.870952797701532e-05
Position 4989: 9.820272005928754e-05
Position 1278: 9.437243743332815e-05
Position 4796: 8.981993878453767e-05
Position 1211: 8.286535108351651e-05
Position 827: 7.798360092581984e-05
Position 7425: 5.6552278225262e-05
Position 136: 5.364510174027735e-05
Position 122: 5.103262182585354e-05
Position 1122: 5.0189091136493206e-05
Position 356: 4.4368727234606695e-05
Position 2765: 3.1020524213970176e-05
Position 5600: 2.621924854703646e-05
Position 1483: 1.8805612916978727e-05
Position 1307: 1.791109105466994e-05
Position 742: 1.3416908539349849e-05
Position 952: 1.101282432386223e-05
Position 774: 7.35255220607357e-06
Position 1261: 6.2919233206238005e-06
Position 3625: 5.340263164820751e-06
Position 438: 4.9396165726032845e-06
Position 1562: 4.9267964134249365e-06
Position 3790: 3.5041068741658298e-06
Position 861: 3.143599683573124e-06
Position 2507: 2.6973768518782247e-06
Position 2705: 2.685256160951326e-06
Position 139: 2.450302806639825e-06
Position 473: 2.168544269893728e-06
Position 141: 2.122325836056166e-06
Position 1749: 2.1167650905919333e-06
Position 1075: 1.9110138103023157e-06
Position 690: 1.880686834166528e-06
Position 2509: 1.6324495657324206e-06
Position 561: 1.4732055213673573e-06
Position 2740: 1.4124172274389513e-06
Position 1072: 1.3574498211214183e-06
Position 1353: 1.2967146320882466e-06
Position 1025: 6.506137310348222e-07
Position 479: 5.229859213746587e-07
Position 407: 3.6279556099650497e-07
Position 1040: 2.838654949643213e-07
Position 1374: 2.805565674114186e-07
Position 1325: 2.687853752510728e-07
Position 461: 2.1313160272214982e-07
Position 1515: 9.15924386862909e-08
Position 216: 8.050339678937729e-08
Position 370: 7.444037787561946e-08
Position 374: 7.011282395497724e-08
Position 127: 5.3774147287067056e-08
Position 1146: 5.185735624666726e-08
Position 651: 4.9142635843690256e-08
Position 396: 3.6425850516261363e-08
Position 628: 3.523651421944845e-08
Position 433: 3.3426401527381e-08
Position 836: 1.6773650751299526e-08
Position 1091: 1.3898087114088295e-08
Position 1862: 1.3496583935806948e-08
Position 207: 9.196372975023837e-09
Position 995: 6.2720479809810475e-09
Position 1162: 6.106955385420793e-09
Position 1125: 6.069720392015558e-09
Position 1032: 5.986506130408896e-09
Position 251: 4.405231050824223e-09
Position 1668: 1.2446785812651148e-09
Position 413: 1.226588237231151e-09
Position 1661: 1.0542434295150574e-09
Position 449: 9.805877246542074e-10
Position 653: 9.51659809695988e-10
Position 415: 6.968747482369232e-10
Position 440: 7.095218544227476e-11
Position 693: 1.8162311009035605e-11
Position 707: 1.708466473479474e-11
Position 572: 9.11996111621003e-12
Position 420: 1.2377870027787905e-12
Position 1230: 5.97218617300679e-13
