Gene = REPIN1
index = 1129
Annotated 5SS: [ 152 1079 2095]
Annotated 3SS: [ 880 1969 2437]
SMsplice 5SS: [152]
SMsplice 3SS: [3578]
top_k =  1000
Partition function (log Z): -7.408375151930565

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.842954397514592
Position 2095: 0.35890209434197484
Position 881: 0.21877600706283448
Position 1013: 0.12801151044928263
Position 224: 0.1128887857413318
Position 2580: 0.07920782661032916
Position 4160: 0.07254262941209545
Position 774: 0.040427181330376524
Position 4986: 0.038152742028734046
Position 738: 0.024874957916210045
Position 1079: 0.022027132345267056
Position 810: 0.009450982343085697
Position 244: 0.008571449806879943
Position 4532: 0.00704143301858376
Position 3490: 0.005744532912200874
Position 908: 0.00332818065583687
Position 3672: 0.0028163617919440783
Position 413: 0.002794353520959462
Position 2597: 0.002517721333615134
Position 3756: 0.0016302186767633874
Position 1412: 0.0014818161774307716
Position 3339: 0.0011971206632600253
Position 2397: 0.0011300610334748424
Position 3255: 0.001117076232579379
Position 323: 0.0011159343539757986
Position 2767: 0.0010672515734613
Position 3043: 0.0010106177357208173
Position 2069: 0.0008780828175652134
Position 1746: 0.0006991433143092392
Position 665: 0.0006530172836080915
Position 686: 0.0005688839493988965
Position 3706: 0.0005595331855511125
Position 3408: 0.0005514344792384782
Position 1593: 0.0005035117212714508
Position 248: 0.00040483265743487395
Position 2949: 0.000301574986674712
Position 1924: 0.0003001455698300808
Position 684: 0.00020805586217505418
Position 230: 0.00019392823450158412
Position 1538: 0.00018230277980557611
Position 1282: 0.00017671522199168773
Position 240: 0.0001476687585545479
Position 400: 0.0001236001743674943
Position 14: 9.844916066108114e-05
Position 1243: 8.69011021894283e-05
Position 2162: 7.461976951722442e-05
Position 2371: 6.006236138243001e-05
Position 282: 5.002511852328457e-05
Position 1511: 3.200286004394231e-05
Position 1125: 2.8604085713243854e-05
Position 1070: 2.6418483645822833e-05
Position 758: 2.2132100538518517e-05
Position 365: 1.27211807845507e-05
Position 367: 1.1926560773480378e-05
Position 527: 1.0049447406090078e-05
Position 644: 9.943925340341004e-06
Position 696: 7.643313653737083e-06
Position 228: 7.620746959840147e-06
Position 379: 7.103432974218476e-06
Position 469: 5.608649792112762e-06
Position 83: 5.1394014201037445e-06
Position 415: 4.416673860009829e-06
Position 2115: 3.9258213058742475e-06
Position 472: 3.789843525315232e-06
Position 218: 3.6815164107045106e-06
