Gene = SEPP1
index = 1247
Annotated 5SS: [ 244 3929 5184 7424]
Annotated 3SS: [ 3712  4970  7305 10747]
SMsplice 5SS: [244]
SMsplice 3SS: [332]
top_k =  1000
Partition function (log Z): -8.854366270831733

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9482242888195952
Position 415: 0.4617578289863551
Position 5184: 0.4411312138740888
Position 3929: 0.3145651810616614
Position 5891: 0.22392486970748315
Position 2738: 0.1946468403183726
Position 3808: 0.12745965799251277
Position 8244: 0.12323178466301016
Position 9939: 0.04168042682905479
Position 142: 0.0325682731126825
Position 726: 0.026500616302067802
Position 6126: 0.026469233309125127
Position 419: 0.019724874886557962
Position 11338: 0.01925341301813311
Position 7424: 0.015125692840374676
Position 590: 0.014718226041573954
Position 410: 0.013524232869061655
Position 2320: 0.011816981084996613
Position 1389: 0.011356624226473457
Position 137: 0.00725018007465993
Position 248: 0.004354742664865733
Position 686: 0.00421561393661504
Position 292: 0.003278580127660542
Position 8489: 0.003124949792521177
Position 721: 0.0030174673360612607
Position 443: 0.002867499655178898
Position 431: 0.002535253326093853
Position 3285: 0.0024114171891069023
Position 849: 0.002191154175183347
Position 2609: 0.0018853945031391043
Position 3433: 0.0015044347308621757
Position 1501: 0.0014979031395737736
Position 3496: 0.0014825784350002323
Position 948: 0.0013525786551719509
Position 2241: 0.0013313022579895595
Position 1506: 0.0012650461956177537
Position 1398: 0.0008739883237843884
Position 795: 0.0008209856613920006
Position 3865: 0.0007695653607212424
Position 201: 0.0007551383451658924
Position 6612: 0.0007508681233496618
Position 3038: 0.0006465942645263116
Position 4855: 0.00038505954774350787
Position 1126: 0.0003410397024320325
Position 2457: 0.000286138243732755
Position 4768: 0.0002621831688536088
Position 1117: 0.0002545222668757136
Position 3513: 0.00024626728742474697
Position 4672: 0.00023622062108560874
Position 93: 0.0002065601125779933
Position 4559: 0.00019343041880839557
Position 4111: 0.00019070730861746584
Position 1832: 0.00015155694023810437
Position 1579: 0.0001368019544770574
Position 530: 0.00013587915712561012
Position 547: 0.00010626606388996573
Position 527: 9.439635411718094e-05
Position 236: 9.330154028612813e-05
Position 1229: 8.699042945665708e-05
Position 831: 7.402652153132586e-05
Position 1421: 6.555683523931381e-05
Position 792: 3.968732250019363e-05
Position 239: 2.992168751457936e-05
Position 2882: 2.579722583645479e-05
Position 889: 2.0287546229691182e-05
Position 2362: 1.994513432561432e-05
Position 1544: 1.846471257362638e-05
Position 905: 1.7276866273613198e-05
Position 730: 1.4616377838057581e-05
Position 75: 1.363781227495097e-05
Position 1194: 1.3603979402161228e-05
Position 447: 9.910183568267397e-06
Position 169: 8.582629763389549e-06
Position 708: 7.714096348743192e-06
Position 932: 4.30757728203585e-06
Position 171: 2.0992687581023334e-06
Position 229: 1.7641129091145952e-06
Position 287: 1.643354669178773e-06
Position 424: 4.968375444940241e-07
Position 53: 4.869310443361952e-07
Position 412: 3.599493958883769e-07
Position 351: 2.324038259462861e-07
Position 952: 1.2748495434763841e-07
Position 556: 1.1894329596746479e-07
Position 179: 9.441418836868723e-08
Position 398: 7.794147704760491e-08
Position 259: 6.117109629237729e-08
Position 187: 4.3320313194961015e-08
Position 242: 4.016297867771317e-08
Position 535: 2.940058394298157e-08
Position 261: 2.6054262473036184e-08
Position 8: 2.5720563186837848e-08
Position 307: 1.7284865169125055e-09
Position 465: 9.464957893273692e-12
Position 319: 5.316782940012825e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 332: 0.5217269895957932
Position 3712: 0.4730733740895878
Position 4970: 0.472214579012419
Position 5834: 0.23407852668431683
Position 2577: 0.21612097737974337
Position 10747: 0.12056711149185126
Position 11612: 0.11908979176029956
Position 11087: 0.10865503398751372
Position 8167: 0.08421709055796517
Position 10169: 0.07278518374942985
Position 9800: 0.06593333260470895
Position 8665: 0.06027801867424513
Position 11199: 0.05499030502267981
Position 5870: 0.040783732295391166
Position 8221: 0.03698840804799956
Position 11150: 0.03633966324562679
Position 7305: 0.032250945961698745
Position 10329: 0.029703197770542283
Position 9204: 0.02347247848381231
Position 9164: 0.02061068694584371
Position 583: 0.019457270866064722
Position 5044: 0.018847132076385015
Position 5525: 0.01745111077093139
Position 477: 0.015309134357002284
Position 3166: 0.013796163219295525
Position 7992: 0.013561227515179738
Position 6691: 0.012707967252157292
Position 4828: 0.010887577208099153
Position 8378: 0.010607393086155317
Position 7367: 0.009636579579332874
Position 2290: 0.00896815445852431
Position 10239: 0.008344984377859622
Position 337: 0.007753953707057505
Position 6428: 0.007173113297894682
Position 1300: 0.006611350305194079
Position 5793: 0.006416821530769935
Position 5092: 0.006404078919159987
Position 5614: 0.006336858832618073
Position 7517: 0.00597888790904563
Position 3640: 0.00449662658252332
Position 3783: 0.004470953331154894
Position 2195: 0.004035710683230302
Position 5085: 0.003794574119595984
Position 6839: 0.003679721708390175
Position 1180: 0.00362572128728565
Position 1355: 0.003186775506075668
Position 2519: 0.0030060056627274037
Position 4389: 0.002924697870336247
Position 11261: 0.0029147084978492035
Position 5116: 0.0025702859075769713
Position 8977: 0.0024826009458273233
Position 637: 0.002450630976109813
Position 8911: 0.0024472926306948546
Position 632: 0.0022564009039304726
Position 660: 0.0021107633845103796
Position 1090: 0.0019288648298428199
Position 4411: 0.0019006172142997414
Position 2545: 0.0018316489423905304
Position 5079: 0.001825059685521323
Position 2919: 0.0017498810687565252
Position 2140: 0.0017350294338222844
Position 543: 0.001734870476674531
Position 4231: 0.001733514014259232
Position 1116: 0.0017209698415242627
Position 3336: 0.001680850811079017
Position 951: 0.0015950873991946082
Position 6668: 0.0015050914125188267
Position 3111: 0.0014057299101140073
Position 4061: 0.0014019889142997722
Position 4631: 0.0012827913710906948
Position 7141: 0.0012004941996022107
Position 5979: 0.0011377189175719817
Position 7621: 0.0010276321482597006
Position 5335: 0.0009744956008160431
Position 4360: 0.0009188043537864558
Position 1948: 0.0007924233917184884
Position 3162: 0.0007167164678530274
Position 588: 0.0007124065708157564
Position 3894: 0.000625890017710681
Position 4584: 0.0005932172281068058
Position 2672: 0.0005480000544871444
Position 6126: 0.0005285524774566757
Position 5849: 0.00046918914638715555
Position 4523: 0.000451194056615069
Position 3723: 0.00044761145098415133
Position 6075: 0.0003858587017261953
Position 1042: 0.0002994375684299432
Position 1791: 0.00029343577473273596
Position 668: 0.00029094254585416957
Position 447: 0.0002688927816884461
Position 2701: 0.00026092742440749975
Position 3186: 0.0002546683779078844
Position 3822: 0.0002524735850923762
Position 3777: 0.00021938588196878295
Position 3595: 0.00021438429874207874
Position 307: 0.0001999225713451487
Position 6743: 0.00018607495980358827
Position 791: 0.00017346942891800755
Position 977: 0.0001627632450334596
Position 1714: 0.00015422601779007883
Position 1143: 0.00015291002626496993
Position 6172: 0.00014916917229468177
Position 4975: 0.00014733036789019822
Position 418: 0.00012084379355352425
Position 1685: 0.00010272795107950838
Position 2487: 9.365071006732204e-05
Position 287: 8.17574023966429e-05
Position 867: 6.572131668145584e-05
Position 4123: 6.0755618345224155e-05
Position 4111: 5.9145015996889174e-05
Position 1183: 5.4571730586041686e-05
Position 1160: 3.876789185416032e-05
Position 3339: 2.7749898525970497e-05
Position 5890: 2.40408133869573e-05
Position 2295: 2.1525393613333565e-05
Position 358: 1.7645237038321596e-05
Position 2153: 1.4216498380042741e-05
Position 848: 1.3362430422908377e-05
Position 2221: 1.1211813823525425e-05
Position 2096: 9.885895651470706e-06
Position 343: 3.771577129742051e-06
Position 360: 3.338483103783096e-06
Position 3870: 1.661527311013365e-06
Position 857: 1.352071176240713e-06
Position 841: 1.3475237432840898e-06
Position 616: 1.3381017232960507e-06
Position 603: 1.3215572966269449e-06
Position 409: 1.035389186087574e-06
Position 2471: 7.900094870153337e-07
Position 167: 7.187808442999806e-07
Position 5635: 4.085203068520288e-07
Position 547: 1.876521252416584e-07
Position 993: 1.7937002297897908e-07
Position 199: 1.634286724816325e-07
Position 379: 1.599567409204788e-07
Position 693: 1.586126254854925e-07
Position 590: 1.4374838224522489e-07
Position 1208: 1.3965996478119236e-07
Position 634: 1.1938378178309218e-07
Position 387: 9.417157946944461e-08
Position 699: 8.942398770917693e-08
Position 192: 8.813870543364868e-08
Position 424: 7.462141712176397e-08
Position 742: 7.252240503630863e-08
Position 765: 5.149411171466383e-08
Position 678: 5.114369973170694e-08
Position 1049: 4.6892463390915075e-08
Position 251: 3.157270428840124e-08
Position 206: 1.1088841126162561e-08
Position 381: 1.0194149225181469e-08
Position 236: 9.715122170993508e-09
Position 768: 8.876226165066391e-09
Position 152: 8.480661628159433e-09
Position 1372: 8.244568864306836e-09
Position 729: 7.870014036936743e-09
Position 932: 3.834088962576214e-09
Position 92: 3.334382162210801e-09
Position 201: 3.2054714411316798e-09
Position 431: 3.1703767099736266e-09
Position 839: 3.099105756922433e-09
Position 224: 2.402573681556551e-09
Position 702: 2.0501181643033067e-09
Position 169: 1.8396669191303406e-09
Position 141: 1.6980899704231068e-09
Position 221: 1.4409498697536953e-09
Position 594: 9.78709045931822e-10
Position 217: 9.542011256896422e-10
Position 393: 8.456703539824268e-10
Position 396: 8.176448197862168e-10
Position 726: 7.665202344543209e-10
Position 487: 5.268959545897916e-10
Position 248: 4.964665777588517e-10
Position 211: 3.7800426199878806e-10
Position 482: 3.27857441717716e-10
Position 213: 2.7285388758917544e-10
Position 1130: 2.3140536997724897e-10
Position 134: 1.5389495566914496e-10
Position 398: 1.3948326465195733e-10
Position 484: 5.2380340714646607e-11
Position 690: 2.4722455937815158e-11
Position 489: 2.069029642432116e-11
Position 493: 4.271340484222172e-12
Position 103: 4.082067875476727e-12
Position 72: 1.8127057306148176e-12
