Gene = CENPH
index = 343
Annotated 5SS: [  221  2303  5148  6244  7562 13022 13423 18812]
Annotated 3SS: [ 2246  5098  6168  7504 12957 13370 18647 20158]
SMsplice 5SS: [  168  6244  7589 12860 13022 18812]
SMsplice 3SS: [ 6168  7504 12753 12957 18647 20158]
top_k =  1000
Partition function (log Z): -7.830071691016015

Sorted 5' Splice Sites (High to Low Probability):
Position 7589: 0.9560025548426809
Position 18812: 0.8372788043602069
Position 13022: 0.7639207162707966
Position 5148: 0.5378003570875016
Position 12860: 0.5256549989678845
Position 6244: 0.5184500545099888
Position 2303: 0.33716036504257574
Position 168: 0.33195524710424684
Position 221: 0.3167105425445253
Position 10147: 0.20536122832056344
Position 5623: 0.15311287924633735
Position 564: 0.14268467338454574
Position 729: 0.11854482768492733
Position 715: 0.10301700980549512
Position 6203: 0.08990182755548623
Position 13082: 0.08770178386901262
Position 16109: 0.0625384364318514
Position 8905: 0.04382852188469959
Position 2568: 0.035358958933507226
Position 327: 0.03328408552826612
Position 413: 0.03284406068257383
Position 13319: 0.032503545120692395
Position 9994: 0.02630968251742685
Position 6782: 0.023939067237580502
Position 254: 0.01968771290342765
Position 7562: 0.01848785901492498
Position 20386: 0.01772045153348778
Position 5451: 0.016918066794512486
Position 9906: 0.016540508510478873
Position 13423: 0.013106253289972235
Position 11908: 0.012271396539449343
Position 20248: 0.011854844074350385
Position 300: 0.011841913339482524
Position 6766: 0.011757476178678988
Position 2655: 0.009407821445141414
Position 422: 0.007577687649925605
Position 600: 0.007126615182155776
Position 19483: 0.006734882752372396
Position 7761: 0.004659656910823315
Position 19568: 0.0046316285222175735
Position 1906: 0.004600469599576068
Position 6866: 0.003946870308702535
Position 19555: 0.0038410505935168476
Position 10436: 0.0033544502883357456
Position 6293: 0.00320575023238061
Position 10188: 0.0031562982531293284
Position 6956: 0.002721193454003564
Position 10384: 0.0027019236281192347
Position 11598: 0.0024196327020705663
Position 2186: 0.0023403769927574924
Position 322: 0.0023096161025169012
Position 18723: 0.0023001145174247175
Position 10026: 0.002101623367880986
Position 18669: 0.0019064653682450536
Position 2174: 0.001800019908863104
Position 1161: 0.0017090203761805432
Position 977: 0.0016558847869286711
Position 1782: 0.0015703656988453306
Position 1750: 0.0015614183553357241
Position 2465: 0.0014025001719623234
Position 317: 0.0012888564860325344
Position 5099: 0.0012783953830517308
Position 9754: 0.001097954493593641
Position 1027: 0.001050930613051784
Position 5469: 0.0010475839733569087
Position 14682: 0.0009342277492405976
Position 3050: 0.0008648796545836334
Position 2679: 0.000807597261504031
Position 447: 0.0007877771753301973
Position 479: 0.0006539929133904334
Position 2914: 0.0005835694071431748
Position 1284: 0.000531850019955649
Position 4826: 0.0005209945994354812
Position 3199: 0.000491515213846391
Position 64: 0.0003701302096055729
Position 9431: 0.0003185030766165039
