Gene = APOBEC4
index = 91
Annotated 5SS: [242]
Annotated 3SS: [4501]
SMsplice 5SS: [242]
SMsplice 3SS: [4501]
top_k =  1000
Partition function (log Z): -9.15478052706722

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7158894753779536
Position 670: 0.35183215754337255
Position 4291: 0.34399023601200623
Position 4644: 0.27076035871562226
Position 110: 0.13781175598473716
Position 1897: 0.03829685694498792
Position 4110: 0.034665023288244196
Position 5551: 0.030559891452130873
Position 1005: 0.02390955248204214
Position 1276: 0.019883068093757637
Position 4424: 0.019428088168412863
Position 6268: 0.019223935456042642
Position 909: 0.01464384603948791
Position 1013: 0.009436700797484139
Position 13: 0.009282533635905595
Position 692: 0.009167457988198865
Position 1468: 0.00882056135892103
Position 5999: 0.008275601082965475
Position 1143: 0.0070365478792045475
Position 647: 0.0054124495041000965
Position 930: 0.0033347415726930943
Position 927: 0.0030922399010903856
Position 2011: 0.0029238942816335184
Position 2256: 0.002678405919071327
Position 3032: 0.0024361033529308727
Position 600: 0.0022171991909603994
Position 214: 0.0019161142127708055
Position 3252: 0.001654223877414429
Position 661: 0.0015888023834092
Position 881: 0.0014449374401906637
Position 1050: 0.0012865758957806134
Position 3113: 0.0010074544253544546
Position 1489: 0.0009062922690803762
Position 398: 0.0008287924867403177
Position 1553: 0.0008208154420100388
Position 552: 0.0007776639191877289
Position 3310: 0.0007484669138638832
Position 1685: 0.0007317235195968985
Position 4758: 0.0006485451216466949
Position 366: 0.0005752256805190433
Position 2349: 0.0005141004541578075
Position 845: 0.00040471151750428013
Position 2501: 0.0002897793842005491
Position 2880: 0.000287860530904358
Position 1947: 0.00026627919755033445
Position 6474: 0.0002539850520045361
Position 674: 0.00022389853319157527
Position 5103: 0.00017429009836761683
Position 4228: 0.00014433807527184056
Position 349: 8.902902434221301e-05
Position 543: 7.814598161071061e-05
Position 1681: 6.850911552959258e-05
Position 1086: 5.608836409580933e-05
Position 5480: 4.6852647957430825e-05
Position 707: 4.4367598732142286e-05
Position 1971: 4.189555100057205e-05
Position 1442: 3.3680669866588606e-05
Position 1516: 2.8457977092119225e-05
Position 4296: 2.6987509621807252e-05
Position 338: 2.380722155647592e-05
Position 3765: 2.141652897682503e-05
Position 442: 1.745481244352994e-05
Position 913: 1.4359122427759747e-05
Position 296: 1.0174838145612242e-05
Position 738: 8.859481239513406e-06
Position 56: 8.648779487349031e-06
Position 371: 4.615550378897291e-06
Position 91: 2.756304301954531e-06
Position 83: 2.338486064277886e-06
Position 403: 1.2974130560571883e-06
Position 285: 1.1172421946985346e-06
Position 2523: 8.690565549309992e-07
Position 757: 6.639641437273901e-07
Position 4577: 4.067982672542372e-07
Position 400: 3.4190521336920157e-07
Position 4911: 3.248263137795579e-07
Position 628: 2.1825501462691144e-07
Position 329: 2.1522100233702305e-07
Position 3: 1.0672895907505354e-07
Position 512: 5.446131139466409e-08
Position 969: 5.121860719339903e-08
Position 389: 3.2533146182011576e-08
Position 448: 2.252066100753664e-08
Position 413: 1.9659571398288544e-08
Position 754: 7.871218411929339e-09
Position 264: 6.170364754663052e-09
Position 799: 4.546598975817922e-11
Position 431: 1.399031489076679e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4501: 0.6154921979739411
Position 4139: 0.37095724839704
Position 838: 0.2143565410831046
Position 448: 0.16823367890711444
Position 5515: 0.06536685153689056
Position 4999: 0.05943775636676208
Position 6258: 0.05076480744097454
Position 6436: 0.04983908373955114
Position 1797: 0.03690126302225019
Position 5862: 0.035426777887247504
Position 525: 0.033269241090950565
Position 6234: 0.026929653993047233
Position 3971: 0.026236856804120138
Position 2777: 0.025405838417482167
Position 6548: 0.023772725561304733
Position 5717: 0.022174858664707846
Position 4338: 0.021892573539854288
Position 6448: 0.01744112145547272
Position 5266: 0.015476449907501444
Position 4761: 0.01439448303801075
Position 5341: 0.01378168831114317
Position 6622: 0.012248463118224084
Position 3652: 0.011719413506849076
Position 5417: 0.010248689463468649
Position 541: 0.01008246872234487
Position 5033: 0.009700515378516123
Position 453: 0.0080968034289972
Position 6187: 0.00782978834396368
Position 6598: 0.007801532609683234
Position 5912: 0.007614477896182294
Position 5130: 0.007471729117671702
Position 6349: 0.006349552115217264
Position 466: 0.005011020136902673
