Gene = SELK
index = 1243
Annotated 5SS: [ 219 3596 5138 6163]
Annotated 3SS: [3504 5053 6075 6426]
SMsplice 5SS: [ 219 1063 3596 5138 6163]
SMsplice 3SS: [ 927 3504 5053 6075 6426]
top_k =  1000
Partition function (log Z): 4.478188874737139

Sorted 5' Splice Sites (High to Low Probability):
Position 5138: 0.9788174657309971
Position 6163: 0.9721301992136634
Position 219: 0.947719839635361
Position 3596: 0.7807958657276148
Position 1063: 0.6471849348335958
Position 1938: 0.23222649602958023
Position 6531: 0.2221933505621127
Position 1785: 0.07953723431952647
Position 2714: 0.07375338677898444
Position 1157: 0.06117731609064975
Position 3642: 0.05340206613254207
Position 1162: 0.04582247584849115
Position 3057: 0.033889528890630294
Position 2490: 0.023981920122096
Position 5601: 0.017271711784406507
Position 1076: 0.01712688527491859
Position 257: 0.01373054193629651
Position 420: 0.013701859597743856
Position 310: 0.013361446620410224
Position 2402: 0.013220849235413439
Position 732: 0.013092379001657098
Position 698: 0.012985788739754301
Position 5203: 0.008148573454981293
Position 527: 0.007064422250798811
Position 542: 0.006776677579096259
Position 6576: 0.0061222759730537556
Position 3836: 0.005542438101230797
Position 2645: 0.005214601817194397
Position 1169: 0.004869670454741089
Position 6792: 0.00447798271894933
Position 1020: 0.004360205862866597
Position 250: 0.0035810395722310905
Position 3860: 0.0033290717234479893
Position 2860: 0.003260644406829665
Position 3405: 0.003117270412515142
Position 2778: 0.0030080023998289036
Position 441: 0.002899927880107091
Position 1976: 0.0027445430850626578
Position 2486: 0.0027209209877726475
Position 4931: 0.0024963940180857203
Position 3807: 0.0022898123874688842
Position 4781: 0.002177540401154702
Position 6519: 0.0017769909348303256
Position 5593: 0.0017140633270911845
Position 2788: 0.001520973827351156
Position 2342: 0.001510852009242288
Position 2604: 0.0013473336145383538
Position 1165: 0.0011870948004911097
Position 2738: 0.001026025169241559
Position 1873: 0.0009847752309321129
Position 274: 0.0009356955642468899
Position 2814: 0.0008758646159009703
Position 2451: 0.0008559063653445753
Position 857: 0.0007491987837952331
Position 1029: 0.0007177006626148842
Position 3600: 0.0006618270133672299
Position 1913: 0.0006448970220963849
Position 1618: 0.0006445648537523339
Position 4935: 0.0006190569363573717
Position 4715: 0.0006174083920464435
Position 5664: 0.0006107738520516728
