Gene = SDCCAG8
index = 1233
Annotated 5SS: [   185  14202  15008  18601  30342  37164  48722  52122  60838  74637
  85118  88276 122808 159774 162021 170503 233085]
Annotated 3SS: [ 14048  14921  18486  30215  37034  48656  51932  60698  74483  84982
  88158 122664 159645 161911 170370 232957 243699]
SMsplice 5SS: [   185    752  14202  15008  18601  30342  36951  37164  48722  51828
  52122  56885  60537  60838  74637  75049  85118  88276 115846 122808
 138440 159774 168435 170503 170781 177094 198496 216581 227090 233085]
SMsplice 3SS: [   638  14048  14921  18486  30215  36824  37034  48656  51730  51932
  56751  60445  60698  74483  74933  84982  88158 115725 122664 138330
 159645 168354 170370 170668 177029 198436 216425 226983 232957 234760]
top_k =  1000
Partition function (log Z): -79.88282914755929

Sorted 5' Splice Sites (High to Low Probability):
Position 18601: 0.9979976437332908
Position 15008: 0.9959589294449369
Position 52122: 0.9902639481715344
Position 14202: 0.9895124698827259
Position 30342: 0.9892749270881465
Position 48722: 0.9717512134353118
Position 185: 0.949127389626216
Position 37164: 0.915263928336035
Position 36951: 0.8181762396958128
Position 56885: 0.7628656189946498
Position 60537: 0.6572588184009234
Position 4664: 0.6169826560071844
Position 23287: 0.5871902471715805
Position 5000: 0.571638746732623
Position 752: 0.5356046407263795
Position 51828: 0.48552671351977517
Position 28158: 0.45189685612889124
Position 26750: 0.4334907159835974
Position 11863: 0.39091791433935064
Position 60787: 0.3900522368376898
Position 5333: 0.36851983425188817
Position 769: 0.3650873632469312
Position 11868: 0.3266624541282314
Position 11417: 0.321461198778803
Position 27229: 0.3121029992924099
Position 37439: 0.29552040727802353
Position 18393: 0.2827879014237532
Position 57626: 0.27428388479190857
Position 26723: 0.2647282265121156
Position 6538: 0.255051558239324
Position 21136: 0.2240349673460196
Position 12464: 0.133573417005818
Position 58309: 0.12106286212131187
Position 38416: 0.10770337514570383
Position 51802: 0.10473374454770225
Position 20352: 0.10392016529632526
Position 37147: 0.0841926714453995
Position 1108: 0.08334128445409549
Position 4400: 0.08170098882768025
Position 15960: 0.06751768964416774
