Gene = CNST
index = 387
Annotated 5SS: [  218 25496 55189 65479 67565 68142 75325 75592 81592 93889]
Annotated 3SS: [25065 54982 65447 67477 68026 75302 75494 80692 93752 99253]
SMsplice 5SS: [  218  3545 25367 28481 28685 51956 55189 67565 68142 70995 75592 81592
 87849 91057 93889 95169]
SMsplice 3SS: [ 3411 25225 28383 28605 51811 54982 67477 68026 70851 75494 81454 87658
 90873 93752 95062 99253]
top_k =  1000
Partition function (log Z): -51.592208441676995

Sorted 5' Splice Sites (High to Low Probability):
Position 3545: 0.7845431487424854
Position 218: 0.703513070839942
Position 5221: 0.41290356475705936
Position 344: 0.28527755520031844
Position 6395: 0.19086345514282999
Position 6209: 0.1803184624407012
Position 5778: 0.18005123476697804
Position 6828: 0.1417141550845484
Position 8123: 0.13964411504700278
Position 10720: 0.1078722265332082
Position 5363: 0.1014244867894862
Position 6397: 0.09423675167520718
Position 3850: 0.0772841495984922
Position 3500: 0.06542073308349268
Position 3033: 0.03743859032205098
Position 6185: 0.032134876155667486
Position 3067: 0.02616043548894432
Position 1088: 0.019091497713140417
Position 2763: 0.017093615654397466
Position 52: 0.014180899957655665
Position 4336: 0.013135833815311285
Position 5214: 0.012926051980830104
Position 11108: 0.012611493100961955
Position 7409: 0.01106671815408886
Position 9381: 0.007202951838630505
Position 7494: 0.00598424926172862
Position 1999: 0.005673779585962304
Position 8348: 0.004814966078136571
Position 1056: 0.003721080152980916
Position 522: 0.002998828060989796
Position 189: 0.002968115058566735
Position 3248: 0.0026649238929236825
Position 4184: 0.0022424360486532346
Position 1124: 0.002085228908048006
Position 1945: 0.00181255597005221
Position 3310: 0.0017875561273906688
Position 1579: 0.0017514460255500018
Position 349: 0.0016553391676910193
Position 86: 0.0014585882079162565
Position 2403: 0.0013723795331401138
Position 4081: 0.001369402943955181
Position 5603: 0.0013573515222350797
Position 721: 0.0010632149544262644
Position 647: 0.0009282322104565885
Position 3642: 0.0007600936074521203
Position 5144: 0.0006718938994219604
Position 3059: 0.0006594502967263893
Position 4134: 0.0005342840049140309
Position 385: 0.00044863763471436906
Position 2359: 0.0004436963746801935
Position 1357: 0.00042403515158529506
Position 4422: 0.0003915171890924773
