Gene = SEC61G
index = 1240
Annotated 5SS: [  85 1752 3468]
Annotated 3SS: [1651 3364 6825]
SMsplice 5SS: [ 209 1752 3468]
SMsplice 3SS: [1651 3321 6825]
top_k =  1000
Partition function (log Z): -0.7543438312106889

Sorted 5' Splice Sites (High to Low Probability):
Position 3468: 0.9208617043677658
Position 1752: 0.9147415599790901
Position 209: 0.6003697588347149
Position 1278: 0.452569980308659
Position 2957: 0.27104056559718126
Position 89: 0.22525701503341203
Position 6217: 0.19259952886565757
Position 85: 0.14608983337488737
Position 983: 0.1296909117904045
Position 6409: 0.0674294933823121
Position 4004: 0.061936131924537195
Position 954: 0.058107857790779684
Position 5153: 0.054916817275220936
Position 1667: 0.04565062180486286
Position 111: 0.03546333139761228
Position 1428: 0.025709226498548433
Position 1626: 0.02366432223671913
Position 491: 0.01930467133139835
Position 6603: 0.019064772348422767
Position 807: 0.017263817456901497
Position 6261: 0.01650046542719927
Position 1318: 0.01644233411839756
Position 6475: 0.015935277236565615
Position 1949: 0.013777211942426947
Position 6462: 0.012939777083957245
Position 6708: 0.012134954411642298
Position 858: 0.01053616137425163
Position 581: 0.006157216087465338
Position 1100: 0.006114462454159386
Position 6650: 0.005601483056913682
Position 567: 0.005285620315440455
Position 2130: 0.004454561670572027
Position 2203: 0.0043628207867226635
Position 3472: 0.004013235214418041
Position 1238: 0.003909810740893818
Position 107: 0.003185967747282861
Position 5029: 0.002858529538039161
Position 978: 0.002744484339768832
Position 6703: 0.002441679893403649
Position 25: 0.0024371344444614855
Position 1350: 0.0021892214180739577
Position 4467: 0.0021269258943563524
Position 5322: 0.0019423667725158012
Position 5304: 0.0017744298422538753
Position 4075: 0.0017416323353052659
Position 76: 0.0017055415470481772
Position 80: 0.0013422256009790147
Position 4218: 0.0012815906906344455
Position 3981: 0.001279442195784075
Position 825: 0.001271676868308458
Position 669: 0.0010068999861007543
Position 1530: 0.0007114869687359809
Position 5250: 0.0006811520874532818
Position 74: 0.0005677205851074398
Position 4581: 0.0005586349494035237
Position 6361: 0.0005556975363496988
Position 1992: 0.0005177074059417526
Position 3706: 0.0004949448002047302
Position 408: 0.0004846501545809886
Position 530: 0.0003515486055735131
Position 851: 0.00031372451208030815
Position 1721: 0.00024876039670608974
Position 5720: 0.0002445192396381572
Position 1409: 0.00023245583941314878
Position 562: 0.0002219207327317203
Position 1568: 0.0002023266342705525
Position 5212: 0.00019435727160627342
Position 6889: 0.00013792697889042222
Position 6175: 0.00013326813177128363
Position 6883: 0.00012634808488638606
Position 1545: 0.00012277438987041124
Position 19: 0.00011287609101213893
Position 736: 0.00010994961230540436
Position 3654: 0.00010591969052747027
Position 5055: 8.025518934097043e-05
Position 1947: 7.804518042894044e-05
Position 1934: 7.749939815289509e-05
Position 1047: 7.667329371226697e-05
Position 2944: 7.564723040228033e-05
Position 5373: 7.548895976295599e-05
Position 503: 7.442654319451303e-05
Position 2507: 7.257610931320479e-05
Position 1608: 6.909972668730875e-05
Position 576: 6.715098562428558e-05
Position 1981: 6.160931630453992e-05
Position 572: 5.864754262378458e-05
Position 2539: 5.227859137213171e-05
Position 2227: 4.853704968870206e-05
Position 1630: 4.6767893255287596e-05
Position 464: 4.213128989244464e-05
Position 56: 3.803763159428831e-05
Position 1031: 3.592581160982847e-05
Position 1552: 2.7167971392782566e-05
Position 4890: 2.4693030832469982e-05
Position 417: 2.4266433023557367e-05
Position 2192: 2.4171327367802757e-05
Position 1193: 2.166759764332317e-05
Position 2449: 2.1501222729813403e-05
Position 1264: 1.802069159307794e-05
Position 1700: 1.5854574714575837e-05
Position 1289: 1.4246193956644076e-05
Position 1134: 1.3745351736164003e-05
Position 424: 1.353366257984185e-05
Position 432: 1.2536883562117334e-05
Position 1214: 1.1694560571234964e-05
Position 2239: 8.478618768409336e-06
Position 640: 5.955996270449934e-06
Position 1336: 5.8164966431743955e-06
Position 178: 5.8132784728928385e-06
Position 237: 5.172800324481417e-06
Position 419: 4.683272328547001e-06
Position 1599: 4.565913553013467e-06
Position 3656: 4.033894259679117e-06
Position 384: 3.3391689919744754e-06
Position 484: 2.8847930162529465e-06
Position 313: 2.5009028207605523e-06
Position 451: 2.402915741612038e-06
Position 515: 2.324573442766642e-06
