Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  1000
Partition function (log Z): 14.404094316406649

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 0.9990881215355445
Position 17625: 0.9489873961192097
Position 14705: 0.9468565013137206
Position 11612: 0.9289591949885102
Position 13003: 0.9211817266128287
Position 6479: 0.8783524193735732
Position 16276: 0.7147962124436887
Position 2717: 0.7093470411336437
Position 17149: 0.6799732221292459
Position 3248: 0.6512581737897595
Position 390: 0.6343899644522397
Position 864: 0.4144099948422134
Position 20193: 0.33034215418131774
Position 3283: 0.3213701644160006
Position 9962: 0.3083245741886344
Position 10414: 0.23004327986485257
Position 16979: 0.22321838194662855
Position 63: 0.20555129683276888
Position 2974: 0.18943811247111522
Position 7544: 0.128437658718552
Position 20487: 0.11418421972238772
Position 1115: 0.09865125311635131
Position 20832: 0.09666091033494675
Position 18964: 0.08664610859204382
Position 10007: 0.08466873715387564
Position 20456: 0.07735820543572389
Position 16945: 0.07660486555954125
Position 12518: 0.07643217322681715
Position 11988: 0.07195812181801015
Position 8131: 0.06849565117589702
Position 1154: 0.06461482641777135
Position 9143: 0.06161266802599523
Position 20146: 0.05172448134751516
Position 13017: 0.04908957702199096
Position 10456: 0.04838841326006878
Position 6627: 0.042751504567676235
Position 15474: 0.029896942102928484
Position 394: 0.02927224819165545
Position 18425: 0.028359627361848203
Position 6205: 0.027639590037233194
Position 16926: 0.02664180965117114
Position 2506: 0.02643853321196448
Position 22215: 0.022336417745296558
Position 8078: 0.02108878873724678
Position 11269: 0.020329698020456078
Position 7572: 0.0196290833980161
Position 821: 0.01817437534051874
Position 10127: 0.01627469408933247
Position 218: 0.01522533274445836
Position 15228: 0.015155505658797608
Position 1204: 0.014290128815442407
Position 15500: 0.014022416828094224
Position 1176: 0.012753666051310819
Position 17370: 0.011903008198596536
Position 5542: 0.011790030293102015
Position 2660: 0.010924409324182174
Position 15504: 0.010484236064663244
Position 20402: 0.010265136116999824
Position 6256: 0.009668080240007237
Position 2942: 0.008216108064312097
Position 15453: 0.007975636980015294
Position 661: 0.007943691286258022
Position 10398: 0.006991447578551437
Position 7531: 0.006469039030737236
Position 2764: 0.006254566661696098
Position 17603: 0.006071015553010764
Position 16303: 0.004646839753626916
Position 2497: 0.004365981186654254
Position 18421: 0.004053656000976414
Position 11997: 0.003597677136130537
Position 11720: 0.003595593729981383
Position 7110: 0.003490392996931548
Position 15162: 0.0033603293851588545
Position 12520: 0.0032798098538468212
Position 1004: 0.0031535962653926036
Position 16971: 0.003114554854749492
Position 1377: 0.002797751511255969
Position 13343: 0.002608887683987578
Position 1225: 0.0024211600777527807
Position 18026: 0.0023781387488821084
Position 16743: 0.0023429515298037788
Position 21094: 0.00222478655602889
Position 17629: 0.0020535989033062967
Position 6503: 0.002052495009705653
Position 13300: 0.0020177702790800394
Position 1213: 0.0018870709102704038
Position 1350: 0.0018121830240662817
Position 15756: 0.0017306140343617158
Position 15321: 0.0016391412206245909
Position 12384: 0.0014991443803189979
Position 3517: 0.0013680955154827278
Position 19022: 0.0012706223686222878
Position 18901: 0.0012355934037095637
Position 19379: 0.001198950718566529
Position 14106: 0.0011899170761358977
Position 17947: 0.0011322771012303916
Position 19414: 0.0010747966470111006
Position 19350: 0.0008931156571007397
Position 1008: 0.0008516706202062758
Position 16338: 0.000780532525864288
Position 4287: 0.0007446329282002228
Position 2984: 0.0007374193165573366
Position 17126: 0.0007052947761838732
Position 12342: 0.0007005265969750673
Position 1211: 0.0006778238887865138
Position 7015: 0.0006611365203783239
Position 12982: 0.0005912609648004159
Position 7635: 0.0005185581376051677
Position 18372: 0.0004924872601994885
Position 12336: 0.000487718936780056
Position 13644: 0.00046033935348053004
Position 17083: 0.00045976042473490716
Position 15379: 0.000456953620019906
Position 21328: 0.0004309280040191986
Position 6799: 0.00042867066150445053
Position 16280: 0.00040399450688005114
Position 8282: 0.0003637530173915468
Position 832: 0.0003576085166394552
Position 2363: 0.0003415068793490002
Position 2484: 0.00032743257078993225
Position 2728: 0.00032481711288898937
Position 12643: 0.0003193358153150466
Position 2928: 0.000296630950483854
Position 17352: 0.00029389771331103805
Position 14393: 0.00028033951473562554
Position 1925: 0.0002711790299238744
Position 8428: 0.0002400925843169446
Position 1062: 0.00023066403756414036
Position 17650: 0.000209256683009391
