Gene = SHQ1
index = 1255
Annotated 5SS: [  283  4122  6201  7436 16112 24057 31251 33131 35810 55565]
Annotated 3SS: [ 4056  6077  7280 15998 23928 31095 33076 35685 55443 97643]
SMsplice 5SS: [  283  4122  7436 16112 24057 30552 31251 39413 40586 40829 55565 65512
 68357 81868]
SMsplice 3SS: [ 4056  7280 15998 23928 30432 31095 39297 40455 40672 55443 65340 68298
 81759 97643]
top_k =  1000
Partition function (log Z): -21.477516738113785

Sorted 5' Splice Sites (High to Low Probability):
Position 16112: 0.9967000092073179
Position 31251: 0.9909621944560537
Position 24057: 0.9897770595812027
Position 7436: 0.9873220502297937
Position 4122: 0.9423373847976579
Position 40586: 0.8120651414370764
Position 39413: 0.6242008686212259
Position 40990: 0.5856738292155741
Position 30552: 0.4953755477748961
Position 132: 0.48447587145045845
Position 35810: 0.44418141117984206
Position 40829: 0.4104916612204163
Position 6201: 0.3758342476362569
Position 36697: 0.3407812716753155
Position 4506: 0.32490918317917755
Position 16287: 0.31781849737668677
Position 442: 0.2924766905379841
Position 13443: 0.27724277098146854
Position 6573: 0.24088095712442237
Position 39557: 0.19430280620808738
Position 4724: 0.18465212058685943
Position 40780: 0.18332294190931694
Position 4719: 0.1663629944254965
Position 44790: 0.16457630569111023
Position 40574: 0.1630299278123513
Position 26235: 0.13246274958939877
Position 44772: 0.13134030499266539
Position 26855: 0.12837089507504124
Position 16445: 0.1173655985048356
Position 45001: 0.11490351371410891
Position 13002: 0.1097212878968708
Position 1439: 0.10372414285326272
Position 28180: 0.09482086817118729
Position 44531: 0.09239948891559246
Position 8857: 0.09192535707508774
Position 35852: 0.08825264760669549
Position 21799: 0.08098897252323015
Position 244: 0.06741241379374287
Position 43495: 0.06360141370474476
Position 35288: 0.060176518569159294
Position 2519: 0.05851642720177964
Position 32686: 0.05815439295115502
Position 29082: 0.05704473602404887
Position 36214: 0.045023146997623414
Position 17283: 0.044796963334826655
Position 47928: 0.04377797146154702
Position 46548: 0.04332372458122627
Position 4838: 0.04241915509737181
Position 1607: 0.04102955601100987
Position 7763: 0.0360221424803246
