Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  1000
Partition function (log Z): -0.8379557435089784

Sorted 5' Splice Sites (High to Low Probability):
Position 30185: 0.9999942603912633
Position 12009: 0.9728131424581823
Position 34310: 0.9615622886119953
Position 2958: 0.8993221263724314
Position 36030: 0.8969054925333596
Position 40311: 0.8727234399522055
Position 12182: 0.8449603363341572
Position 18518: 0.8393083938943414
Position 24884: 0.7982961089446209
Position 36181: 0.5884371873294525
Position 12504: 0.5261154381939397
Position 35105: 0.4402694612231949
Position 42093: 0.43600931183212566
Position 42296: 0.43012359753384144
Position 35834: 0.35990677056602305
Position 16255: 0.34615006092114
Position 566: 0.3362271055252822
Position 43283: 0.3199573607950254
Position 20079: 0.24638558575598615
Position 15796: 0.24216345308472742
Position 299: 0.23690227966608873
Position 764: 0.2363479424301508
Position 469: 0.18924232351958312
Position 4442: 0.17718413084647208
Position 20156: 0.159954687417828
Position 41421: 0.1393301185828491
Position 40298: 0.11267951020149108
Position 29775: 0.10948854780593892
Position 3133: 0.10645026592812792
Position 7897: 0.10177799599159448
Position 4112: 0.1013756920127627
Position 7788: 0.09858395235963882
Position 454: 0.09607116233119188
Position 679: 0.09542688812573795
Position 18457: 0.09430566238622591
Position 37637: 0.08824186792905876
Position 1177: 0.07925591553874674
Position 3505: 0.0789678158042626
Position 24880: 0.07597948378914934
Position 37881: 0.07486905155954646
Position 12711: 0.06162382120458111
Position 37587: 0.06028653140579853
Position 11403: 0.05633613934883995
Position 43328: 0.05452496676151617
Position 20091: 0.04983633129650676
Position 2620: 0.04617971185998031
Position 12472: 0.044849160057715255
Position 1723: 0.04233803779891288
Position 36034: 0.03773009818914961
Position 36235: 0.037260049506752706
Position 538: 0.03573468471478123
Position 13031: 0.03509447951950981
Position 6741: 0.03403521734809216
Position 12937: 0.03318637265764008
Position 15196: 0.03174143227940361
Position 38026: 0.030337547643564125
Position 6781: 0.02912149029800118
Position 15212: 0.02802097546814745
Position 15754: 0.0277015125993763
Position 28717: 0.027346842896829787
Position 43216: 0.027107484204541656
Position 43023: 0.026643936659927238
Position 1090: 0.025273149204325402
Position 38031: 0.024834396863089563
Position 43344: 0.02470318728119517
Position 28665: 0.02341198878770463
Position 12242: 0.02276566227515977
Position 41721: 0.018691659440784512
Position 15990: 0.016879109756791424
Position 11474: 0.01543938007529651
Position 5773: 0.015367992086096082
Position 8110: 0.01441878783945414
Position 12967: 0.013001242327810494
Position 1211: 0.01254825003041732
Position 4593: 0.01120593125993824
Position 3245: 0.010136362293108443
Position 16369: 0.009088533178050931
