Gene = ZMYND12
index = 1607
Annotated 5SS: [  380  6350  7801 16412 19847 20994 23125]
Annotated 3SS: [ 6207  7628 16241 19723 20881 22978 25408]
SMsplice 5SS: [  221  6350  7801 19847 20994 23125]
SMsplice 3SS: [ 6207  7628 19723 20881 22978 24361]
top_k =  1000
Partition function (log Z): -2.9277499361069523

Sorted 5' Splice Sites (High to Low Probability):
Position 7801: 0.9931264747622701
Position 19847: 0.9767205606933934
Position 6350: 0.8496953297060571
Position 23163: 0.6851233791582967
Position 20994: 0.6646729999199192
Position 13751: 0.5968467148975173
Position 16412: 0.5158570981344716
Position 9530: 0.33422040878443215
Position 20091: 0.31721236452252205
Position 221: 0.2377384338798935
Position 380: 0.22394585597626365
Position 180: 0.2070456533670569
Position 324: 0.12484817012096949
Position 24502: 0.11358697446133713
Position 6742: 0.09846628801143942
Position 24492: 0.09361527967205265
Position 2732: 0.09285113210948216
Position 986: 0.08067941907608683
Position 3250: 0.07257444796797881
Position 6096: 0.06944360772417821
Position 3: 0.06380918507839467
Position 6386: 0.06243231359509173
Position 12837: 0.060408710346306196
Position 3850: 0.05556348012925376
Position 1845: 0.04562690338755299
Position 24296: 0.04493542156816671
Position 11686: 0.042834988638726854
Position 25071: 0.03997509989329454
Position 11639: 0.03525869041535431
Position 20095: 0.03410138360498894
Position 1488: 0.0314088728942728
Position 25166: 0.026222241825835414
Position 6650: 0.024362650183767945
Position 348: 0.02283258594543976
Position 21701: 0.022404202529792902
Position 24275: 0.02100711199478422
Position 1614: 0.02045130835324371
Position 963: 0.019256239215529086
Position 6374: 0.01875098400271525
Position 21407: 0.017694175431144626
Position 8261: 0.016364800865557708
Position 12795: 0.015317307156194915
Position 20841: 0.01523887070222492
Position 6382: 0.015217410594758493
Position 6796: 0.014218937704600433
Position 8254: 0.013521267613368455
Position 319: 0.013291711165282659
Position 763: 0.01299891392278464
Position 9000: 0.01247470029102434
Position 21857: 0.012263012600242118
Position 24618: 0.009483570903134172
Position 16168: 0.009471698533339882
Position 5189: 0.009371283103736099
Position 68: 0.008572633448771601
Position 21698: 0.00806183842626145
Position 3207: 0.007670643706720217
Position 24412: 0.006927107679999998
Position 1584: 0.006647066360181411
Position 21425: 0.006630549135893073
Position 25614: 0.00640161168310305
Position 22177: 0.006241551616887573
Position 10250: 0.0061682252202839355
Position 24060: 0.006129845222428823
Position 20267: 0.005937851621245145
Position 2544: 0.005918864226404462
Position 6391: 0.005682408563165554
Position 633: 0.005362141578530876
Position 10324: 0.005240925506020807
