Gene = P4HTM
index = 994
Annotated 5SS: [  722  1026 11740 12708 14372 15282 15979 16299]
Annotated 3SS: [  943 11548 12610 14208 14971 15828 16174 16797]
SMsplice 5SS: [  503  1026 11674 12708 15979 16299]
SMsplice 3SS: [  943 11548 12610 15828 16174 16797]
top_k =  1000
Partition function (log Z): 6.148304274953865

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.9976910127664202
Position 12708: 0.9871766868730502
Position 16299: 0.9669308426835109
Position 503: 0.8200877522247502
Position 15979: 0.7540348748489561
Position 11674: 0.6271773235275634
Position 14372: 0.6077167786641039
Position 6928: 0.5470443008418859
Position 15043: 0.3588532404766175
Position 9769: 0.2957677624010467
Position 4680: 0.23403966218328615
Position 14130: 0.23159057820937545
Position 15702: 0.22675810927642348
Position 722: 0.20940632666474596
Position 14068: 0.20936751791136507
Position 15829: 0.1919603269365848
Position 14866: 0.19146974130668193
Position 7668: 0.1770857307939469
Position 6528: 0.13996926895034054
Position 14332: 0.12856751593935317
Position 8784: 0.11437921623025586
Position 13677: 0.11359181983732958
Position 11735: 0.09011050147659944
Position 14105: 0.0851652170828238
Position 6178: 0.07201391324919902
Position 6357: 0.06688728470529506
Position 11740: 0.06414950996856529
Position 1530: 0.06344322709749967
Position 5623: 0.06075980988751549
Position 15282: 0.05644936681713687
Position 10267: 0.05560369789604913
Position 13595: 0.05088224361063633
Position 15543: 0.048931523617245724
Position 9378: 0.0488191393988146
Position 4464: 0.04062309588849304
Position 2381: 0.03998290769523439
Position 13685: 0.03940208993657569
Position 4500: 0.03651120922337123
Position 11488: 0.03337719037850874
Position 14134: 0.03219296514301169
Position 1336: 0.030046606351421954
Position 13525: 0.027684475976256857
Position 14298: 0.023016119167546294
Position 6374: 0.021959433935533974
Position 13194: 0.01925385909280613
Position 13950: 0.017166792813774492
Position 585: 0.014622983284604927
Position 7199: 0.01444905870010341
Position 14870: 0.014334274799970277
Position 825: 0.013762709587988793
Position 7953: 0.013738670944246157
Position 16273: 0.013463045998106663
Position 15926: 0.013257560079116529
Position 13614: 0.01199875946492762
Position 60: 0.011126696388618955
Position 15030: 0.010660442194273766
Position 11760: 0.009806690258998411
Position 1451: 0.009684699516576311
Position 829: 0.00903277431200273
Position 11646: 0.008940379362380195
Position 1248: 0.008634748989858223
Position 12846: 0.007691045489411801
Position 4171: 0.007534798023730111
Position 13711: 0.0068630092925939115
Position 16677: 0.006298730612072569
Position 15381: 0.005282553063991202
Position 4195: 0.004797318404401418
Position 12880: 0.004329955720065815
Position 16092: 0.003950265573700358
Position 6338: 0.003886322629574022
Position 12740: 0.003647943783419686
Position 12763: 0.003053194137991252
Position 4698: 0.003023148925860552
Position 6881: 0.002987354480839692
Position 14290: 0.002806819279674596
Position 13383: 0.0028012238143547753
Position 6866: 0.0026397654955779763
Position 11409: 0.002563946567782526
Position 15162: 0.0022196735279873883
Position 12702: 0.0021685375093202447
Position 4219: 0.0020322570502274155
Position 13458: 0.00192616217842862
Position 693: 0.0018889320668965084
Position 13135: 0.0016693625183616418
Position 14019: 0.0016594900341771375
Position 1188: 0.0016476845306614887
Position 7344: 0.001646669466561042
Position 12987: 0.001499559552628313
Position 12913: 0.0014767752465099054
Position 73: 0.0014579503318195627
Position 175: 0.0011442627179397648
Position 13538: 0.0008123427187278899
Position 14764: 0.0007336156783072983
Position 5511: 0.0007334094827569802
Position 13783: 0.0007125159124761319
Position 1571: 0.0007059358916208151
Position 565: 0.0006953649324027128
Position 3093: 0.0006920800397808997
Position 127: 0.0006747932270836356
Position 554: 0.0005661458909628213
Position 5636: 0.000481563951840615
Position 13103: 0.00047085542653917974
Position 2348: 0.00045781166073224444
Position 13229: 0.00045343063051664286
Position 4064: 0.00033626099136114916
Position 3056: 0.00033386653820019875
Position 1439: 0.0003324150740112594
Position 383: 0.0003170833122809852
Position 13041: 0.00029483033426447026
Position 795: 0.00027097317649270975
Position 13461: 0.00026882684499819176
Position 12965: 0.00023354363981296773
Position 16803: 0.00023025935125462312
Position 2360: 0.00022463959823728954
Position 2742: 0.00022184798556686974
Position 16973: 0.00021352644927175225
Position 16621: 0.00020915532814662127
Position 6085: 0.0001997282951151833
Position 4304: 0.00017609462700748306
Position 258: 0.00015383917977157985
Position 4267: 0.0001487497883356004
Position 577: 0.0001380863697374725
Position 5382: 0.00013230152855306387
Position 1067: 0.00011987327621804274
Position 16735: 9.291145734654252e-05
Position 15120: 8.294549253526237e-05
Position 84: 8.221166919078752e-05
Position 12919: 7.974154719498139e-05
Position 266: 6.699564901153943e-05
Position 17026: 6.320266428538185e-05
Position 16470: 5.5096916260578425e-05
Position 436: 5.493778964240622e-05
Position 563: 5.2716391022865916e-05
Position 507: 4.377787165364824e-05
Position 16328: 4.29695060014598e-05
Position 7525: 4.152883371871858e-05
Position 16337: 3.038604110964887e-05
Position 1400: 2.5924394764233046e-05
Position 363: 2.130435118255005e-05
Position 16641: 2.0749944283902974e-05
Position 299: 1.8859226604365646e-05
Position 1877: 1.8500818620025065e-05
Position 13393: 1.7516632756664183e-05
Position 3760: 1.691098529892239e-05
Position 16484: 1.6871662572542e-05
Position 1030: 1.559090628007299e-05
Position 90: 1.4402636116836855e-05
Position 590: 1.2846124453460562e-05
Position 957: 1.2273004072683736e-05
Position 3014: 1.224350167874862e-05
Position 12673: 1.1459682443503197e-05
Position 3202: 1.0855657395205017e-05
Position 17036: 9.63131500104197e-06
Position 2504: 9.27868095467794e-06
Position 1158: 9.197242960951525e-06
Position 1675: 8.074942483844255e-06
Position 2140: 6.056542450880608e-06
Position 3633: 4.99075965506669e-06
Position 660: 4.395082669048486e-06
Position 2003: 4.371644504962939e-06
Position 859: 4.340864846609015e-06
Position 3956: 4.222881116188194e-06
Position 3792: 4.164651923588069e-06
Position 13408: 4.067819180632499e-06
Position 3355: 4.013055500662561e-06
Position 1412: 3.850256776530214e-06
Position 3102: 3.380151597922355e-06
Position 3915: 3.2032919415113044e-06
Position 1101: 2.2928203293336986e-06
Position 904: 2.2925904116382714e-06
Position 944: 1.8131347501540178e-06
Position 514: 1.7204092807394484e-06
Position 962: 1.2014026218312164e-06
Position 125: 1.150483448184128e-06
Position 1093: 1.0931024356402364e-06
Position 58: 1.0296286166109285e-06
Position 1072: 8.348959919800737e-07
Position 3207: 6.903684682262812e-07
Position 927: 5.76015709844271e-07
Position 2237: 5.276030406082534e-07
Position 2836: 3.1746965641042893e-07
Position 1263: 1.6417428478903226e-07
Position 569: 7.411982083998884e-08
Position 611: 5.6208927571015546e-08
Position 971: 1.5011997005589982e-09
Position 16419: 8.892902330700639e-10
Position 1090: 4.711485973970612e-10
Position 296: 2.61011591272007e-10
Position 26: 1.728159954904994e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16174: 0.9809027260121469
Position 943: 0.9726735221528446
Position 12610: 0.9676542629942508
Position 16797: 0.8685952698341354
Position 11548: 0.7418257861976719
Position 14208: 0.7303687671159674
Position 6837: 0.5520282640740203
Position 15828: 0.43748089338832125
Position 13843: 0.32330821100601675
Position 14971: 0.30366281833944087
Position 15466: 0.2531562911593483
Position 9599: 0.2491292465501277
Position 13499: 0.23374086648448775
Position 13969: 0.2245525104814603
Position 4609: 0.2077894276938636
Position 15887: 0.18646570951257394
Position 7455: 0.16893115275399367
Position 15777: 0.16842420356515675
Position 8681: 0.11437921623025586
Position 14735: 0.11087700209791232
Position 6404: 0.1066113282541608
Position 6268: 0.10070995433188859
Position 621: 0.07678803170100927
Position 16565: 0.07107864545624856
