Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  1000
Partition function (log Z): 2.8609011675708094

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 0.9776837425745553
Position 157: 0.9355352500751551
Position 830: 0.9175718561794701
Position 8912: 0.6153785546549347
Position 2064: 0.5197640603875964
Position 2578: 0.5021986300460907
Position 4817: 0.41931292755949623
Position 2591: 0.3894273022314701
Position 5637: 0.3371267595240861
Position 2857: 0.2922153507007417
Position 5980: 0.19095884574977587
Position 4741: 0.11509853489381157
Position 8752: 0.10573808216365535
Position 4170: 0.09103891059156556
Position 9452: 0.08864772646212268
Position 3057: 0.0823083560623317
Position 9076: 0.06977293058862842
Position 1933: 0.06747844870064029
Position 1610: 0.06650717069904968
Position 5885: 0.0487734465137094
Position 6104: 0.0374349321528025
Position 2136: 0.0359374950024266
Position 4974: 0.03385618105511082
Position 4955: 0.03356618589023247
Position 3016: 0.029054275957837262
Position 569: 0.028593956556381375
Position 124: 0.022177475944440684
Position 5835: 0.021585860562412636
Position 9165: 0.020004894950839007
Position 299: 0.0196466488278247
Position 2285: 0.016741197503344653
Position 8794: 0.012754607453585903
Position 5354: 0.010264245906549794
Position 3078: 0.009538092058142846
Position 3610: 0.008993932962641095
Position 8340: 0.007771189298072622
Position 3350: 0.006938727167238163
Position 5343: 0.006906390027884554
Position 2582: 0.0068115046372302515
Position 4912: 0.006091359533850779
Position 6866: 0.006030726750533572
Position 2786: 0.0058382424316006706
Position 2072: 0.005672515146342767
Position 105: 0.004520847539359142
Position 2036: 0.00450930641576645
Position 620: 0.0042663694996807645
Position 6097: 0.004094532669885717
Position 4303: 0.0037553858816583973
Position 3214: 0.0029730160294025067
Position 13: 0.002930285228640288
Position 838: 0.002717862953192348
Position 3834: 0.002706184859219223
Position 2908: 0.002494773577114464
Position 5264: 0.002447048042483356
Position 2289: 0.002432188602119793
Position 9340: 0.002323053607273761
Position 9063: 0.0020018555070677084
Position 2782: 0.0019932847430265024
Position 3521: 0.0017049741078047926
Position 4991: 0.0014833885564264958
Position 4144: 0.0013886252301684955
Position 4157: 0.0013506543290113277
Position 407: 0.0012643095324626256
Position 3599: 0.0011692207997755489
Position 229: 0.0011615248688264456
Position 9219: 0.0010172033496344637
Position 2238: 0.0007640702063535436
Position 459: 0.0007260558683478538
Position 5674: 0.0007156963008988568
Position 9465: 0.0006904625143439127
Position 2445: 0.0006846329355504984
Position 4969: 0.0005008767139263266
Position 2242: 0.000441751031775533
Position 3827: 0.0004050435968570286
Position 2495: 0.0003494809001160119
Position 2185: 0.00033850914530395444
