Gene = AOAH
index = 87
Annotated 5SS: [   527  37850  50606  65383  86697  92512 101358 102838 103767 106251
 108168 130209 147974 175109 175936 184229 192262 192401 194130 202509]
Annotated 3SS: [ 37753  50538  65282  86636  92440 101296 102766 103717 106201 108072
 130116 147890 175071 175860 184055 192202 192340 194032 202431 211166]
SMsplice 5SS: [   206    527   2509  21869  37850  65383  83926  86697 101358 102838
 104980 106251 126913 130209 130624 130830 132981 147974 160251 175109
 182944 192262 192401 194130 202509 203612 207181]
SMsplice 3SS: [   459   2414  21743  37753  65282  83827  86636 101296 102766 104801
 106201 126664 130116 130519 130696 132858 147890 160129 175071 182854
 192202 192340 194032 202431 203490 207096 211166]
top_k =  1000
Partition function (log Z): -103.69525905201218

Sorted 5' Splice Sites (High to Low Probability):
Position 206: 0.9081418128906077
Position 2509: 0.5466656171348065
Position 1233: 0.5363465829717405
Position 527: 0.40952752372442763
Position 639: 0.283058451788328
Position 989: 0.19883251846038694
Position 2257: 0.12229490660643354
Position 202: 0.03673838712313734
Position 523: 0.029348616660145477
Position 1228: 0.024475805889022092
Position 1345: 0.020567890709010255
Position 6014: 0.01708255773169341
Position 7925: 0.013634433462587468
Position 1962: 0.012984963303813029
Position 10205: 0.01011636467338307
Position 198: 0.009828539435684402
Position 2985: 0.008236824673883964
Position 796: 0.004460771070798894
Position 1191: 0.004460124674192607
Position 993: 0.00397237497928033
Position 7929: 0.003328185371856615
Position 4032: 0.0028273695347920025
Position 3692: 0.0024335738109067
Position 7481: 0.0020542508027664567
Position 255: 0.0020083810105658954
Position 372: 0.0018556591700361023
Position 2426: 0.0016049524725657593
Position 627: 0.0014179862959604365
Position 3494: 0.0012170158528083074
Position 3525: 0.0011320573792407938
Position 6123: 0.0007232104497885243
Position 979: 0.00050181209050109
Position 1305: 0.0005011564555753513
Position 251: 0.0004943122430626733
Position 650: 0.0004889115577561795
Position 272: 0.0004745499603802372
Position 259: 0.00035835251600216226
Position 943: 0.0003516079597749903
Position 2212: 0.0003499080354643881
Position 1544: 0.0002961099111029243
Position 1063: 0.00028931171485177103
Position 35: 0.0002475909583641541
Position 180: 0.00021132901964940182
Position 1039: 0.00017606738929485465
Position 2268: 0.0001632783802037801
Position 385: 0.00015875357518205783
Position 2247: 0.00013689119926216993
Position 3060: 0.00011630526362527396
Position 267: 0.00011564572466573675
Position 2242: 0.00011552150707996047
Position 162: 0.00011114414627803228
Position 218: 0.00010418020939589516
Position 593: 0.00010343583766847553
Position 75: 9.399067277501808e-05
Position 1349: 9.141705922068968e-05
Position 290: 5.754416229973239e-05
Position 714: 4.4349625509037136e-05
Position 164: 2.3511818769498177e-05
Position 4145: 2.0025896937793364e-05
Position 580: 1.7968473046468728e-05
Position 8: 1.7892921744146678e-05
Position 967: 1.78047538106087e-05
Position 1164: 1.63941681533416e-05
Position 3281: 1.2472739805328697e-05
Position 351: 1.1687790902218504e-05
Position 427: 1.0741375322731513e-05
Position 687: 9.857295153468671e-06
Position 276: 9.799001562437714e-06
Position 220: 7.932509562911319e-06
Position 2528: 7.863725654323059e-06
Position 274: 7.7001595905102e-06
Position 558: 7.610735098348686e-06
Position 547: 7.498657572518739e-06
Position 1027: 4.739529629117558e-06
Position 97: 4.32440411166881e-06
Position 210: 3.543040076395535e-06
Position 2434: 3.3867592339219083e-06
Position 212: 2.9960312212019833e-06
Position 2437: 2.6982306455011046e-06
Position 1139: 2.291082167128505e-06
Position 674: 1.8629388798626136e-06
Position 166: 1.8357344336922567e-06
Position 86: 1.476241895707694e-06
Position 1173: 6.381667647735838e-07
Position 253: 1.7325018125470872e-07
Position 790: 9.627245136698331e-08
Position 489: 8.828853860024813e-08
Position 78: 5.1269197779023574e-08
Position 521: 4.934927072755569e-08
Position 278: 3.050228774782254e-08
Position 459: 1.978144100409003e-08
Position 280: 3.689354528656405e-09
Position 114: 3.616982524378241e-09
Position 405: 9.795404773864137e-11
Position 733: 5.404945782789107e-11
Position 875: 1.1058948221553875e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 459: 0.6274276026665105
Position 2414: 0.6203138516873078
Position 1101: 0.540108324530367
Position 6717: 0.22575318940994343
Position 795: 0.19300093732370285
Position 5929: 0.12453353323193643
Position 2242: 0.11276641741437561
Position 8507: 0.07258069995287465
Position 7836: 0.04807506826318212
Position 5770: 0.04535965007342465
Position 3540: 0.04481424204837979
Position 9024: 0.03734887070532427
Position 10463: 0.03186758931505309
Position 11903: 0.026922320625551763
Position 11714: 0.026908524205324125
Position 7731: 0.02567490273694001
Position 6668: 0.024160783068972118
Position 11681: 0.021246678820239423
Position 6099: 0.020887385472267615
Position 561: 0.017731367302948754
Position 2196: 0.017580015692703514
Position 8846: 0.017414292185505692
Position 811: 0.01439500859228822
Position 329: 0.01211682033626544
Position 1063: 0.012101561848354021
Position 10042: 0.012057718070065202
Position 10325: 0.011759860768004539
Position 1259: 0.011717632548890237
Position 1083: 0.011502260629962721
Position 286: 0.010335451971867608
Position 6470: 0.009329069019138362
Position 4997: 0.009130284643104034
Position 2601: 0.008492105863018752
Position 3687: 0.008069182194021272
Position 1103: 0.00797424210757728
Position 3382: 0.0076372996882204825
Position 6994: 0.0070793354595182195
Position 622: 0.006680139320196238
Position 392: 0.006575351901189862
Position 5640: 0.006270108617523555
Position 5072: 0.00597356087451726
Position 2882: 0.00573508177512985
Position 10697: 0.005659996808331645
Position 2976: 0.005631226981695485
Position 1917: 0.005631065723916712
Position 475: 0.00496689760060887
Position 5591: 0.004857731190784177
Position 5701: 0.004536694850355183
Position 2814: 0.004154782534928735
Position 1779: 0.0040606176015981
Position 351: 0.003760117337525212
Position 1858: 0.003617988565099791
Position 3942: 0.003161988176548439
Position 5441: 0.0031397609370155005
Position 9835: 0.0031365275172275824
Position 7361: 0.0030622296937965632
Position 3720: 0.0028770393108071865
Position 4790: 0.002819070409999618
Position 7348: 0.002700386477363468
Position 5854: 0.002582844150163816
Position 4111: 0.002540942372500299
Position 1782: 0.002297359096291665
Position 3801: 0.002144686607903552
Position 7683: 0.0019602741657734606
Position 8618: 0.0019353374918248095
Position 1617: 0.0017842575034955367
Position 1110: 0.0017690443261455424
Position 335: 0.0017564148231252591
Position 3684: 0.0017231828151574367
Position 5884: 0.0016630564041681482
Position 6198: 0.0016248599295137277
Position 290: 0.001478903473474022
Position 10161: 0.0013624929447151712
Position 8044: 0.0012766953614887205
Position 7593: 0.0012664654131230623
Position 3892: 0.0012587086151005984
Position 7334: 0.0011036039022491154
Position 3420: 0.0009842217449784277
Position 4810: 0.0009480759503512814
Position 1224: 0.0009406582974109195
Position 2168: 0.0007772263567085433
Position 2606: 0.0007737810401556379
Position 1872: 0.0007667466652787209
Position 5555: 0.0007231368315071834
Position 341: 0.0007139120734218198
Position 4078: 0.0007084860842741792
Position 2678: 0.0006905610674176995
Position 5151: 0.0005871200107500233
Position 4916: 0.0005774733276037362
Position 405: 0.000566689712811182
Position 1945: 0.0005079919663574733
Position 4615: 0.0005037588920243623
Position 1474: 0.00048615968313317465
Position 4448: 0.0004754018110441706
Position 2856: 0.0004708208656084242
Position 4071: 0.0004537447111746971
Position 2584: 0.00039679050203936353
Position 638: 0.0003784229844346016
Position 1010: 0.00037189876547071715
Position 2778: 0.00035412374958207975
Position 3659: 0.0003359581986266821
Position 875: 0.0003337866501530282
Position 667: 0.00032522246971812747
Position 2713: 0.000298246480334911
Position 3656: 0.00028688798567248015
Position 1288: 0.0002673758679724349
Position 4639: 0.0002502317376598635
Position 3339: 0.0002456995875090476
Position 1188: 0.00024225099221993215
Position 1583: 0.00023941180038753303
Position 526: 0.00023283298578936378
Position 114: 0.0002217626450987328
Position 1387: 0.00021535827211446577
Position 2914: 0.00020895430084720445
Position 1129: 0.00020027332287444067
Position 2246: 0.00017373096239195178
Position 367: 0.00017349031936752458
Position 1173: 0.00017011378103709172
Position 288: 0.00016445999909126297
Position 3378: 0.0001628041066344423
Position 1759: 0.0001402991457643798
Position 1414: 0.00013982287921241688
Position 2006: 0.00013501773592844717
Position 3110: 0.00013363972157893713
Position 1460: 0.00012526683635891712
Position 2660: 0.0001161539221108382
Position 3050: 0.00010941897451864196
Position 1301: 0.00010316127233299742
Position 1067: 9.6727315515169e-05
Position 294: 9.109310526692062e-05
Position 1923: 8.811204051345248e-05
Position 1190: 8.641306927777057e-05
Position 631: 7.892589029181311e-05
Position 1367: 6.973381778392321e-05
Position 989: 5.763232147103097e-05
Position 1560: 5.4133819032661935e-05
Position 1543: 5.210736102384307e-05
Position 733: 5.18057437103291e-05
Position 303: 4.354909639232201e-05
Position 821: 4.326100128821554e-05
Position 1784: 4.3229071575451135e-05
Position 580: 4.286804637539788e-05
Position 1715: 3.30376496971789e-05
Position 399: 3.118233537783185e-05
Position 494: 2.8250782321161224e-05
Position 358: 2.449713094449232e-05
Position 938: 2.313624000500994e-05
Position 489: 2.2478356183160315e-05
Position 178: 2.1119023645171974e-05
Position 725: 1.60924048799894e-05
Position 1219: 8.551561166766743e-06
Position 129: 7.4987931467886084e-06
Position 669: 5.8105410753785125e-06
Position 690: 5.468562755012558e-06
Position 643: 2.984942191015048e-06
Position 3130: 2.6588047696000463e-06
Position 126: 2.5273108933087435e-06
Position 298: 2.0273834449067686e-06
Position 3163: 1.4070615015291758e-06
Position 300: 1.3935242405331784e-06
Position 312: 1.2618942122371852e-06
Position 2417: 1.2052594749929033e-06
Position 310: 1.1766495314258518e-06
Position 500: 1.109768636346186e-06
Position 144: 7.6310598586595e-07
Position 306: 5.360082962162659e-07
Position 155: 5.160491572033913e-07
Position 251: 5.112152441375215e-07
Position 650: 3.3363318617222395e-07
Position 265: 1.8670229470779366e-07
Position 1310: 1.8307489478535513e-07
Position 308: 1.5736362261775387e-07
Position 1221: 9.721265946051915e-08
Position 1327: 4.2475576786421394e-08
Position 263: 3.88327263651123e-08
Position 1489: 6.787869600711892e-09
Position 189: 3.873464533835341e-09
Position 685: 2.2456909440100876e-09
Position 679: 8.788051506954533e-10
Position 191: 1.9019842763455124e-10
Position 75: 1.5610377238139911e-10
Position 195: 3.639292751358009e-11
Position 210: 1.993587176928786e-14
