Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  1000
Partition function (log Z): 1.6149813718115906

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9917303677342325
Position 5309: 0.9869435142976909
Position 12960: 0.962014768876013
Position 1341: 0.943175976112096
Position 13838: 0.7541168333568242
Position 5486: 0.5729645947753975
Position 9631: 0.5244988348306203
Position 15256: 0.25170036785450756
Position 18879: 0.1954903289631651
Position 2716: 0.14613072294609242
Position 13540: 0.121236912661998
Position 7389: 0.10261602872634353
Position 9649: 0.08254415480084391
Position 18057: 0.07818122808245619
Position 13905: 0.06231654510556179
Position 6750: 0.05554500513869768
Position 5443: 0.036598580056805226
Position 13660: 0.03130011745173028
Position 13346: 0.030363788377148652
Position 4828: 0.02825774947623308
Position 13620: 0.027723331899480237
Position 19191: 0.02484012171722991
Position 1323: 0.023818704317575753
Position 18217: 0.02073789030591864
Position 20839: 0.020411339248117822
Position 15522: 0.018049839392518485
Position 13303: 0.01803695830607814
Position 14137: 0.01774690250107383
Position 15342: 0.016586002911714665
Position 14250: 0.013005662935138355
Position 7828: 0.012009776498896969
Position 2136: 0.011914100793358492
Position 15260: 0.011288050387993158
Position 18938: 0.008222520044387477
Position 19321: 0.008078537526433166
Position 11453: 0.0071829709875308
Position 5100: 0.00627792985889478
Position 14006: 0.005909071492307432
Position 417: 0.005792431686301773
Position 3613: 0.005452185495813661
Position 1293: 0.005070449719400528
Position 9729: 0.0050563608223240545
Position 988: 0.004995885122395331
Position 7253: 0.004411850527200139
Position 7569: 0.004078343672190288
Position 879: 0.003966693716953509
Position 5634: 0.003942381353638891
Position 970: 0.003918279792009587
Position 13599: 0.0036573674479109942
Position 15361: 0.0033218746306483264
Position 2697: 0.0031736111302656475
Position 16767: 0.002931596933362542
Position 990: 0.002860813345453001
Position 1380: 0.0028530275087845845
Position 4051: 0.0027596450959147976
Position 10545: 0.0024843459052853174
Position 12641: 0.0024763513222959893
Position 1833: 0.002462251516632298
Position 3112: 0.0024079163307095183
Position 16721: 0.00240658177339601
Position 6790: 0.0023142848843336543
Position 14675: 0.002278579639953512
Position 16973: 0.0021515953704157433
Position 956: 0.001887270683984061
Position 10758: 0.0018826785412256568
Position 1048: 0.0017612034607243257
Position 11628: 0.0016455578475085047
Position 20800: 0.0016424937471636466
Position 894: 0.001542001045043093
Position 2981: 0.001249855862207024
Position 4133: 0.001248003023533408
Position 1192: 0.0012134402545356034
Position 247: 0.0012115239259239698
Position 14048: 0.0010951243765273413
Position 430: 0.0010233303302476075
Position 413: 0.0010169352923099255
Position 5322: 0.00098614484838593
Position 10640: 0.0009843597094250462
Position 13747: 0.0008896000106789238
Position 3245: 0.0008395108760743354
Position 5563: 0.0008388119944373947
Position 992: 0.0008048761224936943
Position 6724: 0.0007474084350876092
Position 10306: 0.000737108624144321
Position 14325: 0.0007071071204283713
Position 2705: 0.0006874901323726444
Position 2905: 0.0006691388585116015
Position 17096: 0.0006463607696291228
Position 7177: 0.000642654217180749
Position 15654: 0.0006076695453528977
Position 8355: 0.0005582050636859489
Position 1792: 0.0005342554566449951
Position 1699: 0.0005050787739796539
Position 374: 0.000500919999078984
