Gene = PLGRKT
index = 1037
Annotated 5SS: [   90  1310  5982 76121 76801]
Annotated 3SS: [ 1183  5894 75989 76690 79517]
SMsplice 5SS: [   90  1310  5982 14327 24569 45405 46001 53397 55722 56016 66788 76121
 76801]
SMsplice 3SS: [ 1183  5894 14253 24392 45228 45919 53268 55641 55846 66606 75989 76690
 78037]
top_k =  1000
Partition function (log Z): -36.91751787109103

Sorted 5' Splice Sites (High to Low Probability):
Position 5982: 0.996715547394698
Position 1310: 0.893980136658328
Position 90: 0.8864383205372508
Position 14327: 0.582982400534048
Position 1445: 0.2673230906424336
Position 11028: 0.17010936108422844
Position 5687: 0.11401853001474163
Position 5514: 0.10262412088954015
Position 1864: 0.09774654044886433
Position 11259: 0.09180361911334939
Position 24569: 0.09083890518883503
Position 3073: 0.07035490326643223
Position 247: 0.047370572153436
Position 1756: 0.03442765091925922
Position 5324: 0.034180573139704684
Position 7144: 0.032824142434983425
Position 2111: 0.0326729813711554
Position 4578: 0.021849753484289903
Position 953: 0.02080539167362574
Position 525: 0.020188111595005564
Position 6605: 0.018748285037090036
Position 586: 0.015411690355287477
Position 11010: 0.014126942226592347
Position 115: 0.012312485090802927
Position 4539: 0.010847799305243575
Position 5601: 0.010597421099743216
Position 10644: 0.009945344583896355
Position 19121: 0.009756992309398315
Position 48: 0.008683266048682487
Position 10659: 0.008663274511297931
Position 5529: 0.00725369470429033
Position 4500: 0.006859244275131526
Position 2861: 0.004716712779776375
Position 127: 0.004479872553323388
Position 5727: 0.004187894166236388
Position 202: 0.0034338580175845928
Position 7267: 0.003282040642135852
Position 1932: 0.0026137189248368513
Position 7004: 0.002566657640929045
Position 651: 0.002241954713495872
Position 676: 0.0014988148601923356
Position 8674: 0.0014871923325399418
Position 3368: 0.0014842762202995259
Position 6317: 0.001138144541379245
Position 237: 0.0010462008791101676
Position 327: 0.000741608832078799
Position 1930: 0.0007284362430044896
Position 1672: 0.0006759889584665664
Position 141: 0.0006707357687151985
Position 6840: 0.0006579602548806511
Position 3943: 0.0006411610302317853
Position 635: 0.000628129396725666
Position 985: 0.0006278617878053196
Position 1184: 0.0005642472599506182
Position 1159: 0.0005369280611952999
Position 7619: 0.0005329063979254871
Position 1105: 0.0004199568360090707
Position 3522: 0.00041933205696938246
