Gene = GIN1
index = 592
Annotated 5SS: [   88 11583 13436 15611 22562 22838 23611]
Annotated 3SS: [11436 13241 15304 22369 22660 23324 31978]
SMsplice 5SS: [   88  1607 11583 13055 13436 15611 22562 22838]
SMsplice 3SS: [ 1549 11485 12903 13301 15304 22369 22660 31978]
top_k =  1000
Partition function (log Z): -0.405242891397795

Sorted 5' Splice Sites (High to Low Probability):
Position 88: 0.9900854330850271
Position 15611: 0.9562935948187459
Position 22562: 0.9556755571159792
Position 11583: 0.9117171115373194
Position 13436: 0.6884705499101549
Position 1607: 0.66176788000057
Position 22838: 0.6240285356788017
Position 13055: 0.6190537448581135
Position 23611: 0.4310502976857394
Position 9307: 0.39774713514212817
Position 32093: 0.388183561042483
Position 22761: 0.3278589242525563
Position 10578: 0.280515879693378
Position 23650: 0.21866636908833298
Position 10674: 0.18875778105530783
Position 15377: 0.1880669453559254
Position 10089: 0.17709689782554885
Position 23412: 0.1600187871137658
Position 17898: 0.1344038369906149
Position 8321: 0.11805326128983777
Position 3702: 0.09589197396733894
Position 30353: 0.09051855029560836
Position 13432: 0.0824465929297052
Position 13803: 0.07638644035215071
Position 11535: 0.05858289656667788
Position 13362: 0.04999339861713171
Position 2030: 0.04714205409258468
Position 21162: 0.04524236094048577
Position 17560: 0.03900211805853718
Position 17502: 0.03591477290280021
Position 16828: 0.03338974942139579
Position 7049: 0.02860041167179335
Position 24951: 0.026903064748773242
Position 12269: 0.023862038094412848
Position 20496: 0.022448114743297977
Position 17823: 0.02202204365732748
Position 17971: 0.020947390499462776
Position 13385: 0.020445709552838715
Position 4815: 0.02015162743385219
Position 15393: 0.01919592344732408
Position 17769: 0.018486470673465955
Position 15737: 0.01825187046836225
Position 15446: 0.01762894424906755
Position 26665: 0.017044267379567567
Position 21167: 0.01614920536952822
Position 19343: 0.012387473350472519
Position 27399: 0.012006323615601965
Position 32610: 0.01190075886473
Position 8823: 0.011394816952942134
Position 916: 0.010909334602718111
Position 26625: 0.010599706617085586
Position 23152: 0.010537872844162318
Position 12384: 0.008977124131191264
Position 14563: 0.008204709409429054
Position 19504: 0.006772091445878654
Position 15404: 0.006588411723301856
Position 14198: 0.005968635738878998
Position 22550: 0.005218875509709066
