Gene = SCNM1
index = 1230
Annotated 5SS: [ 162  500  981 1177 1373 2297]
Annotated 3SS: [ 428  891 1078 1283 2101 2943]
SMsplice 5SS: [ 162  500  981 1177 1373 2297]
SMsplice 3SS: [ 428  891 1078 1283 2151 2943]
top_k =  1000
Partition function (log Z): 10.602187772386753

Sorted 5' Splice Sites (High to Low Probability):
Position 981: 0.9919093954048508
Position 500: 0.9917905353383484
Position 1177: 0.9849443432702761
Position 2297: 0.9842554506577009
Position 1373: 0.6502235696102125
Position 162: 0.5815471530198538
Position 211: 0.3323263091268652
Position 1395: 0.1899682519886685
Position 168: 0.07088002797085416
Position 2978: 0.04488077429313664
Position 751: 0.02216509428117638
Position 2644: 0.017316001601960857
Position 2301: 0.006036302960034056
Position 819: 0.005630047684857953
Position 2602: 0.004655841405905663
Position 2993: 0.004488029345832908
Position 3178: 0.003054664470534551
Position 2876: 0.0029807488242478307
Position 1559: 0.002895404856885646
Position 538: 0.002868204917925026
Position 1195: 0.002218914760196283
Position 2874: 0.002123174556317495
Position 3687: 0.001834541011566906
Position 1775: 0.0012326802071017705
Position 1650: 0.0011871063654260337
Position 255: 0.0011697825602967771
Position 108: 0.0010658465539375665
Position 1577: 0.0009513798708074465
Position 1441: 0.0009271398939993804
Position 2970: 0.0008306144541812072
Position 923: 0.0007713681351879799
Position 2646: 0.0006952354873322506
Position 3082: 0.0005435549296009572
Position 985: 0.0005175647036309066
Position 1657: 0.00045644903335292203
Position 1367: 0.0004451852280971069
Position 4021: 0.00038625221085350925
Position 330: 0.0003428959648677771
Position 2036: 0.0003090022020618185
Position 287: 0.0002842922539823062
Position 2444: 0.0002719389952685761
Position 48: 0.00025800665385543374
Position 1732: 0.00023841926587070327
Position 153: 0.0002156287080649285
Position 794: 0.00018859716996177454
Position 1609: 0.00018173348219174528
Position 1634: 0.00016196261269806473
Position 584: 0.00012940039483077715
Position 789: 0.00012748149316780622
Position 1519: 0.00010226641610774524
Position 305: 9.853122484223815e-05
Position 2494: 8.073029412603831e-05
Position 727: 6.69649043170048e-05
Position 767: 6.492081666660439e-05
Position 1767: 6.187661306416911e-05
Position 2998: 5.731561204103645e-05
Position 2832: 4.678913719498883e-05
Position 778: 4.321804711575815e-05
Position 2568: 4.0025329310763416e-05
Position 290: 3.9066692412783294e-05
Position 2462: 3.838903779396308e-05
Position 628: 3.833077567940693e-05
Position 2572: 2.828581140151695e-05
Position 592: 2.542994985937147e-05
Position 1445: 2.531298670578065e-05
Position 197: 2.2151911003664844e-05
Position 530: 2.2137954884608672e-05
Position 2547: 2.1708010186469614e-05
Position 2314: 2.162757710700165e-05
Position 662: 2.060373058685788e-05
Position 105: 1.8481227115696978e-05
Position 2690: 1.7404255973510496e-05
Position 1846: 1.6696620300845398e-05
Position 2116: 1.4618007525026402e-05
Position 2631: 1.2669792531286873e-05
Position 142: 1.1209907770602434e-05
Position 1865: 1.08193121124842e-05
Position 2777: 1.0426835444378303e-05
Position 2619: 1.0284705390396522e-05
Position 2859: 9.48415092086866e-06
Position 1978: 9.44778306017936e-06
Position 1726: 5.34714280437297e-06
Position 1742: 5.332247827784851e-06
Position 1188: 5.14330732305681e-06
Position 113: 4.854770545214443e-06
Position 61: 3.461136180335135e-06
Position 1199: 3.2778024151479785e-06
Position 2124: 2.4749209321200618e-06
Position 1830: 2.3458901608168398e-06
Position 976: 1.8749140176408714e-06
Position 1197: 1.8746351299445492e-06
Position 957: 1.345592652932288e-06
Position 705: 1.2491380100999262e-06
Position 318: 1.1447899407424826e-06
Position 1433: 7.408274907380609e-07
Position 1667: 7.070656494369602e-07
Position 2673: 6.956842626101079e-07
Position 2558: 6.199581517656604e-07
Position 31: 5.927887804745196e-07
Position 513: 5.597078273717175e-07
Position 2179: 5.357324610552251e-07
Position 285: 4.946408248564366e-07
Position 2154: 3.713225188900346e-07
Position 227: 3.665697546090887e-07
Position 457: 2.6407373016494224e-07
Position 2167: 2.418396618117155e-07
Position 647: 2.0668309366757792e-07
Position 438: 2.0042748629090932e-07
Position 2219: 2.0034428109826604e-07
Position 2538: 1.2168891543783573e-07
Position 2514: 1.1797680972853553e-07
Position 2629: 7.907287240166175e-08
Position 3605: 5.978381243349805e-08
Position 400: 5.849496187489408e-08
Position 1042: 5.132172031434518e-08
Position 1264: 4.513586885298223e-08
Position 2811: 4.442404911524702e-08
Position 1443: 1.0938898103900246e-08
Position 1465: 8.329062090119804e-09
Position 900: 2.7184876631984697e-09
Position 1351: 4.709396573871166e-10
Position 1321: 2.5981713802890854e-10
Position 1532: 3.008541668800468e-11
Position 1659: 1.7837933915399716e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1078: 0.9880181425005669
Position 891: 0.9764617326468923
Position 428: 0.9678091148930669
Position 1283: 0.8158254123638661
Position 2943: 0.6404227988998716
Position 2151: 0.3499599874677126
Position 2082: 0.2607005185616286
Position 2210: 0.21090172654575476
Position 2386: 0.18085446545744815
Position 2101: 0.16887004649435117
Position 2412: 0.07099941946758884
Position 3852: 0.054450353732051364
Position 2780: 0.04021689323950984
Position 577: 0.02771094400885086
Position 328: 0.015372340889739345
Position 3130: 0.01093366029967295
Position 1086: 0.009262029674768158
Position 3227: 0.008716286762250235
Position 1301: 0.00868621236631242
Position 2786: 0.008516557612324144
Position 4137: 0.008511321889608835
Position 716: 0.006648571399872141
Position 3969: 0.005834780486146735
Position 620: 0.005568786407242233
Position 3545: 0.005484926019651513
Position 3820: 0.005239584920460077
Position 2960: 0.005128487824539757
Position 2706: 0.004082684119839015
Position 1319: 0.004074400990809788
Position 3107: 0.0038441724248467046
Position 1333: 0.0036569531170758513
Position 1541: 0.0028089234844946905
Position 3223: 0.0023961772167738057
Position 1351: 0.0023132926965722814
Position 2392: 0.002128658975707378
Position 962: 0.0017456056735020208
Position 3921: 0.0016989645789430923
Position 3385: 0.0015697379575642966
Position 3723: 0.0013490580742533296
Position 2903: 0.0013204039116199917
Position 1985: 0.0012812940044083232
Position 3138: 0.0010895146596584585
Position 2857: 0.0010200470036987289
Position 3177: 0.0009911514076847644
Position 2782: 0.0009685215063279851
Position 3899: 0.000953235162413516
Position 4185: 0.0009018049254997146
Position 2806: 0.0008810775643631211
Position 602: 0.0008481242452434574
Position 2153: 0.000826039321047928
Position 1676: 0.000818220591646303
Position 3388: 0.00078261528324399
Position 2601: 0.0007763373587546895
Position 3465: 0.000724826282588183
Position 3590: 0.0007104837660845034
Position 3882: 0.0007064093717775638
Position 4118: 0.0005934857485076482
Position 3479: 0.0005849137918167968
Position 2485: 0.0005537962010455408
Position 3678: 0.0004899798080772476
Position 2643: 0.0004722123704934369
Position 2550: 0.0004669885793297438
Position 645: 0.0004347754052423777
Position 583: 0.0004133814558661016
Position 812: 0.00036198826272040965
Position 834: 0.00035744324791008497
Position 4165: 0.0003518960224494012
Position 3652: 0.00031464195278116283
Position 751: 0.000280425519356236
Position 2576: 0.00026703293581605117
Position 3247: 0.0002630547747534584
Position 3321: 0.0002346008527058309
Position 2547: 0.00023378601628067206
Position 3854: 0.00022368070797282335
Position 2106: 0.000209366780827165
Position 1941: 0.00019649297866589172
Position 3927: 0.0001939358052084919
Position 3297: 0.00018882480109948247
Position 1321: 0.00016385834290264886
Position 1104: 0.00016150659600292614
Position 4100: 0.00015701214560116388
Position 453: 0.0001562834296882986
Position 3752: 0.00014725844709339864
Position 3410: 0.00013478901534166513
Position 1945: 0.00012571124247835806
Position 1463: 0.00011874990648674934
Position 2251: 0.00010468185224443417
Position 4173: 9.289841607466637e-05
Position 785: 9.004246028766809e-05
Position 1367: 8.55653420971711e-05
Position 1484: 8.228720863920261e-05
Position 260: 7.718690266614915e-05
Position 2167: 7.61781236613334e-05
Position 2174: 7.482839372637984e-05
Position 433: 7.356105376205906e-05
Position 804: 7.258004984426202e-05
Position 3499: 7.242893768357722e-05
Position 4145: 7.206386113039977e-05
Position 1101: 6.880029233096092e-05
Position 1645: 6.690107367732709e-05
Position 2619: 5.864428552577798e-05
Position 3774: 5.7334759499693575e-05
Position 2035: 5.720338306089724e-05
Position 3686: 5.488089021333405e-05
Position 721: 5.4352279375969215e-05
Position 2468: 5.237293847236296e-05
Position 3906: 5.2224071961151285e-05
Position 4002: 5.197796666406529e-05
Position 4069: 5.157630163289757e-05
Position 3365: 5.0094541589981126e-05
Position 3229: 4.9496317857773415e-05
Position 2235: 4.817255610775524e-05
Position 2216: 4.710344721434834e-05
