Gene = EXO1
index = 514
Annotated 5SS: [  174   848  1037  2407  4232  5302  9303 10539 12525 13323 18876 24099
 31164 33838 37328]
Annotated 3SS: [  550   931  2228  4111  5177  9164 10325 12336 13225 18649 23851 30568
 33735 37133 41284]
SMsplice 5SS: [  174  2407  3923  4232  5302  6733  9303 10326 10539 13097 18552 18876
 30694 37328]
SMsplice 3SS: [ 2228  3772  4111  5177  6657  9164 10221 10449 12989 18404 18649 30568
 37133 41284]
top_k =  1000
Partition function (log Z): 1.1556246777809247

Sorted 5' Splice Sites (High to Low Probability):
Position 4232: 0.9563854134210045
Position 10539: 0.951429511548123
Position 13097: 0.9465138301407896
Position 5302: 0.8771268679103573
Position 2407: 0.8404177483840705
Position 9303: 0.8025894535638625
Position 18876: 0.6644723771746334
Position 18552: 0.6525946160242629
Position 3923: 0.6111948367433897
Position 174: 0.6020009580542152
Position 24099: 0.5487017423574371
Position 13323: 0.5282041785866116
Position 6733: 0.44133116816121065
Position 848: 0.4381389294594162
Position 21030: 0.38229805740587447
Position 10326: 0.35504534308637986
Position 12525: 0.31574802118976797
Position 3958: 0.3044168505294671
Position 18753: 0.2778352112516619
Position 6835: 0.2698036569096397
Position 16326: 0.21184035741895718
Position 23974: 0.15923873467785055
Position 206: 0.15772857478732794
Position 12547: 0.12496942861170507
Position 1712: 0.12399781010602973
Position 1037: 0.12279580427708908
Position 14851: 0.11133327248283008
Position 6602: 0.10934201039219986
Position 2321: 0.10085998383546087
Position 5293: 0.08662340276605016
Position 9442: 0.08224609908869929
Position 4461: 0.07685321361091708
Position 11790: 0.07566406362700753
Position 487: 0.07548216267427346
Position 24296: 0.07095685746645289
Position 7795: 0.070302065013211
Position 4949: 0.06474987334680384
Position 9565: 0.0632451131882433
Position 10298: 0.0620906208769514
Position 377: 0.049363794599392
Position 93: 0.04899572236558491
Position 7366: 0.04765096778855845
Position 3214: 0.04048624494745353
Position 15914: 0.038240492861866274
Position 5500: 0.03766219867508532
Position 21: 0.03460862053032508
Position 5889: 0.03181518932170935
Position 2391: 0.03030021768455147
Position 2528: 0.02956988087299367
Position 18498: 0.029538713216381792
Position 16023: 0.026109056006197506
Position 7590: 0.024385303199703435
Position 15174: 0.023816416118249056
Position 3524: 0.022862658246619347
Position 6265: 0.020882265739528116
Position 12790: 0.019986253635545324
Position 6944: 0.019265345254413424
Position 13854: 0.018480199550471713
Position 6926: 0.017671938288954466
Position 10908: 0.016441036218108752
Position 4275: 0.014894273205419837
Position 9683: 0.013338700365348398
Position 338: 0.0126574696007327
Position 12776: 0.012631350370578828
Position 9688: 0.012373948492502819
Position 13497: 0.01228945322801637
Position 14092: 0.011746628268457262
Position 3247: 0.011560536206136639
Position 24884: 0.01051079751839989
