Gene = L1TD1
index = 756
Annotated 5SS: [   91  1698 12806]
Annotated 3SS: [ 1603 11687 14951]
SMsplice 5SS: [   91  1698 12806]
SMsplice 3SS: [ 1603 12680 14951]
top_k =  1000
Partition function (log Z): -6.828752466158969

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9840307964949851
Position 12806: 0.6134796515529486
Position 91: 0.26156767516458207
Position 171: 0.23632598021939474
Position 15417: 0.22360202280255823
Position 131: 0.14692040641564788
Position 2041: 0.10651739826866609
Position 371: 0.10145137346149474
Position 386: 0.09957350414470341
Position 211: 0.07087235579037511
Position 251: 0.040055081009391355
Position 16708: 0.03630164581641648
Position 426: 0.025575854702682546
Position 6241: 0.019254326879582798
Position 13515: 0.01625925520309963
Position 445: 0.013568981394669201
Position 15212: 0.012501101253870878
Position 1737: 0.010573648945418814
Position 291: 0.010246725432228683
Position 8727: 0.00927495281270464
Position 2269: 0.007951725575929752
Position 5620: 0.006152306652518756
Position 2817: 0.005479980001419481
Position 9851: 0.004848478328062803
Position 13961: 0.004705828606988287
Position 1065: 0.004556684332834168
Position 13157: 0.004413844584310705
Position 14670: 0.004321585705384063
Position 2867: 0.003954208333448647
Position 12065: 0.0030963726879643435
Position 9175: 0.0027955015387663065
Position 1997: 0.0026312261762002956
Position 2070: 0.0026113558530051796
Position 1668: 0.0026103412872508975
Position 11915: 0.002577773538581595
Position 1721: 0.0025744972174561514
Position 6841: 0.0023068031389426895
Position 13926: 0.0022643291317683894
Position 2835: 0.00210076063942404
Position 3524: 0.002024434844936661
Position 13364: 0.0016538577162611451
Position 9451: 0.0016192685925604153
Position 13178: 0.0015628838262663083
Position 402: 0.0014955546142007778
Position 430: 0.001491417520425654
Position 3740: 0.0010916691991700095
Position 12977: 0.001061791367528693
Position 3589: 0.0009328258933209147
Position 5223: 0.0009288038575556045
Position 6706: 0.0009067851215969743
Position 5269: 0.0008987520660085452
Position 4936: 0.0008110389257853684
Position 11807: 0.0007451485972261806
Position 390: 0.0004779740519705035
Position 1477: 0.0004709476877566555
Position 310: 0.00044251649736764105
Position 106: 0.0003396074592242466
Position 155: 0.0002527834892883042
Position 995: 0.00023938425103936452
Position 195: 0.00020537365504873508
Position 5862: 0.0001618072830663873
Position 710: 0.0001614284705843366
Position 315: 0.0001232977023060523
Position 1148: 0.00011160913485344451
Position 1479: 0.00011031613016624301
Position 600: 9.159291440843099e-05
Position 5959: 8.529642389553042e-05
Position 5844: 8.24887318261708e-05
Position 1513: 7.689146991004796e-05
Position 1423: 6.763337974305279e-05
Position 235: 5.786384500047964e-05
Position 275: 5.653287400628564e-05
Position 562: 5.565418456612577e-05
Position 3406: 5.384900197061714e-05
Position 1702: 3.271134730938201e-05
Position 3029: 2.6109662630284485e-05
Position 150: 2.517207612107547e-05
Position 1256: 2.1623353672222567e-05
Position 5254: 2.104073485525834e-05
Position 322: 2.0102808413679462e-05
Position 1889: 1.8745807413978224e-05
Position 497: 1.714392108095983e-05
Position 190: 1.5825511651059803e-05
Position 5645: 1.567072706986448e-05
Position 362: 1.464756464900078e-05
Position 3172: 1.3177354192866516e-05
Position 2024: 1.2310324875129081e-05
Position 751: 9.990665607627875e-06
Position 3569: 7.986640900287239e-06
Position 2342: 7.607413596214126e-06
Position 3483: 7.31639668789324e-06
Position 2237: 6.969685922183525e-06
Position 5285: 6.4898231827439555e-06
Position 6646: 6.4207861271432085e-06
Position 1543: 5.793281811170879e-06
Position 798: 5.260536531593847e-06
Position 6334: 3.952667960137172e-06
Position 1705: 3.9238509938772045e-06
Position 2279: 3.38106117575046e-06
Position 1857: 3.080010767880392e-06
Position 2498: 1.735756898058679e-06
Position 2539: 1.4816276264759791e-06
Position 2104: 7.91370484341371e-07
Position 1710: 3.4793853424212247e-07
Position 1743: 2.1107879940180243e-07
Position 202: 1.994360242095606e-07
Position 1741: 7.204207339261948e-08
Position 603: 6.291096270911863e-08
Position 1943: 6.071666155956937e-08
Position 1649: 4.862855946308359e-08
Position 220: 3.7321494963492367e-08
Position 857: 2.3345325632655148e-08
Position 340: 2.3291250863701434e-08
Position 242: 2.2909400630383385e-08
Position 586: 2.152060257118602e-08
Position 50: 1.8217504262273305e-08
Position 785: 1.0139548968306044e-08
Position 19: 8.915232409213785e-09
Position 782: 3.1981655678004492e-09
Position 62: 1.1986561536844652e-09
Position 122: 1.148958146036547e-09
Position 570: 8.947761643004115e-10
Position 260: 8.435484623762898e-10
Position 300: 7.522373257424452e-10
Position 270: 6.497906807664896e-10
Position 1201: 6.200812912953472e-10
Position 434: 4.789335355919275e-10
Position 230: 4.383472815398377e-10
Position 26: 2.022450371198112e-10
Position 1142: 1.6634810537348478e-10
Position 458: 1.2294646986844071e-11
Position 65: 1.6754310542767868e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1603: 0.9530627650064087
Position 14951: 0.618888978954962
Position 12680: 0.6137214452775822
Position 16582: 0.2644944906989022
Position 15363: 0.13839964796483176
Position 1806: 0.0879667790251599
Position 13267: 0.05601160729673789
Position 15687: 0.04794011931434686
Position 1781: 0.022193851934386725
Position 16886: 0.01988652234110398
Position 6118: 0.018830118063180808
Position 16821: 0.01641512347531249
Position 11687: 0.014709863220376289
Position 12926: 0.01444887385166903
Position 12901: 0.012985696021403034
Position 1529: 0.012505130151852744
Position 8615: 0.011664474305521607
Position 15524: 0.010867630050436158
Position 1410: 0.01041613668908198
Position 282: 0.009747801029018031
Position 6146: 0.007594974547530592
Position 5390: 0.00732758119467866
Position 2759: 0.007174058717707161
Position 9757: 0.007026654236777415
Position 13743: 0.006674056014883205
Position 1493: 0.006622792451391386
Position 2713: 0.006548572589241323
Position 15027: 0.00570748783952944
Position 1441: 0.005566973247881
Position 14598: 0.005226346477631381
Position 6779: 0.0051509500224096415
Position 1297: 0.004849227376519926
Position 9956: 0.004747298685854992
Position 16059: 0.004244393463288605
Position 7869: 0.004009379359062935
Position 959: 0.0037293562091575434
Position 14238: 0.0036761792300815293
Position 15864: 0.0036044374060471658
Position 2138: 0.003477170176660521
Position 16134: 0.0034616934574659957
Position 1353: 0.002916678553277126
Position 13832: 0.0028766329443802945
Position 1943: 0.002811188521846434
Position 5195: 0.0028044159026465168
Position 2161: 0.0027425751149683848
Position 1946: 0.0026507693851093926
Position 13423: 0.0025005936724781844
Position 9338: 0.002281509825097067
Position 1542: 0.0021121229909353855
Position 13314: 0.0019516727013118716
Position 16246: 0.0018542957743115122
Position 255: 0.0017226702106255317
Position 15711: 0.0014121289936219667
Position 6499: 0.0014115756623811126
Position 3371: 0.001376333594380576
Position 7774: 0.001353737445936772
Position 15030: 0.0013101674109148075
Position 5766: 0.001221828188652446
Position 1787: 0.0012123563474072247
Position 15623: 0.001212305070512038
Position 7898: 0.0011436759577350994
Position 11817: 0.0011255196554138985
Position 2178: 0.0011053975340514473
Position 9079: 0.0009310022948872071
Position 15741: 0.0009127489926090142
Position 9076: 0.0009020777327925023
Position 3275: 0.0008905697850398834
Position 5911: 0.0008661717753666499
Position 12907: 0.0008009660401811659
Position 3659: 0.0007972479468872442
Position 7732: 0.0007478211837338805
Position 4783: 0.0006927652681776582
Position 8936: 0.0006642640865079071
Position 8611: 0.000611766388867278
Position 1611: 0.0005701871485754978
Position 10040: 0.0005320836110250082
Position 1971: 0.0005121409128959246
Position 1464: 0.00048588073959177015
Position 6964: 0.0004782410842510718
Position 14637: 0.00047223365567934753
Position 11368: 0.00045975619447074763
Position 10250: 0.0004335472655132046
Position 4744: 0.0004191732899124079
Position 7770: 0.00040039048517359307
Position 295: 0.0003980144718710728
Position 9481: 0.000391688938304266
Position 3396: 0.00034323454550547796
Position 12976: 0.00033659077462117466
Position 3388: 0.000327039535935197
Position 4254: 0.00031313312451408616
Position 5521: 0.0003063336966277698
Position 4418: 0.00030383007539669594
Position 3349: 0.00029990427182252405
Position 1374: 0.00029508413524536616
Position 9105: 0.0002929484038460822
Position 12875: 0.0002847998582370729
Position 2114: 0.00028125628256032395
Position 13116: 0.00027841543069391706
Position 8347: 0.0002780780611922063
Position 1617: 0.0002777593089650084
Position 9015: 0.00027230295128551047
Position 9783: 0.0002412306808739824
Position 2227: 0.00023547805787646904
Position 10695: 0.0002261366790167173
Position 265: 0.00021950137012529772
Position 7530: 0.00021590256200547798
Position 11758: 0.00019849313698343908
Position 5524: 0.0001983396075438678
Position 6579: 0.0001943269072640933
Position 1328: 0.00019100119498660393
Position 1662: 0.00016704919479689216
Position 11085: 0.00016546297576486968
Position 11722: 0.0001616989562167326
Position 4031: 0.00015018998975432126
Position 1508: 0.00014739616937582196
Position 8509: 0.00014091295689961123
Position 674: 0.00013922072825805354
Position 7865: 0.0001383443058290875
Position 1622: 0.0001380620972245913
Position 11400: 0.0001374853255794643
Position 7588: 0.00013259099653911436
Position 8768: 0.00013198926840160487
Position 1996: 0.00013003654744938168
Position 1649: 0.00012823304973227735
Position 6479: 0.00012560000753739276
Position 10784: 0.00012545093649772292
Position 215: 0.00011986167255441858
Position 7221: 0.00011345575494666014
Position 11703: 0.00011157959249524759
Position 3633: 0.00010958438646379315
Position 1371: 0.00010695040623740432
Position 6799: 0.0001046017174359767
Position 7068: 0.00010018114750832998
Position 8572: 9.93421185254661e-05
Position 10995: 9.456648685953991e-05
Position 5781: 9.189869748126494e-05
Position 3630: 8.952775334365811e-05
Position 2175: 8.941336045026633e-05
Position 11239: 8.843245166916654e-05
Position 1948: 8.639514985916626e-05
Position 8678: 8.578608220307873e-05
Position 291: 7.820410740554629e-05
Position 335: 7.618142985217224e-05
Position 5365: 6.971132011903741e-05
Position 9157: 6.756273178657192e-05
Position 3668: 6.711002873254457e-05
Position 9433: 6.58921546655388e-05
Position 2024: 6.582110103712733e-05
Position 3716: 6.568439101420801e-05
Position 2774: 6.336048294686792e-05
Position 10272: 6.041407152048048e-05
Position 4553: 5.565517522974989e-05
Position 2689: 5.514763928165444e-05
Position 9988: 5.4518414753759585e-05
Position 4125: 5.170176274486278e-05
Position 2681: 4.571167058973688e-05
Position 9642: 4.347091088029369e-05
Position 2148: 4.135328710913264e-05
Position 6279: 3.8170157045877356e-05
Position 4051: 3.6826603437763194e-05
Position 320: 3.556713814788114e-05
Position 8640: 3.546334994133075e-05
Position 6282: 3.396718504217521e-05
Position 2306: 3.244386437751522e-05
Position 9213: 3.1603961673205514e-05
Position 5865: 3.149873937206587e-05
Position 7831: 3.0511214392724e-05
Position 1880: 2.9611547949166497e-05
Position 5299: 2.918989773422563e-05
Position 892: 2.7627314614342396e-05
Position 3970: 2.5261788997332618e-05
Position 3874: 2.5009961550622603e-05
Position 976: 2.163283760137977e-05
Position 931: 2.0858444895257735e-05
Position 7078: 2.0545508444625135e-05
Position 6934: 2.0530419818882245e-05
Position 5697: 2.050315423086818e-05
Position 6570: 1.9331003852145513e-05
Position 225: 1.7354239298001455e-05
Position 3017: 1.658462492815211e-05
Position 3721: 1.600522644248749e-05
Position 5447: 1.5719341103021073e-05
Position 410: 1.5679942394443427e-05
Position 305: 1.5542385562618736e-05
Position 6124: 1.5023365907676656e-05
Position 6193: 1.4466072651768177e-05
Position 5051: 1.4152103040919033e-05
Position 7122: 1.3678292534798074e-05
Position 175: 1.288854326995444e-05
Position 6361: 1.277047915460672e-05
Position 375: 1.2693314567047586e-05
Position 4996: 1.2500297699134877e-05
Position 3946: 1.1946986205606256e-05
Position 807: 1.0844534873219766e-05
Position 2739: 9.850318789390428e-06
Position 3846: 9.340180034996099e-06
Position 2236: 8.916623458125111e-06
Position 6333: 8.47902703250379e-06
Position 3162: 8.302389920271887e-06
Position 856: 7.869281171371905e-06
Position 345: 6.579115410060132e-06
Position 3442: 6.289163201630913e-06
Position 2794: 5.745641649836778e-06
Position 1667: 5.204666392138489e-06
Position 2634: 5.0606308728013165e-06
Position 3051: 4.834422253384307e-06
Position 4935: 4.797626115759501e-06
Position 308: 4.4523371090869475e-06
Position 854: 4.267324608415511e-06
Position 4370: 4.239446678291722e-06
Position 2691: 3.828733100964874e-06
Position 850: 3.4466955149225332e-06
Position 3566: 3.0671998895783973e-06
Position 686: 2.68561902874716e-06
