Gene = INSL4
index = 702
Annotated 5SS: [301]
Annotated 3SS: [2234]
SMsplice 5SS: [ 301 2277]
SMsplice 3SS: [2234 3350]
top_k =  1000
Partition function (log Z): -7.121936138783758

Sorted 5' Splice Sites (High to Low Probability):
Position 301: 0.8299080659926173
Position 2277: 0.6051628360024249
Position 625: 0.37715258074608377
Position 3056: 0.19892012293686678
Position 598: 0.09328828938530219
Position 2417: 0.06663769273397194
Position 675: 0.04252663077632996
Position 3079: 0.03781424640911218
Position 1204: 0.03505555528738441
Position 37: 0.03040144218414884
Position 1775: 0.027438199177940725
Position 741: 0.02740736730487944
Position 3047: 0.01111412764701315
Position 98: 0.010877093572335359
Position 736: 0.008222099281995313
Position 1969: 0.006943911177952232
Position 2451: 0.004158084299817144
Position 2070: 0.004023858567777494
Position 1070: 0.0039649549062521555
Position 1964: 0.00354249425655672
Position 630: 0.0027321482574578578
Position 2463: 0.002107099138050067
Position 2458: 0.0020480900509877438
Position 3594: 0.0017273137939776157
Position 2441: 0.0014691358141909875
Position 411: 0.0009512061123414498
Position 3218: 0.0009161622974210699
Position 823: 0.0008529721692214905
Position 122: 0.0007096151569530178
Position 428: 0.0006716776487542068
Position 536: 0.000647171256125581
Position 1196: 0.000580929036487239
Position 2141: 0.0004590111307451109
Position 2382: 0.0004221721520995712
Position 1401: 0.00036083650902365457
Position 3015: 0.00035998960057222385
Position 92: 0.0003383988131042586
Position 3501: 0.000329848610129147
Position 2973: 0.00026287280998970827
Position 2409: 0.00023968895636807203
Position 1820: 0.00020355469662373748
Position 569: 0.00018004285120364646
Position 1658: 0.00015241456107448613
Position 2329: 0.00014715122001176536
Position 481: 0.00014214454350433025
Position 196: 0.00012079049280707579
Position 1926: 0.00011821681920655716
Position 54: 0.00010344875090784475
Position 2811: 0.00010288647132290847
Position 272: 0.00010258956763180648
Position 2412: 0.00010009838180972348
Position 1292: 9.728420442310207e-05
Position 1464: 8.569305707930756e-05
Position 433: 8.087070806746218e-05
Position 2754: 6.103279168836229e-05
Position 373: 4.9036439349828175e-05
Position 1251: 4.8857158159070635e-05
Position 3383: 3.977286573917448e-05
Position 199: 3.764446279227094e-05
Position 116: 3.6327388338858974e-05
Position 1362: 3.238472324303907e-05
Position 677: 3.214809339337544e-05
Position 2828: 2.563693029371991e-05
Position 3590: 2.0585761785485736e-05
Position 1727: 2.0278135736205815e-05
Position 807: 1.956850957087489e-05
Position 976: 1.8368712792895618e-05
Position 376: 1.7599360785428943e-05
Position 632: 1.4161505527073475e-05
Position 1451: 1.4139749481965091e-05
Position 979: 1.3794985084641947e-05
Position 418: 1.2545716016505126e-05
Position 812: 1.2362239895020884e-05
Position 1013: 9.74228519648137e-06
Position 394: 8.632852752277496e-06
Position 450: 4.991203168805943e-06
Position 474: 4.648342118397833e-06
Position 32: 9.657628825341019e-07
Position 401: 2.980404181153848e-07
Position 415: 2.2587363352783702e-07
Position 292: 1.4865735027769814e-07
Position 224: 4.493953750003832e-08
Position 2424: 4.485448802011811e-08
Position 2499: 4.174211045008794e-08
Position 2388: 6.386466284799874e-09
Position 3031: 6.199633891964211e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2234: 0.8876352580807798
Position 3350: 0.6942506756192368
Position 448: 0.3781801361157305
Position 2965: 0.30325198911508094
Position 979: 0.023728714112812667
Position 555: 0.023046759590322544
Position 1658: 0.01949547251349558
Position 459: 0.014436579077002047
Position 2968: 0.009372593116538716
Position 1867: 0.007721514439485751
Position 267: 0.007179618755926374
Position 1701: 0.007037893580335074
Position 621: 0.004551414318809698
Position 940: 0.004235652698140076
Position 872: 0.00400416536108612
Position 3137: 0.0037311226381133667
Position 3442: 0.003689964104662296
Position 1139: 0.0033987640787721696
Position 1772: 0.0026778613613222847
Position 3382: 0.002646541516287509
Position 3008: 0.0025659107375614735
Position 618: 0.0023935465484743955
Position 3456: 0.002001554767558261
Position 474: 0.0018728412487492689
Position 1909: 0.0018114271836147432
Position 135: 0.0017462177850712487
Position 1790: 0.001643683323439263
Position 1533: 0.0016190831770428527
Position 2312: 0.001566145245404599
Position 2711: 0.001249420379991641
Position 3151: 0.0012387770692885941
Position 559: 0.0011903665570516966
Position 3844: 0.0011666852304575588
Position 2156: 0.0008675676448130543
Position 3741: 0.0008674526224056326
Position 1291: 0.0008660492024284863
Position 3077: 0.0008360107456224168
Position 1143: 0.0008062792414334114
Position 3652: 0.0008042695354254175
Position 649: 0.0007875552157892134
Position 3504: 0.0007717216854600986
Position 2046: 0.0007436710181299309
Position 2377: 0.0007211101011773283
Position 3316: 0.000644028833759121
Position 1115: 0.0006431700159495293
Position 2936: 0.0005962760865771282
Position 3622: 0.0005739120610342612
Position 1798: 0.0005238899548835322
Position 2552: 0.000472221734303258
Position 1075: 0.0003939211628383258
Position 2461: 0.00039108420458696823
Position 376: 0.00032532152584616636
Position 1098: 0.00031909697038625556
Position 3857: 0.0003138819538938147
Position 3533: 0.00030688361694610345
Position 1361: 0.0003000018819034377
Position 3215: 0.00026997144410020093
Position 248: 0.00023943012817836918
Position 2261: 0.00023525392333580708
Position 3403: 0.00022276457343087762
Position 3745: 0.00020712825448085883
Position 3664: 0.00020565329018912965
Position 2094: 0.00018004501547111664
Position 498: 0.0001792364630275717
Position 1942: 0.00017921911024187633
Position 3810: 0.00017823609943371996
Position 2893: 0.00015194125599464608
Position 2417: 0.00014859040697857897
Position 2747: 0.00014024115624400465
Position 2607: 0.00013285177286336935
Position 1389: 0.00011453373476584269
Position 1840: 0.00011329375616353684
Position 484: 0.00011004372001710805
Position 917: 0.00010626305760915719
Position 2341: 9.293160751122338e-05
Position 1565: 8.947370846655501e-05
Position 401: 8.93872157354251e-05
Position 507: 8.758392598927886e-05
Position 166: 8.514791158796259e-05
Position 510: 8.142737421364094e-05
Position 2458: 7.243260740302703e-05
Position 1451: 7.109726963843395e-05
Position 528: 6.985266846407337e-05
Position 2441: 6.771069680890174e-05
Position 1373: 6.749517733193657e-05
Position 581: 5.80750134483616e-05
Position 1150: 5.4284352283264616e-05
Position 2353: 5.35466098509891e-05
Position 1974: 4.930925363226841e-05
Position 2382: 4.619831405430446e-05
Position 1537: 4.5155225661915156e-05
Position 785: 4.42113290098905e-05
Position 641: 4.407097563273157e-05
Position 3726: 3.584093351863723e-05
Position 1085: 3.581793295953216e-05
Position 654: 3.2766689095818924e-05
Position 2133: 2.9283768600465104e-05
Position 245: 2.7877074885282404e-05
Position 1124: 2.495389398598612e-05
Position 172: 2.2765444297371273e-05
Position 718: 2.0664697089626573e-05
Position 3806: 1.906350016485574e-05
Position 3330: 1.8996144436409612e-05
Position 300: 1.8515288628949115e-05
Position 592: 1.7711567634053565e-05
Position 674: 1.7178744156464186e-05
Position 703: 1.7068870940534796e-05
Position 567: 1.645010112591735e-05
Position 270: 1.4968824425565794e-05
Position 1715: 1.0321739909208354e-05
Position 811: 1.00287428175795e-05
Position 2622: 8.379788887505252e-06
Position 515: 7.811868503106887e-06
Position 721: 6.811390628757379e-06
Position 486: 6.793994625175132e-06
Position 561: 6.371112639288967e-06
Position 492: 5.708949431373538e-06
Position 2314: 1.5027984488644684e-06
Position 103: 9.812434006116873e-07
Position 168: 8.414702677928077e-07
Position 624: 5.639633067816202e-07
Position 942: 4.985250755219142e-07
Position 411: 4.4250829383938425e-07
Position 1508: 4.395944836074493e-07
Position 489: 4.2581149500690617e-07
Position 349: 3.7871877581392523e-07
Position 597: 3.783269027992072e-07
Position 1173: 3.649519522192054e-07
Position 385: 2.6966489448466713e-07
Position 725: 2.4854363508827775e-07
Position 1609: 2.408629928653259e-07
Position 990: 2.3723078048609507e-07
Position 833: 2.3665776067095044e-07
Position 1029: 2.3379107856555333e-07
Position 329: 2.1761335143571855e-07
Position 3420: 2.0787055687028202e-07
Position 154: 1.3476159583405393e-07
Position 183: 8.327443639980956e-08
Position 690: 7.970599055605923e-08
Position 112: 5.2951680628694244e-08
Position 180: 5.294546851019791e-08
Position 594: 3.9184513090750094e-08
Position 356: 3.024592535295594e-08
Position 177: 2.1919500794522264e-08
Position 880: 1.5438420749723153e-08
