Gene = RP11-330H6.5
index = 1168
Annotated 5SS: [  64  321 1271 1530]
Annotated 3SS: [ 194 1119 1407 6877]
SMsplice 5SS: [  64  321 1271 1530]
SMsplice 3SS: [ 194 1119 1407 1988]
top_k =  1000
Partition function (log Z): -3.502086837782376

Sorted 5' Splice Sites (High to Low Probability):
Position 1530: 0.9255580468322506
Position 321: 0.9189618623934386
Position 64: 0.9051666165415937
Position 1271: 0.727233187467121
Position 2134: 0.35031282953604065
Position 2734: 0.2783274189471503
Position 1772: 0.1755344827116524
Position 2494: 0.17467466308677243
Position 2712: 0.15759731076039502
Position 572: 0.1383237198251089
Position 2259: 0.1305354120131643
Position 1850: 0.11876844462494433
Position 831: 0.11537249446043861
Position 6978: 0.1063677981628957
Position 8210: 0.08506186900955125
Position 886: 0.06989946328750267
Position 818: 0.06209036916931278
Position 161: 0.05999879984728176
Position 2040: 0.0427404177916684
Position 3436: 0.03814573836270898
Position 8664: 0.030564461484498928
Position 1267: 0.027030705122689614
Position 6954: 0.025335826947064283
Position 5664: 0.024135241599253388
Position 1900: 0.015138317242973367
Position 68: 0.011593396074308957
Position 3066: 0.008884309839999216
Position 580: 0.005720621837000044
Position 9143: 0.005302031804126733
Position 1894: 0.0042010314507514405
Position 4242: 0.004128668733098415
Position 5073: 0.003799222430863257
Position 3444: 0.0037368499712037047
Position 195: 0.0031753656837481517
Position 303: 0.0031078477440235307
Position 325: 0.0030116385358966
Position 4327: 0.0022868898899720326
Position 7442: 0.0022620890955566057
Position 834: 0.0015952421516742502
Position 391: 0.0014423413721780212
Position 3440: 0.0013206289031256824
Position 872: 0.001294059191736329
Position 7001: 0.0011789867469769676
Position 2189: 0.0010748038303889872
Position 6324: 0.0010001107766557022
Position 1009: 0.0008897600367668314
Position 926: 0.0008761306623357633
Position 2180: 0.000682756630683431
Position 1195: 0.0006677201572059287
Position 3867: 0.0006672751235702641
Position 1721: 0.0005573799650569685
Position 2352: 0.0004992989835565652
Position 383: 0.00039676648447435457
Position 2489: 0.00037993844627149596
Position 1309: 0.00037374093235189985
Position 1263: 0.0003700956759856566
Position 2369: 0.0003206154610973131
Position 3957: 0.0002403105311786915
Position 3529: 0.0002103280876360067
Position 2367: 0.00020698622038360244
Position 2406: 0.00020016900455772148
Position 465: 0.00016049826909121152
Position 2293: 0.0001568392398293145
Position 2356: 0.00014311797346102078
Position 657: 0.0001277843738626872
Position 1585: 0.0001221100922515846
Position 446: 0.00012038851830445826
Position 103: 0.00010961916233841301
Position 676: 0.00010642633486063186
Position 1359: 0.00010139402943747005
Position 1937: 6.256696614224552e-05
Position 422: 5.5086242741462375e-05
Position 708: 5.117117015217827e-05
Position 1702: 4.9071172254615355e-05
Position 863: 4.165696397489739e-05
Position 1324: 3.674189244993671e-05
Position 1430: 3.2990850511001654e-05
Position 2320: 3.080901227866343e-05
Position 2832: 3.014610028617685e-05
Position 2246: 2.164085199566526e-05
Position 1907: 2.0839398735628427e-05
Position 2498: 2.0786189862079824e-05
Position 518: 2.0296769554274617e-05
Position 1153: 1.788649515846638e-05
Position 540: 1.72852968219241e-05
Position 452: 1.5733632247600252e-05
Position 1494: 1.4996044763215109e-05
Position 1790: 1.4456295897811204e-05
Position 127: 1.2764399754582904e-05
Position 1715: 1.2493223038368767e-05
Position 1735: 9.057261829815531e-06
Position 1088: 7.667658876247898e-06
Position 1740: 5.16114642684407e-06
Position 623: 4.84891993688133e-06
Position 725: 3.6608844766572353e-06
Position 2358: 3.2906375520111035e-06
Position 1598: 2.531391438957453e-06
Position 532: 1.3917147389000818e-06
Position 520: 1.2367757424240203e-06
Position 1351: 1.0423925352399516e-06
Position 400: 1.0292414103130258e-06
Position 534: 7.33221599591292e-07
Position 426: 3.797740147119173e-07
Position 211: 2.653898209805011e-07
Position 117: 1.1173433816936278e-07
Position 547: 9.921378929466305e-08
Position 440: 5.251943230859068e-08
Position 213: 2.102631725093427e-08
Position 693: 8.363304140154078e-09
Position 673: 9.492549082495393e-11
Position 1174: 6.524097314077523e-11
Position 892: 5.862061797644563e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1407: 0.9212634620236148
Position 194: 0.8485343634623285
Position 1988: 0.6675570474772582
Position 2659: 0.4921090496538725
Position 1119: 0.4919025638663336
Position 6877: 0.41602944440358797
Position 1647: 0.31009204648031635
Position 702: 0.2688125035681153
Position 8446: 0.21677463775551797
Position 2365: 0.10510956515466922
Position 1162: 0.0989547563629417
Position 8071: 0.09519905699986796
Position 7536: 0.09318693620568677
Position 1122: 0.08876318148277161
Position 554: 0.0773166247960395
Position 260: 0.07174822358694274
Position 2241: 0.056010176502216895
