Gene = LEMD1
index = 780
Annotated 5SS: [   65  1600  2825  5823 37767]
Annotated 3SS: [ 1479  2701  5757 37689 40197]
SMsplice 5SS: [   65  1600  2825 24571 37767]
SMsplice 3SS: [ 1479  2701 24470 37689 40197]
top_k =  1000
Partition function (log Z): -20.876554287119546

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9563786091533616
Position 2825: 0.9483590700393568
Position 1600: 0.8396137468262301
Position 3128: 0.34668745878116447
Position 11682: 0.15677748453641963
Position 5823: 0.10690381269311743
Position 286: 0.10027865252904736
Position 1609: 0.09494483659685123
Position 1381: 0.0815883865580702
Position 15888: 0.06001797116291585
Position 2213: 0.03115113578964308
Position 1999: 0.02733277374749916
Position 14675: 0.025755152693344954
Position 1744: 0.02140079581507227
Position 2556: 0.010338643931459753
Position 2598: 0.010314157240935986
Position 1242: 0.008067259163712684
Position 715: 0.007393981993593917
Position 400: 0.007313713708833507
Position 2412: 0.005915117541063599
Position 818: 0.0055413486972101245
Position 1546: 0.004943884809857401
Position 259: 0.00460182120216911
Position 471: 0.0038653832578092067
Position 6274: 0.003722974317139482
Position 1604: 0.003055668758730482
Position 2514: 0.002895197419437528
Position 1955: 0.002572936922765277
Position 2358: 0.00234043206057889
Position 353: 0.002150527221690682
Position 1862: 0.0019272614346960446
Position 2096: 0.001586534588659135
Position 754: 0.0013457667874071492
Position 8885: 0.0012904102572932272
Position 1439: 0.0012409258924348174
Position 728: 0.00104617992095466
Position 178: 0.0009203495036006022
Position 21: 0.0007486604088800843
Position 118: 0.0007319848099151285
Position 758: 0.0006203633039126275
Position 4097: 0.0005393402146766417
Position 676: 0.0005193685112421453
Position 1643: 0.00046558490397644194
Position 196: 0.0004341664031283733
Position 2840: 0.00041648438279500165
Position 6169: 0.0004157539083893156
Position 1239: 0.0004081200753382336
Position 69: 0.0003640969754719841
Position 5359: 0.00033968031891368623
Position 451: 0.0003332419576484055
Position 57: 0.0003009104350361916
Position 6472: 0.0002769791104566062
Position 1178: 0.00026396085933531296
Position 4717: 0.0002294508773708814
