Gene = PRELID1
index = 1070
Annotated 5SS: [ 304 1077 2211 2403]
Annotated 3SS: [ 850 2096 2323 2647]
SMsplice 5SS: [ 304 1077 2211 2403]
SMsplice 3SS: [ 850 2096 2323 2680]
top_k =  1000
Partition function (log Z): -5.799996545474495

Sorted 5' Splice Sites (High to Low Probability):
Position 2211: 0.8263010722547641
Position 1077: 0.712066961291251
Position 2403: 0.6911471001855626
Position 304: 0.6698849508238256
Position 80: 0.1705674641374147
Position 2415: 0.10322598530704145
Position 412: 0.0878817718780318
Position 657: 0.08674126897675113
Position 992: 0.04378675428793866
Position 115: 0.033003726714530696
Position 452: 0.028491189444244485
Position 364: 0.026313482434557278
Position 286: 0.01891377760100762
Position 2473: 0.016820258851994088
Position 465: 0.016363095255852313
Position 3067: 0.010778130565341222
Position 501: 0.006477252366214855
Position 1968: 0.006391171184061295
Position 88: 0.006151649081135108
Position 888: 0.005936610916082983
Position 311: 0.005409143590876615
Position 2787: 0.005230458242419956
Position 215: 0.004978495357332666
Position 375: 0.003463486068970212
Position 2793: 0.003445211876542134
Position 117: 0.001783582576026631
Position 523: 0.0013457320492053118
Position 220: 0.000979679906427936
Position 186: 0.0009586890820106917
Position 1194: 0.0009313907101856198
Position 741: 0.0008019388144963124
Position 1478: 0.0006831872124076862
Position 1306: 0.0005265413575168914
Position 3045: 0.0004748093427663298
Position 85: 0.0004139923324183103
Position 3019: 0.0003894226595779833
Position 265: 0.0002422437961462601
Position 3081: 0.00022303171590391525
Position 2909: 0.00017790390252495826
Position 544: 0.00012636077029233022
Position 627: 9.665162797620849e-05
Position 610: 6.143132454336822e-05
Position 308: 6.008756725535468e-05
Position 2598: 5.590555401343702e-05
Position 479: 3.0931953984845824e-05
Position 710: 2.3625878853212727e-05
Position 476: 1.0704681839732949e-05
Position 263: 8.432056883207148e-06
Position 876: 4.1374002620629835e-06
Position 20: 1.7051611939471028e-06
Position 2974: 1.6494468501123883e-06
Position 2279: 1.076565572780882e-06
Position 2532: 9.367272060403831e-07
Position 3: 5.751517939238855e-07
Position 2521: 4.94593241765994e-07
Position 150: 3.678421884594517e-07
Position 552: 1.265584715540262e-07
Position 661: 1.2623810460657194e-07
Position 1094: 1.0385470898329482e-07
Position 990: 6.799937966858325e-08
Position 5: 5.386116137290687e-08
Position 239: 1.5682828326309676e-08
Position 482: 7.585270821626138e-09
Position 675: 5.424298873743665e-09
Position 249: 2.7561540224884947e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2323: 0.83922253835052
Position 2096: 0.6841591080454081
Position 2680: 0.4619068161672764
Position 850: 0.41157637273380066
Position 2647: 0.2220528178825954
Position 1025: 0.21098463015194677
Position 2610: 0.14898645581668032
Position 160: 0.11368900206429203
Position 2140: 0.06689270805156504
Position 870: 0.0445497315941608
Position 1889: 0.03861805695588008
Position 518: 0.03234473170830293
Position 303: 0.031198007079912264
Position 2597: 0.028188986554456532
Position 932: 0.01939097540643626
Position 940: 0.017676061492215286
Position 1955: 0.017153487677640637
Position 2998: 0.015013313637620323
Position 2182: 0.013639548289793524
Position 2021: 0.013410885997280483
Position 2623: 0.013337432734865639
Position 1004: 0.013004926072247106
Position 3176: 0.011585350269006683
Position 2888: 0.01018528844567208
Position 722: 0.009650468245817874
Position 2349: 0.009576135199065753
Position 283: 0.009018418047495555
Position 2941: 0.008469661358046918
Position 2200: 0.008059478932082963
Position 902: 0.007577721092134157
Position 3131: 0.0074533907689862166
Position 2676: 0.006093792944740428
Position 3044: 0.005881430705617446
Position 2927: 0.004073438136076591
Position 235: 0.0038280970437786143
Position 876: 0.0036412326548884823
Position 1252: 0.0035984805320453004
Position 2728: 0.003263203315719015
Position 411: 0.003262154847207852
Position 2550: 0.0032455627713699788
Position 2627: 0.0026558300126000405
Position 2027: 0.0019364494168090311
Position 492: 0.0017608323472930584
Position 2973: 0.0015276612823815836
Position 375: 0.0013117473804994957
Position 2435: 0.0011753009551244314
Position 499: 0.0011523806710766206
Position 1755: 0.0010678106727639747
Position 2048: 0.0009543202017698924
Position 2283: 0.0007354111890931397
Position 641: 0.0006836800169491115
Position 766: 0.0006622235544116444
Position 1295: 0.0006192623761120579
Position 809: 0.0005925649115943759
Position 2722: 0.0005473577216653804
Position 1031: 0.0005021942606236428
Position 1373: 0.0004964227692723044
Position 1614: 0.000479497983683204
Position 1867: 0.0004552873867796113
Position 2251: 0.00043688034538331126
Position 1973: 0.00042062760471256856
Position 220: 0.00037161276598016363
Position 1332: 0.00034243955510230624
Position 1392: 0.000336764742706416
Position 2295: 0.00033497080858725604
Position 801: 0.0003340871478402614
Position 1895: 0.00033406964656020754
Position 1193: 0.00028417914127975424
Position 740: 0.00024675007933025505
Position 1696: 0.000228518524723479
Position 237: 0.00018501275024258417
Position 2750: 0.00018485054242873243
Position 2035: 0.0001518876641642946
Position 351: 0.00014948492326401856
Position 387: 0.00013136727892435452
Position 2685: 0.00010423484140804505
Position 3138: 9.924509561670302e-05
Position 2495: 7.80187455759477e-05
Position 644: 7.542741018585153e-05
Position 1809: 7.11049072944241e-05
Position 887: 6.431169511105484e-05
Position 321: 6.184198845367558e-05
Position 1534: 4.7628726111352325e-05
Position 2202: 4.06922490260346e-05
Position 505: 3.541464361457552e-05
Position 263: 3.0268985364724198e-05
Position 1619: 2.4637488566406442e-05
Position 1829: 2.055210469786122e-05
Position 249: 2.0421160084867684e-05
Position 527: 2.0057917244902426e-05
Position 532: 1.7514046020384608e-05
Position 437: 1.3049111862235718e-05
Position 415: 1.268054416822643e-05
Position 535: 1.2181151062817126e-05
Position 816: 9.320250736974081e-06
Position 193: 9.215429311295802e-06
Position 391: 9.00449544976416e-06
Position 2395: 8.504165939402046e-06
Position 1873: 7.782722828034411e-06
Position 1869: 7.153441664865329e-06
Position 559: 6.932584650945896e-06
Position 626: 6.717407647986238e-06
Position 323: 5.398636720044596e-06
Position 430: 2.978255698900655e-06
Position 460: 2.6224447808613604e-06
Position 544: 2.490072427271871e-06
Position 451: 2.007958678969199e-06
Position 648: 2.001839301159497e-06
Position 464: 1.8891621747595226e-06
Position 2816: 1.4736793880237973e-06
Position 3048: 1.1342074785712402e-06
Position 751: 6.451211349229546e-07
Position 774: 5.601179647158361e-07
Position 570: 5.183297488681335e-07
Position 1346: 1.990663988908112e-07
Position 1217: 1.8970872707280776e-07
Position 537: 1.5728184785946722e-07
Position 1189: 1.553512738654368e-07
Position 1133: 1.5165465694694658e-07
Position 442: 7.027018161535921e-08
Position 1129: 2.631244547818141e-09
Position 552: 8.775910691484842e-10
Position 66: 2.8128774009016925e-11
Position 126: 4.049020115098195e-12
