Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  1000
Partition function (log Z): -5.522072369231961

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9588105460758254
Position 246: 0.7763112303999512
Position 1768: 0.3924431952334519
Position 120: 0.15497575123683613
Position 1223: 0.052749099476529226
Position 1652: 0.03910388135419599
Position 1199: 0.03765295234413773
Position 509: 0.02020569516776591
Position 2220: 0.014740690495906967
Position 264: 0.01278297578520387
Position 195: 0.011869671926546265
Position 2258: 0.01182725792876972
Position 1576: 0.01113689111682517
Position 59: 0.006596238720436517
Position 1749: 0.005101350373825409
Position 322: 0.0023007618240516053
Position 1177: 0.002212786825348393
Position 1792: 0.0018357830270781703
Position 1115: 0.0009415413966257506
Position 1941: 0.0009039977487179375
Position 1945: 0.0007566714632161613
Position 810: 0.0006943170012068263
Position 179: 0.000575523440704034
Position 797: 0.0004770179599154087
Position 411: 0.00042048839380478696
Position 1703: 0.00021278639093731225
Position 1452: 0.00021002675140111308
Position 257: 0.00013678052946696038
Position 2233: 0.00013181040420399032
Position 861: 0.00011370916697253278
Position 1454: 0.00010062741963989722
Position 1456: 9.405971967412563e-05
Position 218: 9.08680719359321e-05
Position 1917: 8.13150205242399e-05
Position 2273: 7.951435945202897e-05
Position 822: 6.145572300522017e-05
Position 663: 5.238844194355325e-05
Position 1160: 4.3904600455295354e-05
Position 1656: 3.653189403770447e-05
Position 1961: 3.582364032263313e-05
Position 453: 3.2278479970292025e-05
Position 2126: 2.684623121452936e-05
Position 18: 2.3821252646312695e-05
Position 2294: 1.7978769598346357e-05
Position 920: 1.778538262016127e-05
Position 935: 1.7595807726037646e-05
Position 150: 1.596151631013142e-05
Position 606: 1.5693014077698958e-05
Position 1588: 1.4098755618742806e-05
Position 1041: 1.3268643181356687e-05
Position 1132: 1.2321433957773251e-05
Position 103: 1.1693007504724537e-05
Position 349: 9.939355846181832e-06
Position 719: 9.822892407032498e-06
Position 1747: 6.106768536431435e-06
Position 30: 5.846190785623172e-06
Position 782: 5.285429197931155e-06
Position 842: 4.882904762527662e-06
Position 340: 4.599579895078353e-06
Position 1009: 4.47136963847989e-06
Position 1420: 4.0107503089974105e-06
Position 1069: 2.2867454075406007e-06
Position 153: 2.115512796006695e-06
Position 1188: 1.8651888553732149e-06
Position 709: 1.7472918171774139e-06
Position 1521: 1.159621463513244e-06
Position 1458: 1.038106713662893e-06
Position 1306: 9.607714528184038e-07
Position 1482: 9.068412561769641e-07
Position 1324: 7.877454261087603e-07
Position 27: 5.784233231960018e-07
Position 1536: 4.713687870792556e-07
Position 1529: 2.581558911312274e-07
Position 1465: 2.133631895497243e-07
Position 2031: 1.0065560239826312e-07
Position 1828: 8.792259824024367e-08
Position 1874: 6.739574348786326e-08
Position 124: 1.808252004439674e-08
Position 1479: 1.1590245602957497e-08
Position 1508: 9.288128743459578e-09
Position 292: 8.962658918230749e-09
Position 1485: 7.18722827317182e-09
Position 1392: 5.575278424451158e-09
Position 289: 2.615425915421633e-09
Position 298: 2.6138602018748143e-09
Position 528: 6.746123932811613e-10
Position 399: 5.130654348339393e-10
Position 168: 4.369588562649226e-10
Position 430: 3.844920172619722e-10
Position 442: 2.9518028867392283e-10
Position 471: 2.0565612951603132e-10
Position 644: 5.229799360371028e-11
Position 706: 1.807786164112484e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9191104135025643
Position 2087: 0.8125050236391553
Position 1627: 0.5244398426496998
Position 1088: 0.052836218835719345
Position 1286: 0.0271243364998917
Position 2382: 0.021012992942748047
Position 1536: 0.017806184023458058
Position 1543: 0.01687460400701792
Position 2290: 0.013816971316284623
Position 1979: 0.012806743549618424
Position 949: 0.012688450206610103
Position 2333: 0.011096649173655437
Position 2576: 0.006410219714162188
Position 458: 0.005842857359871345
Position 147: 0.005428987804787675
Position 1502: 0.0052041798991210786
Position 1372: 0.004449794708895578
Position 1649: 0.003743870598176907
Position 1093: 0.003550044881741054
Position 1631: 0.003007961182186629
Position 2385: 0.002817851075506998
Position 1914: 0.002748776957962217
Position 2108: 0.002562244677273224
Position 435: 0.002448758572349857
Position 2251: 0.001990207322875533
Position 321: 0.0019604289836906157
Position 2093: 0.001750888633658368
Position 1036: 0.001664374162361438
Position 1498: 0.0014962281654251365
Position 2136: 0.001263337842182067
Position 1226: 0.0011695017963912107
Position 1397: 0.001158168385838735
Position 2050: 0.0010960178920305362
Position 1652: 0.0010787421407448207
Position 2436: 0.001056365534754405
Position 184: 0.001026795104848137
Position 2484: 0.0009223582116723011
Position 635: 0.0007952030384103688
Position 2118: 0.0007753278241029016
Position 777: 0.0007289707453805469
Position 1790: 0.0006230694522601087
Position 1320: 0.000599724111723929
Position 362: 0.0005605772612350896
Position 2528: 0.0005583947415528957
Position 930: 0.000528691163957744
Position 1429: 0.00037704092973618364
Position 1575: 0.00036730248596012513
Position 797: 0.00033821163845204226
Position 1327: 0.000329481965216319
Position 1130: 0.00031677565003050717
Position 983: 0.0003038217163931233
Position 889: 0.0002828944092389858
Position 305: 0.0002552930486367686
Position 1713: 0.00024104382535970783
Position 371: 0.00020886889147758638
Position 2255: 0.0001848576028317816
Position 1324: 0.00017791654501707384
Position 539: 0.0001735312712075164
Position 2510: 0.0001726667422593867
Position 1586: 0.00015372109647621236
Position 864: 0.00013649990965467583
Position 1298: 0.00012419117825201764
Position 1142: 0.00011990764381147164
Position 1999: 0.00010418135005363968
Position 2489: 0.00010024482228533592
Position 1860: 9.004279927142208e-05
Position 1310: 8.668784669427848e-05
Position 1880: 8.407251011404862e-05
Position 223: 7.844129451593264e-05
Position 2398: 7.737371884569375e-05
Position 954: 7.348721411723616e-05
Position 2310: 6.592625326446477e-05
Position 1198: 6.57753228655722e-05
Position 1758: 5.548638817515937e-05
Position 1956: 5.510880939101793e-05
Position 1767: 5.4065741421295464e-05
Position 1508: 5.057333305814876e-05
Position 1160: 4.9984662969615615e-05
Position 1583: 4.914024005602695e-05
Position 1097: 4.2570651286538955e-05
Position 2335: 4.06925082737233e-05
Position 2415: 4.040904463115805e-05
Position 2680: 3.602522671593864e-05
Position 1048: 3.5457133467650414e-05
Position 1165: 3.370848847748405e-05
Position 719: 2.7500944601165015e-05
Position 1515: 2.620090270300841e-05
Position 191: 2.507198399158701e-05
Position 1656: 2.4143822296392123e-05
Position 411: 2.1661518931354544e-05
Position 1853: 2.0412903241802045e-05
Position 508: 2.0253542835139063e-05
Position 468: 1.983398932865134e-05
Position 638: 1.915035299288812e-05
