Gene = HMHB1
index = 657
Annotated 5SS: [144]
Annotated 3SS: [8318]
SMsplice 5SS: [144]
SMsplice 3SS: [8318]
top_k =  1000
Partition function (log Z): -9.677148565172882

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9852238596915779
Position 1029: 0.1169505057458083
Position 2489: 0.0738040687872378
Position 3294: 0.05809605462647191
Position 3510: 0.049086337957600146
Position 5938: 0.039759529670891386
Position 3289: 0.0239090735290943
Position 487: 0.015087854265466678
Position 475: 0.014895861640256296
Position 1498: 0.014291350592264735
Position 250: 0.010744823471359228
Position 6055: 0.006266932741457012
Position 1510: 0.005527452418277736
Position 1298: 0.004934498867873768
Position 686: 0.004073037951829328
Position 4744: 0.0031230146124740536
Position 1719: 0.002830143399006769
Position 8421: 0.002086907183260834
Position 1789: 0.001903494883232719
Position 5470: 0.0017921331514013398
Position 6141: 0.0016651724831880975
Position 928: 0.0015003099074945914
Position 1560: 0.0012466937264877264
Position 1158: 0.0010882316448934412
Position 6146: 0.0010871114849427175
Position 4752: 0.0008271573264691175
Position 5353: 0.0008085532110681519
Position 7082: 0.0007435780401322906
Position 2754: 0.0005811398082867754
Position 2543: 0.0005369190579504529
Position 7240: 0.0005003522787090894
Position 2937: 0.0004943466019558127
Position 285: 0.000364117907806559
Position 448: 0.000319602750861943
Position 338: 0.00029184362306055813
Position 3134: 0.00021900614186556457
Position 2263: 0.00015941383117943234
Position 1568: 0.00012617411221114302
Position 2971: 0.00011564665690493611
Position 1367: 0.00011370938557567296
Position 1331: 8.585524304814155e-05
Position 465: 8.046847060373819e-05
Position 976: 6.295769037593306e-05
Position 1462: 4.2990203801947385e-05
Position 2140: 4.16665772001817e-05
Position 873: 3.494935411356785e-05
Position 1350: 3.250265855502448e-05
Position 2343: 3.046902431886827e-05
Position 1825: 2.8888298000845925e-05
Position 1735: 2.8445293182027693e-05
Position 1949: 2.2107657635802247e-05
Position 1705: 2.209540209702812e-05
Position 2891: 1.3446649234339452e-05
Position 1831: 1.2490632210982742e-05
Position 519: 1.1961783773126712e-05
Position 3136: 9.63888329576317e-06
Position 628: 9.400747757856182e-06
Position 2502: 8.71300867074199e-06
Position 1199: 5.723197936633747e-06
Position 332: 3.7479594021152865e-06
Position 796: 1.6802697702610313e-06
Position 224: 1.3961941731206963e-06
Position 879: 8.992591616237155e-07
Position 800: 7.882637716884202e-07
Position 1319: 5.036055359654135e-07
Position 875: 3.424623536034717e-07
Position 804: 2.759996868673982e-07
Position 92: 1.752917708824374e-07
Position 784: 1.681391270990159e-07
Position 343: 1.5628086374613528e-07
Position 701: 1.4688513170534123e-07
Position 504: 1.4329460261626411e-07
Position 376: 1.1284559895551833e-07
Position 971: 1.0940431048546824e-07
Position 325: 7.415169571296762e-08
Position 964: 5.127130994329558e-08
Position 1521: 4.5776252706139776e-08
Position 857: 4.3670510809982075e-08
Position 787: 2.082124274639343e-08
Position 299: 1.0688075580017433e-08
Position 1236: 1.0400449946049621e-08
Position 1777: 1.1770802676713821e-09
Position 1630: 1.1438281252646668e-09
Position 397: 5.930801147770141e-10
Position 1020: 1.0471083526466829e-10
Position 789: 1.1673331113721437e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8318: 0.28360122809735583
Position 3206: 0.1389347942760173
Position 3381: 0.11653233127240238
Position 1662: 0.11468648530389233
Position 2336: 0.10401622909494579
Position 869: 0.06164916226603398
Position 373: 0.052814726918517185
Position 4062: 0.05266166429370442
Position 8400: 0.05247243196299285
Position 837: 0.047633861629686344
Position 2205: 0.04342442539538662
Position 6018: 0.025147048767103605
Position 5850: 0.02352691280487102
Position 1677: 0.02003307126546835
Position 1126: 0.01784287770778614
