Gene = DBR1
index = 430
Annotated 5SS: [  351  1448  3317  4843  7869 11172 11601]
Annotated 3SS: [ 1322  3235  4756  7643 11090 11454 12366]
SMsplice 5SS: [  351  1448  3317  4843 11172 11601]
SMsplice 3SS: [ 1322  3235  4710 11090 11454 11689]
top_k =  1000
Partition function (log Z): 0.754352621444164

Sorted 5' Splice Sites (High to Low Probability):
Position 11601: 0.9929492201365713
Position 351: 0.936613904234513
Position 1448: 0.8865189824632849
Position 4843: 0.8333927946284675
Position 3317: 0.5945232500322768
Position 11172: 0.5669544453082348
Position 3366: 0.20428328614908398
Position 7869: 0.0979969197337174
Position 5741: 0.07527935576401067
Position 3740: 0.06384646350773869
Position 324: 0.057170150555849654
Position 1534: 0.052539436963445055
Position 12746: 0.027469979076686524
Position 4309: 0.016379821566430648
Position 2947: 0.014126519506857905
Position 3947: 0.013157653742854252
Position 4339: 0.012543446837040676
Position 12393: 0.012193918940874179
Position 1106: 0.011115435943269844
Position 3552: 0.011020522963594976
Position 8640: 0.010740589387120492
Position 11885: 0.010022548400259366
Position 2843: 0.009067275999094402
Position 856: 0.008467018361283003
Position 11846: 0.00599932196122372
Position 4383: 0.005956442479743926
Position 486: 0.005132571487248987
Position 11954: 0.005116775216094933
Position 522: 0.004887110297576844
Position 11855: 0.003974503852641837
Position 9852: 0.003127843929363406
Position 12040: 0.003105511871197362
Position 12599: 0.0030717592949215094
Position 1415: 0.002965655609515175
Position 539: 0.0028113290229262278
Position 381: 0.002760401488479906
Position 12636: 0.0025092207107314493
Position 10270: 0.0022958314338623574
Position 491: 0.00227406208697203
Position 12434: 0.002235461245566979
Position 280: 0.0020321790256257162
Position 682: 0.0020123869539375276
Position 1881: 0.0017473479550380573
Position 792: 0.0017428318855056716
Position 12606: 0.001702004321209001
Position 3287: 0.0016881443187795318
Position 13213: 0.0015894577448374088
Position 3991: 0.0015034647686565728
Position 4345: 0.0013805857193243227
Position 12779: 0.0012388868571927604
Position 11964: 0.0010343510498251431
Position 1510: 0.0008956746040323434
Position 5337: 0.0008335430231731493
Position 12132: 0.0008078524507887696
Position 1539: 0.0006688140277185106
Position 13699: 0.0006550124419688711
Position 11937: 0.0006414681751519989
Position 4886: 0.0006256689741387637
Position 581: 0.0006023113003101712
Position 2363: 0.0005942134254903853
Position 16: 0.0005039920493976222
Position 3117: 0.0004927046454442911
Position 4258: 0.00048312349074276935
Position 2889: 0.00046472769658903056
Position 4005: 0.00045374927365635645
Position 1452: 0.0004342094626190359
Position 4810: 0.0004166899981949146
Position 6715: 0.0003461247035784967
Position 4245: 0.0003405133879776304
Position 5582: 0.00033553519587027554
Position 1038: 0.0003316818956357979
Position 93: 0.0003158092734719095
Position 1595: 0.00030466714407760515
Position 4663: 0.0003007282813941487
Position 2847: 0.00029891904496650375
Position 12947: 0.0002875386648324268
Position 12441: 0.0002822707921729819
Position 1902: 0.0002788179021073745
Position 89: 0.0002632376230832388
Position 389: 0.0002555165365676197
Position 1158: 0.00023361486471723924
Position 13229: 0.0002318304319105889
Position 112: 0.00021654407708243903
Position 2614: 0.00021599841911771041
Position 3965: 0.00021575925855561934
Position 2879: 0.0001999267411777007
Position 11799: 0.00018524559459626218
Position 1006: 0.00016883625800564846
Position 1296: 0.00016449885933637382
Position 2942: 0.00016291948321588276
Position 12073: 0.00015090629127857428
Position 1423: 0.00013490046725067313
Position 5278: 0.00013285344032329787
Position 1931: 0.00013278219826287044
Position 12660: 0.0001302439499551119
Position 49: 0.00012947803105997575
Position 160: 0.00012925975600298035
Position 67: 0.00012152658251314249
Position 3094: 0.00011658329127870393
Position 2047: 0.00011583241320826204
Position 4757: 0.00011270614495515437
Position 997: 0.00010718234219814237
Position 2464: 0.00010230415888677112
Position 12016: 8.549573006015862e-05
Position 2975: 8.37019000330139e-05
Position 2666: 6.533564570254164e-05
Position 534: 5.5066766998137296e-05
Position 1894: 5.4422299243358664e-05
Position 551: 5.303962432260064e-05
Position 3265: 5.2663091942734846e-05
Position 967: 4.6898187690679016e-05
Position 1999: 3.457877331632797e-05
Position 3410: 3.113058640010971e-05
Position 6355: 3.0145298469136288e-05
Position 3250: 2.682018615383402e-05
Position 937: 2.6020139454707332e-05
Position 12566: 2.2878824207310983e-05
