Gene = CMSS1
index = 383
Annotated 5SS: [   210 329228 342668 344599 348561 350007 354066 354570 358582]
Annotated 3SS: [329138 342595 344468 348500 349903 354004 354481 358492 360470]
SMsplice 5SS: [   210  20406  27115  32901  49336  63279 111180 111444 116768 130194
 144325 147793 186316 201952 207725 230566 251933 284696 291496 295677
 296774 296967 297165 307971 329228 342668 344599 350015 354066 354570
 358582]
SMsplice 3SS: [ 20290  27036  32791  49166  63168 111068 111303 116647 130092 144212
 147709 186196 201860 207622 230501 251811 284651 291353 295523 296535
 296864 297100 307814 329138 342595 344468 349903 354004 354481 358492
 360470]
top_k =  1000
Partition function (log Z): -175.34775493879843

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9912724291619682
Position 1688: 0.2834251296170352
Position 2736: 0.20029042991054763
Position 8966: 0.17441635559092733
Position 9220: 0.1577042465421255
Position 5227: 0.1284762829438093
Position 3454: 0.11384122726959497
Position 1319: 0.10441805020193466
Position 8791: 0.0938496723074427
Position 9636: 0.09025224517630459
Position 1351: 0.06596792618439894
Position 4597: 0.05809746947496675
Position 8087: 0.0354574181408373
Position 3744: 0.02912118379425547
Position 9638: 0.026722380187233174
Position 10254: 0.017166172205549578
Position 8221: 0.008319164560682771
Position 3431: 0.008018118816054676
Position 3499: 0.006422272521893785
Position 1769: 0.005595693755278625
Position 552: 0.005248362924180051
Position 3981: 0.004041262731463776
Position 7785: 0.0039410959061921755
Position 3297: 0.003874898112036821
Position 13732: 0.0038525903700027493
Position 3427: 0.0022867442404553326
Position 9013: 0.0021641162630126566
Position 2986: 0.0017801000245463376
Position 696: 0.0016278861480134457
Position 744: 0.0015269497782356165
Position 4071: 0.001146125826892096
Position 886: 0.0010668395881157648
Position 172: 0.001016052473800269
Position 2641: 0.000906591344357574
Position 1018: 0.0008671040300179866
Position 1306: 0.0008155288618769052
Position 312: 0.0007539503827588073
Position 1447: 0.0007523840350677316
Position 1126: 0.00044273298803503095
Position 3150: 0.0004281713982972406
Position 677: 0.00037061745739521974
Position 1790: 0.00035956233454431495
Position 1731: 0.00025477720595693665
Position 705: 0.00022980363899076332
Position 1713: 0.00020131158060315827
Position 1621: 0.00015435362986061956
Position 260: 0.0001459232219270261
Position 355: 0.00013702851538968395
Position 1792: 0.00013555330653906682
Position 1614: 0.00011504083823315343
Position 1023: 9.79937347521676e-05
Position 2064: 9.232537397181747e-05
Position 1103: 8.679002898218105e-05
Position 1864: 8.134710067663247e-05
Position 295: 8.059533464131939e-05
Position 1099: 7.658340482225214e-05
Position 84: 6.60359846948216e-05
Position 1204: 6.469724320561677e-05
Position 1028: 6.411363312599235e-05
Position 1852: 6.402972998396437e-05
Position 940: 5.7123201982975974e-05
Position 128: 4.904890027106333e-05
Position 512: 4.616395742238178e-05
Position 276: 3.921278681606878e-05
Position 641: 2.0298563905156858e-05
Position 605: 2.0051191441915236e-05
