Gene = TSPAN12
index = 1499
Annotated 5SS: [  538  1660 18331 19581 42629 47895 51809]
Annotated 3SS: [ 1523 18247 19444 42553 47786 51664 69459]
SMsplice 5SS: [  154   538  1660 14810 18331 18820 19581 19757 24016 35597 42629 45386
 47470 47895 51809 57166]
SMsplice 3SS: [  368  1523 14604 18247 18731 19444 19649 23873 35504 42553 45228 47365
 47786 51664 57024 69459]
top_k =  1000
Partition function (log Z): -22.063076309298363

Sorted 5' Splice Sites (High to Low Probability):
Position 538: 0.9314355580950753
Position 1660: 0.8356536490934838
Position 24016: 0.8028277195437242
Position 19581: 0.7413387054225731
Position 18331: 0.72438380744207
Position 14810: 0.7118803267322454
Position 19757: 0.695941664323792
Position 18820: 0.6164389394529982
Position 154: 0.48531101345549726
Position 124: 0.4399386878112589
Position 25919: 0.34245614967709165
Position 13243: 0.3285374346402318
Position 13987: 0.29046915752688285
Position 18494: 0.27065495406154516
Position 18606: 0.24942165243578504
Position 14207: 0.2018907564230318
Position 1664: 0.1545755591141045
Position 29813: 0.1304752381867958
Position 19551: 0.12569865359458746
Position 10141: 0.1139607781076539
Position 10103: 0.09861116648831655
Position 14795: 0.07454099274941679
Position 16274: 0.07290182839463699
Position 15862: 0.0703724390613298
Position 14726: 0.06878823465095107
Position 484: 0.06701823068788638
Position 12405: 0.054202881924804325
Position 302: 0.0539762938125979
Position 14203: 0.04513523413027174
Position 27091: 0.043231007479141235
Position 8791: 0.031809471090282836
Position 1319: 0.02716837032777656
Position 28502: 0.026916587516986504
Position 29673: 0.026799081020309225
Position 12871: 0.022444607022882923
Position 8942: 0.02096013763223022
Position 5549: 0.020309727635593574
Position 14022: 0.019807720299211715
Position 14801: 0.019158821439025222
Position 1335: 0.014699195089028788
Position 16318: 0.014427371338697401
Position 2682: 0.014205517305207395
Position 10867: 0.013799982575703812
Position 15720: 0.013740852407015145
Position 19175: 0.013507673268109725
Position 3038: 0.012490579353611864
Position 19532: 0.011488303087295171
Position 18553: 0.009211341147870106
Position 1686: 0.008656034093203814
Position 19120: 0.008264772791659354
Position 18558: 0.007790171745532913
Position 22140: 0.0063615155870438995
Position 1037: 0.005231375310301223
Position 1272: 0.004731132252907933
Position 19206: 0.003926597755065552
Position 1125: 0.002766595931444924
Position 15024: 0.0027260047999979166
Position 4025: 0.002561394132064933
Position 15436: 0.0025534145224078457
Position 1029: 0.0024158667870904076
Position 222: 0.0021854453147848157
Position 3542: 0.0019827289123240926
Position 258: 0.001978012966811804
Position 1485: 0.001939939847423627
Position 16046: 0.0018597128936138707
Position 5657: 0.0009351990935334482
Position 6511: 0.0008527170672455229
Position 1204: 0.0008079967524698188
Position 8771: 0.0007913848066423252
Position 6568: 0.0007735715636206304
Position 9312: 0.0006903369479691817
Position 19983: 0.0006371817738000092
Position 1195: 0.0005840085037471473
Position 8138: 0.0005268708759305406
Position 4278: 0.000509646076249175
Position 703: 0.0004916759996269949
Position 4743: 0.00044668416998466635
