Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  1000
Partition function (log Z): -4.0803653957226

Sorted 5' Splice Sites (High to Low Probability):
Position 17067: 0.9993740876243141
Position 1242: 0.987425025765194
Position 396: 0.9373515358042199
Position 11110: 0.9072244530038408
Position 10778: 0.9021551320508586
Position 13601: 0.7532875424954536
Position 15757: 0.7066917280971239
Position 12304: 0.6166439660101494
Position 3015: 0.3752793169026017
Position 16076: 0.250103939348521
Position 2030: 0.24627122582120345
Position 166: 0.17165785528623634
Position 20790: 0.156715249013839
Position 16759: 0.1371944784038281
Position 700: 0.12439073301450677
Position 13881: 0.112640364236387
Position 16502: 0.10193156780531076
Position 186: 0.09902743143122615
Position 18185: 0.09795094522434174
Position 13586: 0.09616988003117209
Position 7359: 0.09611276355735252
Position 11940: 0.09169108555066323
Position 16374: 0.09088242007992284
Position 9276: 0.08323411795792728
Position 5364: 0.07964750950725888
Position 15768: 0.06527180721934435
Position 15729: 0.051302091138694515
Position 2962: 0.049003821105339365
Position 11087: 0.04878841864039397
Position 12293: 0.03724739229718366
Position 13028: 0.03699712581872934
Position 13923: 0.0343444758945221
Position 11945: 0.024255566558699992
Position 18673: 0.019024425688516464
Position 1646: 0.018917023395777954
Position 16670: 0.015445966721463601
Position 11084: 0.013868501645820945
Position 3085: 0.013795318673697739
Position 21209: 0.011373639058002536
Position 5499: 0.010692229792779442
Position 13122: 0.009027416017206188
Position 13019: 0.008224597712304426
Position 600: 0.007850432889141591
Position 18273: 0.007832380676818788
Position 608: 0.0073052975597865015
Position 19452: 0.007161561330034539
Position 21313: 0.006949050529470196
Position 17778: 0.006450566397806481
Position 2761: 0.006199547592684609
Position 889: 0.0061597154425087845
Position 13683: 0.0059043342900297205
Position 14715: 0.00508569766927072
Position 10768: 0.004700169873508214
Position 15232: 0.004384345230408966
Position 15376: 0.004116874427651537
Position 16491: 0.003629710483830697
Position 14261: 0.0032591595224502833
Position 1345: 0.003016114300726725
Position 1262: 0.002885499224764009
Position 16357: 0.0027722069201146352
Position 16288: 0.0026224828799597958
Position 5140: 0.0025173903188414355
Position 12290: 0.002220940410332168
Position 13098: 0.001957253995793519
Position 16385: 0.0018515978760123512
Position 48: 0.0017803637807011338
Position 2130: 0.0017787457115027707
Position 236: 0.0017241929526461556
Position 15761: 0.0016378523691499055
Position 2847: 0.001620824651780017
Position 13382: 0.0016005259330497813
Position 617: 0.0015741939651375382
Position 5098: 0.001516694239491574
Position 16742: 0.0014322799480999027
Position 19892: 0.0011846646197771905
Position 5038: 0.0010469737676719
Position 12297: 0.0010428522253409108
Position 11779: 0.0009280354142462512
Position 16454: 0.0008784211383740701
Position 20670: 0.0008518391570001408
Position 195: 0.0008426959270042383
Position 22410: 0.0007129267704726475
Position 19397: 0.000677908351355732
