Gene = HHLA3
index = 651
Annotated 5SS: [  303 11733]
Annotated 3SS: [11638 12811]
SMsplice 5SS: [  303 11524]
SMsplice 3SS: [11340 11638]
top_k =  1000
Partition function (log Z): -10.362438887640062

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.6013873156477503
Position 11524: 0.492191347935087
Position 11733: 0.3711796183719255
Position 7104: 0.36574722773172746
Position 404: 0.2705054065129783
Position 9015: 0.10445820297368841
Position 11728: 0.09098328382734604
Position 2711: 0.08309697917771897
Position 11069: 0.08195237412197207
Position 307: 0.08151678232210748
Position 5635: 0.07194049835936188
Position 741: 0.045358694114140674
Position 8282: 0.04246103828261861
Position 154: 0.03659101652120581
Position 2614: 0.035298258988346716
Position 11546: 0.030087206783718838
Position 11544: 0.025257289746939568
Position 9148: 0.023169979731978374
Position 11438: 0.018352002070422598
Position 12180: 0.017117518391965087
Position 4664: 0.016049631672697448
Position 5748: 0.013084955733145701
Position 7165: 0.013064931479684159
Position 121: 0.012615036134622178
Position 8993: 0.01059332677117816
Position 9683: 0.006971585560777154
Position 3799: 0.005855879247420535
Position 3179: 0.0032589187433014226
Position 2917: 0.003203343079335067
Position 4004: 0.00274216475889782
Position 6786: 0.0026855176209549404
Position 9125: 0.002570085609942406
Position 5892: 0.00254467557372169
Position 12366: 0.0022955778089438347
Position 5844: 0.002247000397399425
Position 11756: 0.0018050077730129592
Position 326: 0.0016544053691539666
Position 3942: 0.0013035446547405858
Position 2980: 0.00118971299149523
Position 12326: 0.0011677607357835212
Position 149: 0.0011097310159590358
Position 10781: 0.0010380903674809296
Position 1575: 0.000890103127541863
Position 11883: 0.0007993276090992315
Position 9791: 0.000746800829942835
Position 9473: 0.0006742769031003779
Position 4748: 0.0006722833624286779
Position 5277: 0.000537845884391202
Position 685: 0.0005195660375167789
Position 1866: 0.0004877530198922646
Position 2413: 0.00048111631879565054
Position 3474: 0.00039731290005553394
Position 567: 0.0003722628860818577
Position 2077: 0.0003688075692790468
Position 337: 0.00033642384802535954
Position 1908: 0.00033636739254155066
Position 4217: 0.00031222104871628535
Position 1743: 0.0003027655369642096
Position 2156: 0.0002913634792190683
Position 1711: 0.0002460071028586898
Position 3380: 0.0002320528332763294
Position 5177: 0.0002240008404058868
Position 5665: 0.00019969241017432393
Position 2409: 0.0001342574565709687
Position 2419: 0.00013232397777211642
Position 114: 0.00012155283561140366
Position 37: 0.00011485612336030286
Position 2434: 5.277631461181743e-05
Position 160: 3.3553769370715895e-05
Position 11933: 2.7819792454263833e-05
Position 60: 1.5649188834920667e-05
Position 589: 1.5624508564383204e-05
Position 238: 1.4038375493896191e-05
Position 476: 1.0399885924866233e-05
Position 573: 6.990151928419485e-06
Position 716: 4.518767948261187e-06
Position 2559: 2.9481167151591227e-06
Position 2610: 2.9011196379250117e-06
Position 2700: 1.757078865879486e-06
Position 442: 1.6603346818513479e-06
