Gene = PFDN1
index = 1017
Annotated 5SS: [   81  2706 21673]
Annotated 3SS: [ 2538 21587 57063]
SMsplice 5SS: [   81  2706 21673 50191 56901]
SMsplice 3SS: [ 2538 21587 50077 56833 57063]
top_k =  1000
Partition function (log Z): -21.108777117206145

Sorted 5' Splice Sites (High to Low Probability):
Position 21673: 0.9994143947406823
Position 2706: 0.9892269124907341
Position 81: 0.7701383355921461
Position 10223: 0.46278293908326784
Position 1750: 0.2644925927480721
Position 10591: 0.1721648892320524
Position 296: 0.14104223849996272
Position 17613: 0.12547867464164197
Position 22229: 0.07264581060907374
Position 12670: 0.0611131158639842
Position 152: 0.0578989384548913
Position 22223: 0.05708831866015689
Position 713: 0.03508174761769294
Position 29113: 0.03450580154412721
Position 24814: 0.023131515090227487
Position 10711: 0.01682846113624168
Position 26467: 0.016293441642030674
Position 12913: 0.013225329785716132
Position 108: 0.010624912659471387
Position 1781: 0.010070187517368864
Position 1756: 0.007536312490443099
Position 389: 0.0068405614288498005
Position 24841: 0.006201276655469424
Position 1720: 0.004688347245409656
Position 22450: 0.004461943123989638
Position 1597: 0.004317095608580866
Position 7248: 0.0038110151033226075
Position 271: 0.0037120074148445747
Position 1372: 0.0030169738302438295
Position 8727: 0.002880780069446573
Position 281: 0.0025338163856008207
Position 2668: 0.0024713959123956724
Position 690: 0.002456718054562816
Position 2483: 0.0022343784263822034
Position 2685: 0.0020259538350765566
Position 2423: 0.0019766671865806646
Position 1412: 0.0019177281058045032
Position 843: 0.0014845986529732785
Position 3858: 0.0014316982610516225
Position 2693: 0.0014281364957663331
Position 1745: 0.0013638445308296113
Position 4659: 0.001339625288938079
Position 7273: 0.0012860583729181999
Position 9467: 0.0012160386957031893
Position 9009: 0.0012062348855116747
Position 9960: 0.001129397405274276
Position 28706: 0.0010730743896115484
Position 10256: 0.0010563235854444395
Position 1926: 0.001022152429434842
Position 1612: 0.0010177807879601744
Position 23654: 0.0009883644597493803
Position 829: 0.0008518424918723156
Position 22043: 0.0007991567982164859
Position 1601: 0.0007088256340924381
Position 8389: 0.0005969086603831036
Position 2584: 0.0005246858218647281
Position 1574: 0.0005170244839913177
Position 4706: 0.0005167966752902148
Position 7434: 0.0005130739493260883
Position 8408: 0.0004824158390494661
Position 5644: 0.00046126635616952025
Position 6389: 0.00041911561076314185
Position 22881: 0.00040101069926454594
Position 2198: 0.0003626974037997299
Position 3089: 0.0003290519114609322
Position 3390: 0.0003080768633950755
Position 5639: 0.00030582419314397006
Position 9915: 0.00029562698968218555
Position 91: 0.0002930685887195441
Position 7156: 0.00026645596911401833
Position 22924: 0.00025657329604127484
Position 4609: 0.0002564060933628392
Position 183: 0.00022457039875620983
Position 9057: 0.00018783927400230465
Position 246: 0.00017056826790757772
Position 921: 0.00012141439460132172
Position 1096: 0.00011806899841023313
Position 1820: 0.00011368616481578568
Position 520: 0.00010975082767714688
Position 2156: 0.00010156116218300567
Position 1105: 9.416903607570389e-05
Position 1329: 8.721234607073501e-05
Position 1766: 8.161738533577421e-05
Position 1852: 6.981343730102467e-05
Position 1492: 5.661081873633028e-05
Position 838: 5.205117528024491e-05
Position 730: 5.1934197116642664e-05
Position 203: 4.4445572016693166e-05
Position 695: 4.094966501391415e-05
Position 2379: 3.5337513486406814e-05
Position 291: 3.515319846343029e-05
Position 6952: 3.220777639059302e-05
Position 231: 3.203247238265538e-05
Position 1967: 3.120240673431147e-05
Position 1869: 2.720444038206558e-05
Position 1219: 2.4623997964524235e-05
Position 932: 2.0957140464977827e-05
Position 2027: 1.7298832424026068e-05
Position 3938: 4.273290684612652e-06
Position 3848: 2.6933105218124516e-06
Position 4122: 2.5020165355130253e-06
Position 3779: 1.2456505512743712e-06
Position 3942: 7.253959591930418e-07
Position 551: 6.344882358078473e-07
Position 2695: 5.502622974569179e-07
Position 2710: 4.926354190949255e-07
Position 420: 4.128713277841163e-07
Position 455: 3.1614177814083e-07
Position 285: 3.051873721158487e-07
Position 525: 2.767408422189562e-07
Position 3396: 2.725477335273812e-07
Position 489: 1.9953407327099143e-07
Position 213: 1.8718310177433797e-07
Position 5782: 1.6922165886120178e-07
Position 848: 1.688475790046844e-07
Position 1016: 1.6144332220138648e-07
Position 60: 1.4789328003556106e-07
Position 925: 1.0409067939541392e-07
Position 581: 1.0352841957272986e-07
Position 3469: 8.7362489864753e-08
Position 1347: 6.973628189495905e-08
Position 1158: 5.434605674793064e-08
Position 1042: 5.3934337744797814e-08
Position 760: 4.843798041649799e-08
Position 300: 4.124342221428975e-08
Position 570: 3.782689709862998e-08
Position 188: 2.71323032044962e-08
Position 1632: 2.2797490279066505e-08
Position 38: 2.1057039809228322e-08
Position 1629: 1.63093232094442e-08
Position 323: 8.992330108134094e-09
Position 312: 8.207280454297519e-09
