Gene = LVRN
index = 807
Annotated 5SS: [  819 20936 22216 25446 29784 31361 37409 38005 38165 38746 40418 40887
 43474 48401 49975 52034 52926 53272 59973]
Annotated 3SS: [20792 22075 25318 29628 31246 37267 37938 38098 38572 40340 40746 43417
 48246 49879 51925 52757 53133 59896 63483]
SMsplice 5SS: [  819  1471  5643 16065 17529 19808 20936 22216 25446 31361 32724 33069
 37409 38005 40887 43474 52034 52926 53272 59973 62654 62878]
SMsplice 3SS: [ 1368  5495 15953 17443 19750 20792 22075 25318 31246 32626 32913 37267
 37938 40746 43294 51925 52757 53133 59896 62513 62743 63483]
top_k =  1000
Partition function (log Z): 2.3449992345253317

Sorted 5' Splice Sites (High to Low Probability):
Position 31361: 0.9762221107708321
Position 25446: 0.9759562487995852
Position 37409: 0.9741010871203233
Position 16065: 0.9405398121634393
Position 40887: 0.9367161637671053
Position 5643: 0.907079085036481
Position 53272: 0.9053734610276774
Position 20936: 0.8922281414357317
Position 17529: 0.890553286592092
Position 1471: 0.8778142385889397
Position 52926: 0.8454886362864251
Position 38005: 0.8388094325926144
Position 43474: 0.8387769733081817
Position 59973: 0.8292598450573808
Position 33069: 0.7325514971477219
Position 52034: 0.7124344597577941
Position 22216: 0.6846772680996784
Position 62654: 0.637630079983549
Position 819: 0.5729975279067355
Position 32724: 0.4925341807343122
Position 62878: 0.4643701720875924
Position 40418: 0.44341385360162705
Position 39822: 0.4275676411989729
Position 19808: 0.4181664079343035
Position 59005: 0.39369636676683406
Position 2344: 0.36873986184408575
Position 11189: 0.33168588242789027
Position 29831: 0.31648956316994986
Position 38165: 0.31132575138798513
Position 22698: 0.25763775430643715
Position 25218: 0.22781050278990564
Position 906: 0.22708789122865966
Position 44143: 0.21242483474940552
Position 32686: 0.19871664677672574
Position 49975: 0.19601831831055397
Position 37651: 0.1899826002096959
Position 8169: 0.18455472103054368
Position 22238: 0.17096195855376722
Position 34299: 0.16662189381833462
Position 42165: 0.14995244609641517
Position 40607: 0.1491984210985165
Position 60730: 0.13772526564573423
Position 526: 0.13691247354911007
Position 41440: 0.13151809278317073
Position 57283: 0.1245949356541677
Position 53006: 0.11939672005313896
Position 10146: 0.11877737526441356
Position 42787: 0.11701370604767773
Position 34350: 0.11438269796041636
Position 58994: 0.10166156534988868
Position 2482: 0.09147115583013736
Position 26157: 0.09020474712379882
Position 56622: 0.08888278638529305
Position 595: 0.08809793625553465
Position 22550: 0.08119299874250697
Position 24461: 0.07727989624385723
Position 39024: 0.06979374943350329
Position 23487: 0.06143684144689926
Position 20832: 0.054299370625584154
Position 53221: 0.054280768615563815
Position 42604: 0.05419078454016952
Position 2846: 0.04606922486678848
Position 3149: 0.04564094592941465
Position 56592: 0.04275337082137275
Position 56539: 0.04177864737286725
Position 42951: 0.04170856114866181
Position 2128: 0.038084475720168195
Position 54762: 0.037200139393421865
Position 43152: 0.03617936490590437
Position 5610: 0.03584346784625881
Position 41578: 0.03478689539077803
Position 53261: 0.03190868862866213
Position 3365: 0.027854735038323593
Position 63699: 0.026150090720436052
Position 701: 0.023446322624232414
Position 25834: 0.02268782337847306
Position 47083: 0.0204980553968873
Position 2824: 0.01822302594543492
Position 63012: 0.01452652517579154
Position 2044: 0.014457823719429606
Position 53896: 0.013706276061493638
Position 43811: 0.01366881279198371
Position 54232: 0.01311157052297772
Position 3917: 0.012914153189424585
Position 10536: 0.010923953578279506
Position 2208: 0.010409399776651687
Position 25451: 0.009433459206549477
Position 38746: 0.00934481746549661
Position 1496: 0.008648085033694625
Position 2933: 0.008190313985744614
Position 2841: 0.008027252233654959
Position 5724: 0.007949601454403397
Position 52935: 0.007828558103955819
Position 231: 0.007264204354779182
Position 2048: 0.007078900454872303
Position 24832: 0.006735411463414349
Position 154: 0.005782120500585835
Position 2429: 0.005628911053361129
Position 43315: 0.0054150922368642485
Position 60673: 0.005158057367868887
Position 2124: 0.004758202186066489
Position 4620: 0.004639709319407931
Position 39332: 0.0043262165862964835
Position 6290: 0.004254529398693113
Position 1149: 0.003868087400145508
Position 42920: 0.003759347870598871
Position 3195: 0.0037252029696398094
Position 58788: 0.003724670451500507
Position 2221: 0.003693452099798209
Position 1018: 0.003179290762923352
Position 20157: 0.0030493220941479058
Position 41886: 0.0030392915251532425
Position 57779: 0.0029666758246531828
Position 23809: 0.0028955858487395036
Position 1863: 0.0028827168167139586
Position 63793: 0.0028346868869185407
Position 9011: 0.0027604136393206942
Position 6176: 0.0026459135617964537
Position 57783: 0.002643801469476932
Position 2132: 0.002627876302073919
Position 4615: 0.0024866848153898002
Position 361: 0.002243064406175152
Position 42277: 0.0021922702094871217
Position 4744: 0.0020463143215827245
Position 4358: 0.002004453092452991
Position 42992: 0.001949386136049098
Position 62656: 0.0019470032643393086
Position 2749: 0.001914006546993622
Position 6735: 0.0018926355863601797
Position 53284: 0.0017209853644976345
Position 22455: 0.0016346607959304672
Position 55209: 0.0016131989552504592
Position 9765: 0.0015960976064907885
Position 719: 0.0015738267348155298
Position 688: 0.0015722770288796688
Position 2671: 0.0015271717787776135
Position 24255: 0.0014958886117868875
Position 41894: 0.0014881129113979133
Position 8171: 0.001467224367253413
Position 56700: 0.0014186509771115534
Position 1326: 0.001336971308454589
Position 42778: 0.00120317969648061
Position 22688: 0.0011761986006981852
Position 3532: 0.0011465655821075275
Position 3869: 0.0011183891405550498
Position 59259: 0.0010211102533635315
Position 4198: 0.0009782681232939807
Position 40892: 0.0009761529846258211
Position 1084: 0.0009309380522950192
Position 190: 0.000920849219926618
Position 1231: 0.0009162322579136496
Position 60997: 0.0008775166178452431
Position 1298: 0.0008076661577183983
Position 37887: 0.0007669176631333824
Position 2226: 0.0007028417857822969
Position 56155: 0.0006820790493308889
Position 53725: 0.0006779828624117502
Position 61821: 0.0006613131499638902
Position 64413: 0.0006391286193324739
Position 115: 0.0005886730238228185
Position 492: 0.0004923264331970237
Position 757: 0.0004640944905629522
Position 53865: 0.0004632693318513897
Position 7165: 0.0003968902593429034
Position 54490: 0.00039559769507961
Position 53550: 0.00038294871092066704
Position 997: 0.0003598001304577403
Position 6406: 0.00033891800931103215
Position 1376: 0.0002974778705294812
Position 7089: 0.00028539628188259023
Position 57244: 0.0002769128466683921
Position 538: 0.0002744709380810677
Position 54535: 0.0002674271550859138
Position 1341: 0.000244645569066962
Position 870: 0.0001762298754012042
Position 1475: 0.00015996190402289403
Position 55088: 0.00013255260129852738
Position 258: 0.00012741271286404398
Position 663: 0.000118644636167762
Position 1369: 0.000109493758481544
Position 2054: 0.00010088223767847823
Position 1511: 9.210623905653186e-05
Position 54368: 8.386133400938596e-05
Position 1752: 6.516573139468928e-05
Position 828: 6.267354514670999e-05
Position 634: 5.547111260658483e-05
Position 1908: 3.659591584924443e-05
Position 54270: 3.498685932743352e-05
Position 65: 2.830612869085524e-05
Position 514: 1.894099635199635e-05
Position 883: 1.568418124993079e-05
Position 793: 1.5268254375953556e-05
Position 83: 1.28843788886803e-05
Position 2532: 9.435424930406299e-06
Position 1899: 8.882780037024563e-06
Position 38: 8.323914317267458e-06
Position 2166: 8.2862820877263e-06
Position 660: 7.83933167478797e-06
Position 912: 3.843868727664488e-06
Position 658: 3.7619577655418158e-06
Position 57775: 3.7323982963332975e-06
Position 898: 3.2200763367456626e-06
Position 1050: 3.218614941095496e-06
Position 2018: 2.749289093243869e-06
Position 1722: 1.8938785183051402e-06
Position 456: 4.237369676212815e-07
Position 294: 2.8769929352999e-07
Position 344: 1.1935752156591977e-07
Position 1528: 1.141842209793084e-07
Position 166: 6.873887961189115e-08
