Gene = LCN10
index = 771
Annotated 5SS: [ 173 1079 1708 2124 3010]
Annotated 3SS: [ 938 1597 2015 2910 3405]
SMsplice 5SS: [1079 1708 3010]
SMsplice 3SS: [1597 2910 3405]
top_k =  1000
Partition function (log Z): -4.787585916889856

Sorted 5' Splice Sites (High to Low Probability):
Position 3010: 0.92000901648855
Position 1079: 0.8116834580457584
Position 1708: 0.7384870751564956
Position 173: 0.47566052632652095
Position 2124: 0.3104109524249983
Position 2213: 0.2010825068741735
Position 677: 0.1841986532386238
Position 2347: 0.1512272022167334
Position 125: 0.12436395761750761
Position 2410: 0.02908038877469253
Position 1304: 0.025110461340473116
Position 2454: 0.024805613435400928
Position 2742: 0.021667171573248108
Position 2163: 0.014777723446731984
Position 521: 0.008268382696138119
Position 1350: 0.00802232683529795
Position 1035: 0.006950924892679638
Position 2154: 0.0067798957305324
Position 2396: 0.006567021950738637
Position 1521: 0.005816493887014808
Position 1257: 0.004683899967526486
Position 844: 0.004242452954469787
Position 3293: 0.00381702112524334
Position 136: 0.003575688399782206
Position 464: 0.0031938384278954518
Position 1525: 0.0029798189470718415
Position 440: 0.002638263477998892
Position 1917: 0.00236309773999737
Position 3290: 0.00233805393428484
Position 1029: 0.002258114839924878
Position 2590: 0.002017815677884974
Position 374: 0.0018489966599286828
Position 953: 0.0017004363751776436
Position 468: 0.0014215299940666087
Position 98: 0.0012911044977669548
Position 2833: 0.0012311599530397618
Position 92: 0.0011628575874012422
Position 86: 0.0010096650591988135
Position 392: 0.0008986464416134259
Position 884: 0.0008113128067876614
Position 851: 0.0007273727723343388
Position 572: 0.0005514917187224612
Position 15: 0.0005258109994095943
Position 50: 0.0005074729903213301
Position 860: 0.0004992987743231435
Position 1489: 0.0004919765146515073
Position 74: 0.00039546041040903123
Position 493: 0.00027354852635179405
Position 1044: 0.000271782464265497
Position 1623: 0.00026431326261401155
Position 1947: 0.00023726941815176432
Position 3113: 0.00023138195144734532
Position 652: 0.0002148639670447191
Position 1447: 0.0002048835639164567
Position 1741: 0.00016257190586143428
Position 555: 0.00014551366136785878
Position 118: 0.00014170474723954662
Position 1653: 0.00013977907391307757
Position 1710: 0.00012427540501169137
Position 1846: 0.00011290827448713655
