Gene = SH2D5
index = 1251
Annotated 5SS: [ 356 4579 5014 5536 6617 8141 8454 8911 9781]
Annotated 3SS: [ 4449  4932  5460  6469  7900  8284  8801  9620 10540]
SMsplice 5SS: [ 180  533 4579 5014 5536 6617 8141 8454 8911 9781]
SMsplice 3SS: [  264  4449  4932  5460  6469  7900  8284  8801  9620 10540]
top_k =  1000
Partition function (log Z): 6.313529409447772

Sorted 5' Splice Sites (High to Low Probability):
Position 9781: 0.9411833806481981
Position 8911: 0.9171154558938351
Position 8454: 0.8417350810568502
Position 5014: 0.6753984961450294
Position 6617: 0.6738467521461833
Position 4579: 0.6618478951916866
Position 180: 0.6510431884719154
Position 533: 0.5057245965165056
Position 8141: 0.4214647565537718
Position 753: 0.3524646128644588
Position 5536: 0.3312128966963814
Position 3204: 0.2900909073199425
Position 356: 0.2844220224984699
Position 1089: 0.2810907598048282
Position 5873: 0.2776068547936554
Position 5558: 0.26757286514633677
Position 5531: 0.2254807000148616
Position 8188: 0.22498908219320926
Position 8129: 0.13606544228114345
Position 2016: 0.13553427034859838
Position 5068: 0.1252515987669582
Position 4257: 0.11872790975428936
Position 8009: 0.10112635625006183
Position 6063: 0.09589673626946035
Position 100: 0.08722571217751339
Position 9078: 0.08654080844605314
Position 7608: 0.08529643394971863
Position 1653: 0.07883748394454772
Position 4557: 0.07526402577552292
Position 8384: 0.07268909988023078
Position 3093: 0.060491972047521776
Position 5878: 0.056304763093740086
Position 1791: 0.054993411206173785
Position 63: 0.053117818171393175
Position 383: 0.05260692266673468
Position 6681: 0.0462925943249726
Position 2010: 0.04552704640124953
Position 8045: 0.0445457902763567
Position 1810: 0.041822522450011564
Position 4602: 0.040141172420609356
Position 7820: 0.039033762394689045
Position 6058: 0.038854297043479716
Position 2155: 0.029332942014627442
Position 573: 0.02660776929093066
Position 8532: 0.026297564625676062
Position 4612: 0.02156666866893279
Position 1835: 0.02129965643414609
Position 394: 0.021066669697888632
Position 4627: 0.013636842031678132
Position 8526: 0.013022281208621738
Position 7753: 0.012426555234022255
Position 10748: 0.01146813806146274
Position 3998: 0.011438521498367852
Position 10116: 0.011077194987617353
Position 1747: 0.010946202344156664
Position 7718: 0.010690219284927643
Position 4261: 0.01039239061373319
