Gene = MKLN1
index = 847
Annotated 5SS: [   138  47634  59403  61113  69517  71574  83524  86851 101286 110138
 115843 118044 135505 136549 138556 143085 150818]
Annotated 3SS: [ 47563  59259  61023  69406  71380  83445  86784 101172 109924 115620
 117913 135356 136433 138415 142981 150762 159746]
SMsplice 5SS: [   138  47634  59403  61113  69517  83198  83524  86922  87184 101286
 109828 110138 118044 132810 135505 136549 138556 143085 165481]
SMsplice 3SS: [ 47563  59259  61023  69406  83107  83445  86784  87033 101172 109756
 109924 117913 132722 135356 136433 138415 142981 165368 166743]
top_k =  1000
Partition function (log Z): -82.29633798068463

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9991684204497081
Position 11124: 0.5190877653437977
Position 10615: 0.33380277657173557
Position 13673: 0.23609561523560346
Position 13944: 0.08270084588760751
Position 2646: 0.08141047169775466
Position 1272: 0.07532074210089057
Position 9250: 0.06211334779990192
Position 3600: 0.05781543465488629
Position 13529: 0.04426562189072103
Position 13948: 0.04231895709655105
Position 10808: 0.037140105797863865
Position 8427: 0.03194185784701324
Position 4232: 0.022125351131540037
Position 1544: 0.020931595356333137
Position 10141: 0.017395752081733197
Position 12562: 0.016301168966552825
Position 3366: 0.008530036306180457
Position 14961: 0.008319102341722595
Position 6032: 0.00797557148250342
Position 2769: 0.007669972519848894
Position 15235: 0.007398942708277869
Position 6131: 0.006594652838593891
Position 2005: 0.005721324713724905
Position 2522: 0.004530062140748535
Position 4790: 0.003966165072803799
Position 7831: 0.003686337634935656
Position 2396: 0.003583730201926424
Position 13048: 0.0033847284345076543
Position 2709: 0.0032354817289485154
Position 3790: 0.0028064140646344785
Position 14079: 0.0014357859487958945
Position 8561: 0.0010355904960684867
Position 10228: 0.0010220183451482077
Position 2036: 0.0002921279976624284
Position 2214: 0.00021977737458545762
Position 357: 0.0002103309125613412
Position 189: 0.0001976727691160393
Position 2121: 0.0001781688488042538
Position 4009: 0.00013882870933077618
Position 2218: 0.00013306818531815415
Position 6745: 0.00012843433984485514
Position 1413: 0.0001065442052161665
Position 105: 7.451704962469395e-05
Position 1849: 7.163396540124416e-05
Position 432: 6.352228283276725e-05
Position 3902: 4.635584607822096e-05
Position 6778: 4.564348265961924e-05
Position 819: 4.3692688226412506e-05
Position 6668: 4.250955365358136e-05
Position 6648: 3.120291620659935e-05
Position 581: 2.9348857127375217e-05
Position 2673: 2.726264186395626e-05
Position 1570: 1.9884270689736767e-05
Position 2304: 1.8897621902333856e-05
Position 533: 1.7044272363380552e-05
Position 3794: 1.7003521685023064e-05
Position 404: 1.4844489772055967e-05
Position 3802: 1.4672187202820983e-05
Position 1420: 1.4661918935843407e-05
Position 256: 1.1480713006355289e-05
Position 553: 1.0376401361290102e-05
Position 2411: 9.63077770223703e-06
Position 2169: 6.476500777386785e-06
Position 1431: 5.494769148119139e-06
Position 623: 5.410168636633579e-06
Position 523: 5.22720167016973e-06
Position 180: 4.742276086438658e-06
Position 10: 4.320926386941629e-06
Position 318: 3.9856405428398945e-06
Position 324: 3.584172292009991e-06
Position 29: 2.8565079018623997e-06
Position 426: 2.632187571973523e-06
Position 928: 2.465322861765523e-06
Position 201: 2.431975747020662e-06
Position 536: 1.8875423691608558e-06
Position 1106: 1.7450023949881309e-06
Position 1113: 1.6793262660158335e-06
Position 1245: 1.4709479214570199e-06
Position 608: 1.1727893512224328e-06
Position 75: 1.087263657746833e-06
Position 957: 1.0212995202536324e-06
Position 1225: 9.512861373281371e-07
Position 823: 8.730589058539224e-07
Position 613: 8.56150132699353e-07
Position 142: 7.911067753887911e-07
Position 1142: 7.544627075749214e-07
Position 668: 6.108696496927358e-07
Position 952: 5.303638999959288e-07
Position 709: 3.571983139668641e-07
Position 1830: 3.233979566526355e-07
Position 1809: 2.8053921583530637e-07
Position 1460: 1.8508601800148067e-07
Position 1331: 1.830185415474818e-07
Position 1783: 1.8210901898199954e-07
Position 2021: 1.6852447698338867e-07
Position 2126: 1.4263308128207704e-07
Position 1023: 1.3401662658402588e-07
Position 2493: 1.0149622012831353e-07
Position 2137: 9.591120004864293e-08
Position 1257: 6.839010184420183e-08
Position 1922: 6.81648467098665e-08
Position 847: 4.219345279134579e-08
Position 1597: 3.8578069136586215e-08
Position 638: 3.005971424596803e-08
Position 1587: 2.558681432797926e-08
Position 744: 2.09169954682784e-08
Position 1453: 2.0172162342087685e-08
Position 1696: 1.980768290971625e-08
Position 1643: 1.093402648173728e-08
Position 1470: 8.737755754135092e-09
Position 1579: 4.299519138523734e-09
Position 1719: 3.5183909685981967e-09
Position 1827: 2.4038681085422926e-09
Position 963: 1.5550066178573795e-09
Position 967: 2.370193337188958e-10
Position 795: 7.942990449557387e-11
Position 276: 4.715082921575378e-11
Position 160: 3.4722862172272475e-11
Position 14: 4.072152226357304e-12
Position 579: 3.968182536224546e-12
Position 594: 3.827790116177139e-12
Position 542: 3.2571750827331092e-12
Position 359: 3.007816513522032e-12
Position 361: 6.82188959633768e-13
Position 58: 6.321775252121124e-13
Position 270: 9.925579884406886e-14
Position 478: 1.6670784334804426e-15
Position 516: 2.4111767989177802e-18
Position 293: 2.1361959877438863e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 14764: 0.36055107473969017
Position 10419: 0.3150308440077251
Position 10980: 0.3028616117968235
Position 13837: 0.2524858065454548
Position 13612: 0.18201990052559602
Position 11058: 0.17683482574528228
Position 13375: 0.14252910001497285
Position 11026: 0.11396988016928764
Position 2554: 0.06879294208688752
Position 13410: 0.06610393636097799
Position 1171: 0.050840723517795075
Position 17568: 0.03924484494120169
Position 3486: 0.03917170155347877
Position 10511: 0.037459267569674756
Position 21360: 0.031659471748361846
Position 15733: 0.03103749913470323
Position 10692: 0.029841839036846375
Position 12439: 0.02955283242737696
Position 9108: 0.02811975049642036
Position 14323: 0.02616042510152086
Position 20723: 0.022750796741811193
Position 9193: 0.02214956110457296
Position 8355: 0.021867326710443984
Position 4124: 0.02020451101204876
Position 1412: 0.01978383064856677
Position 4922: 0.019664616236795197
Position 15336: 0.018154796367927255
Position 10054: 0.015186981646938503
Position 10095: 0.012730875067015394
Position 10536: 0.012438705807479555
Position 3454: 0.010337728925816653
Position 1929: 0.010185241049497987
Position 2577: 0.009326280395444737
Position 1055: 0.009002501679038771
Position 8233: 0.008856298291652064
Position 2927: 0.008751145916950025
Position 12899: 0.008666151479119815
Position 15050: 0.008319102341722541
Position 11930: 0.008152272080002174
Position 9161: 0.007712300055227469
Position 11022: 0.007677860834955724
Position 2422: 0.007123654676724575
Position 6062: 0.007078112178929338
Position 9030: 0.00699839982001919
Position 985: 0.006966413665179464
Position 3573: 0.006893001757001153
Position 6850: 0.0066111019894724
Position 7740: 0.00493238000842265
Position 2476: 0.004644539167264862
Position 13329: 0.004141979203003712
Position 11725: 0.00393870195076843
Position 1089: 0.0038418584716107167
Position 5913: 0.0036579330919909755
Position 4693: 0.0036021788540459704
Position 8161: 0.003476908127045073
Position 13145: 0.0034132918590937715
Position 3283: 0.00325506299513974
Position 8310: 0.003138259314879141
Position 11178: 0.0031176818878644926
Position 2410: 0.0030850796464590713
Position 3528: 0.002830144518556967
Position 5721: 0.002677055725850737
Position 11544: 0.0025787403143438968
Position 11901: 0.002542961345350244
Position 9701: 0.002110457444512411
Position 10324: 0.002071713761447133
Position 6527: 0.0018828759395412235
Position 12401: 0.0018804973549740173
Position 2898: 0.0017879675122371148
Position 1064: 0.0015943253809355168
Position 2161: 0.0015455375955701761
Position 4773: 0.001534965579178646
Position 5888: 0.0015343272517765506
Position 9306: 0.0013840462245243773
Position 2298: 0.0013665695702922318
Position 10858: 0.001363755789915768
Position 4008: 0.001355313199068329
Position 1128: 0.0013402351478038344
Position 2379: 0.0013249228422929822
Position 12225: 0.001239032119204802
Position 12111: 0.0011991214087635617
Position 2632: 0.0011362704672056823
Position 5859: 0.0010503034908050147
Position 11255: 0.001036272289571727
Position 1345: 0.001009713519218429
Position 7834: 0.0009887161427640852
Position 1023: 0.0009764960943065346
Position 6353: 0.0008825436909384204
Position 10264: 0.0008499853735424922
Position 2301: 0.00084458258052501
Position 8715: 0.0008154097181933413
Position 6777: 0.0007732638782429308
Position 2454: 0.0007444071648544272
Position 1747: 0.0007431941652164886
Position 1061: 0.0006758374381762872
Position 6301: 0.0005900603241408779
Position 11420: 0.0005863290601189383
Position 3949: 0.0005829271284848868
Position 1786: 0.0005541341129223882
Position 2352: 0.0005370991963566774
Position 3716: 0.0005218011841702594
Position 3693: 0.0004957390982055424
Position 5862: 0.0004919538192429423
Position 10772: 0.0004914599202063351
Position 7803: 0.00048706569075976624
Position 3364: 0.0004121774121007853
Position 3234: 0.00041090768113212457
Position 4147: 0.00040925125883757064
Position 9171: 0.0003964822546760863
Position 1295: 0.0003915674355183734
Position 9705: 0.0003872101580118521
Position 7104: 0.00036797053277592035
Position 1489: 0.00034773833190625313
Position 927: 0.00033509870609370394
Position 12060: 0.0003309011030535301
Position 10058: 0.0003220321453044875
Position 5677: 0.00030320963429010625
Position 4066: 0.0002914765027489024
Position 9654: 0.0002862492679901527
Position 4533: 0.00028370332191881247
Position 2615: 0.0002754947066000444
Position 5941: 0.0002614726976498066
Position 10946: 0.00023837430463995182
Position 9973: 0.00023615319150789725
Position 3065: 0.0002358456027742884
Position 6898: 0.0002117729197836204
Position 2745: 0.00021130371518687755
Position 7447: 0.00020683846692617536
Position 1668: 0.0002047204738474462
Position 9590: 0.00020347131949949266
Position 4327: 0.0001940753998608559
Position 10075: 0.00017893638568794223
Position 834: 0.00016891523332893146
Position 5399: 0.0001594890423972427
Position 8762: 0.00015468756342894237
Position 3245: 0.00015303768816822563
Position 1058: 0.00013724674328532017
Position 9249: 0.0001305918089471455
Position 2267: 0.00012109048425261157
Position 2613: 0.0001209601739764822
Position 3266: 0.00012053636795861521
Position 2121: 0.00012029195920606011
Position 4294: 0.00011900684972121238
Position 5702: 0.00011656342167223804
Position 1451: 0.00011648824596267255
Position 1392: 0.00010907581861140739
Position 1111: 0.00010427167100840935
Position 9388: 9.397832946435136e-05
Position 6226: 9.334173661793699e-05
Position 7989: 9.321076035199921e-05
Position 3687: 8.611934038992892e-05
Position 9042: 8.384449226999409e-05
Position 2355: 7.988585945302472e-05
Position 8069: 7.744791866544837e-05
Position 7168: 7.530590745041602e-05
Position 4195: 7.44219510424269e-05
Position 5248: 7.236373048589754e-05
Position 4928: 7.161844643947202e-05
Position 795: 6.640431520641094e-05
