Gene = PARK7
index = 998
Annotated 5SS: [  131  1213  3763  7742  9301 16076]
Annotated 3SS: [ 1099  3660  7681  9230 15988 23230]
SMsplice 5SS: [  131  1213  3763  9301 16076]
SMsplice 3SS: [ 1099  3660  9230 15988 23230]
top_k =  1000
Partition function (log Z): 2.4538001133032434

Sorted 5' Splice Sites (High to Low Probability):
Position 1213: 0.9993365965299963
Position 3763: 0.9792645915315508
Position 16076: 0.8135126489358876
Position 9301: 0.7463957484304246
Position 131: 0.6300380386099456
Position 7742: 0.4911070358183595
Position 21342: 0.48589422016853523
Position 419: 0.37400468773023066
Position 3556: 0.2988394905135888
Position 9338: 0.2332829109168292
Position 3564: 0.23189668587249107
Position 18694: 0.20143299841680903
Position 3964: 0.14960080321931202
Position 3984: 0.12503437444858437
Position 7486: 0.1134872347165223
Position 73: 0.10413524399419474
Position 19323: 0.09849309692235209
Position 7713: 0.0939201710711717
Position 21575: 0.09343359431143736
Position 18741: 0.08047053641928348
Position 2687: 0.05663396996722246
Position 15754: 0.04275431908713945
Position 3521: 0.03882079402068545
Position 21962: 0.032533310088704755
Position 4016: 0.03240393521685486
Position 8614: 0.029026952111994613
Position 7090: 0.02592777924405161
Position 18808: 0.024398356746233658
Position 2296: 0.022064751699724054
Position 999: 0.020704157455559383
Position 8806: 0.02067495439031198
Position 535: 0.018281268226977763
Position 14604: 0.017514924758480988
Position 5942: 0.0172593928969303
Position 6996: 0.016839372290985786
Position 4741: 0.013671831935232328
Position 34: 0.01360015460973333
Position 4479: 0.013497374216736413
Position 20139: 0.013330185321680416
Position 17508: 0.01109167354208737
Position 9342: 0.010922128553667521
Position 2606: 0.010675720925709514
Position 6243: 0.009482688138130824
Position 17416: 0.009236967053533239
Position 4020: 0.009143421791975017
Position 19806: 0.008352649336787636
Position 10523: 0.007819959537558064
Position 2467: 0.0072744172669112275
Position 3897: 0.006598576236973271
Position 46: 0.005662656390842258
Position 17831: 0.005413347373686747
Position 8782: 0.00520137975332172
Position 490: 0.004644119340826693
Position 1923: 0.004390240154826162
Position 21625: 0.004049882142222546
Position 846: 0.003591245319358112
Position 2887: 0.0035811922559575255
Position 17449: 0.0035346193951020792
Position 2430: 0.003099353672933951
Position 251: 0.003024919653740517
Position 3968: 0.0029663734190332938
Position 9014: 0.002946225222858849
Position 8560: 0.002668382412942485
Position 6432: 0.002576820772991647
Position 16477: 0.002387172947612905
Position 19111: 0.001947761708162225
Position 216: 0.0018450295160567347
Position 19075: 0.0018385357947551407
Position 9347: 0.0017877788201325193
Position 13883: 0.0016581313702849858
Position 17437: 0.001471056059163203
Position 7506: 0.0014263713535376224
Position 7606: 0.00132070711108689
Position 1573: 0.0012710260721802854
Position 3071: 0.0012641606370643052
Position 7580: 0.0011922165675998895
Position 8195: 0.0011904590701784542
Position 517: 0.0011184726766574065
Position 3292: 0.001062220438035424
Position 4364: 0.000984023852668792
Position 342: 0.0009693258060018344
Position 158: 0.000944599861212828
Position 125: 0.0008827343600298036
Position 188: 0.0008109669056435255
Position 198: 0.0007259831309025726
Position 23473: 0.0006754271923649354
Position 8252: 0.0006708832418500129
Position 66: 0.0006675527538405132
Position 80: 0.0006456043229316831
Position 439: 0.0006057659767474633
Position 2138: 0.0005918837902663966
Position 3995: 0.0005846120515824376
Position 1858: 0.0005596976594229286
Position 4242: 0.0005333297842988146
Position 3035: 0.00053108539073724
Position 1682: 0.0005086648137135901
Position 934: 0.0004906728879874486
Position 2907: 0.0004728259777108726
Position 2684: 0.00046520868785181603
Position 160: 0.000430257868562343
Position 6806: 0.0004206094809009222
Position 5328: 0.00033534483459303716
Position 8247: 0.00031780602640310774
Position 963: 0.000290913150900135
Position 4503: 0.0002488186819317471
Position 1816: 0.00020546567309963947
Position 5677: 0.00019987245074698596
Position 3767: 0.00019057539765210627
Position 574: 0.00018129193358579603
Position 412: 0.0001729563204673417
Position 4344: 0.00015610287357405769
Position 5794: 0.00015414233941261457
Position 2925: 0.00015131924468025597
Position 5219: 0.00014087598064169526
Position 104: 0.0001271645510623676
Position 664: 0.00011530677774892005
Position 986: 0.00010236834314725316
Position 709: 8.44762464015548e-05
Position 2733: 7.788469647185449e-05
Position 6512: 7.785092218216438e-05
Position 323: 7.455963302709196e-05
Position 182: 6.863340889980778e-05
Position 525: 6.390847102428786e-05
Position 748: 6.115299775780903e-05
Position 326: 5.8560307315846946e-05
Position 2150: 5.718666532517355e-05
Position 206: 5.54522194257195e-05
Position 789: 5.5070641117491947e-05
Position 970: 5.464489712679219e-05
Position 826: 5.219949659504652e-05
Position 2671: 4.68679612576771e-05
Position 1043: 3.641935015967697e-05
Position 2870: 3.5665429025290756e-05
Position 2071: 3.2024370564976806e-05
Position 50: 2.6752841893840213e-05
Position 3707: 2.3333082681942386e-05
Position 2691: 1.914073929687358e-05
Position 5: 1.7547679346662214e-05
Position 783: 1.7503831720395604e-05
Position 617: 1.663840814896123e-05
Position 3721: 1.5122407572816307e-05
Position 1481: 1.501138591471008e-05
Position 3313: 1.3776170479173752e-05
Position 2891: 1.3729286781492207e-05
Position 520: 1.2510137935852394e-05
Position 281: 1.199137596287445e-05
Position 2877: 1.1615299065267457e-05
Position 218: 1.1574248962286547e-05
Position 3783: 1.1235006662584611e-05
Position 731: 8.517306339864137e-06
Position 3988: 7.124995491627602e-06
Position 3287: 7.11882997327782e-06
Position 2757: 6.3644026542453745e-06
Position 714: 6.000906226073672e-06
Position 763: 5.723752168773731e-06
Position 761: 4.425274302199043e-06
Position 4024: 4.241286611699141e-06
Position 572: 4.186353051365991e-06
Position 3700: 4.097626975179592e-06
Position 622: 3.900737458697286e-06
Position 3667: 3.831370368262942e-06
Position 68: 3.5405718458758302e-06
Position 559: 3.4629736907915114e-06
Position 405: 2.676303803130421e-06
Position 3: 2.452242277003701e-06
Position 77: 1.5951924621387423e-06
Position 3713: 1.4026240819504022e-06
Position 1948: 1.1269877137583568e-06
Position 3957: 1.0801881887904401e-06
Position 592: 9.424088575261228e-07
Position 4059: 8.660857016017824e-07
Position 291: 7.588891141531564e-07
Position 4002: 7.308150697588384e-07
Position 2280: 6.349094411640856e-07
Position 300: 6.142366334020116e-07
Position 3921: 4.943565394583517e-07
Position 1667: 3.890548010106298e-07
Position 1780: 1.620238058473143e-07
Position 1893: 1.570113799169676e-07
Position 200: 1.4351686864446562e-07
Position 3833: 1.3416500162360894e-07
Position 1189: 1.1983874957230086e-07
Position 1180: 1.1008455060076004e-07
Position 38: 5.801963860330246e-08
Position 1637: 3.964964057679847e-08
Position 3972: 3.0950268365026654e-08
Position 1452: 1.8823769663744612e-08
Position 1195: 1.2929575287433275e-08
Position 1217: 1.1290509191597108e-08
Position 1582: 1.0091495222798064e-08
Position 1593: 4.781092088489484e-09
Position 167: 4.463332897349595e-09
Position 1665: 2.5583688006396668e-09
Position 1293: 9.047125987470956e-10
Position 1860: 8.009494315146179e-10
Position 1383: 4.720536921332973e-10
Position 1253: 2.857867168608393e-10
Position 469: 9.303159306501796e-12
Position 390: 6.346283916888213e-12
Position 480: 3.2607862613236782e-12
Position 483: 5.780068474114251e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9230: 0.9923285967994665
Position 1099: 0.9903820505871405
Position 23230: 0.9708034918771358
Position 3660: 0.9079458710281691
Position 15988: 0.8036816014527526
Position 21222: 0.49193253473976883
Position 7681: 0.40790697244370133
Position 3408: 0.3272361479966092
Position 3887: 0.2973703996358874
Position 7421: 0.2302935831003764
Position 3433: 0.15775141128046874
Position 281: 0.14953182904374024
Position 18654: 0.12642602880101256
Position 19229: 0.09127953599386475
Position 21449: 0.08652848213448056
Position 18563: 0.07761586501732358
Position 3465: 0.07698773932170112
Position 18582: 0.05810979048639279
Position 3628: 0.05770550202874995
Position 18600: 0.04069948155728865
Position 7565: 0.038382842197034375
Position 21888: 0.03351690091850752
Position 2637: 0.03268725402058643
Position 17343: 0.027032687779879473
Position 15667: 0.02447767566844949
Position 5856: 0.023481013174656964
Position 3930: 0.022093099178134148
Position 2530: 0.018586982395212177
Position 6897: 0.01856115949733977
Position 21490: 0.017597489995903787
Position 8641: 0.01710745280117052
Position 20020: 0.016781632015875975
Position 905: 0.016620868866602242
Position 232: 0.015728707419242937
Position 8503: 0.015579813859463587
Position 2178: 0.01264862148325226
Position 7601: 0.01224810097914639
Position 8536: 0.009972204145556945
Position 15609: 0.009764813819577518
Position 19061: 0.009588307499234125
Position 15717: 0.009547522884080853
Position 3679: 0.009351649114369935
Position 4395: 0.009079556784923764
Position 8644: 0.008768881342463182
Position 2567: 0.008743742465685435
Position 19701: 0.008633084044748726
Position 6877: 0.007968557044285443
Position 6873: 0.007658274451787533
Position 14416: 0.007448301645477139
Position 6947: 0.0070664737239979234
Position 3666: 0.006905180193022298
Position 17651: 0.006815225837063297
Position 2174: 0.006769523008540325
Position 16018: 0.0065499960676169
Position 14484: 0.006201023986871666
Position 8386: 0.006143316519916573
Position 321: 0.006020148400934732
Position 4453: 0.005737730605260329
Position 10399: 0.005586137968538734
Position 4191: 0.004975381865971511
Position 2466: 0.004839587556038392
Position 7709: 0.004319334573911871
Position 18722: 0.0042733705734059576
Position 1741: 0.0041197253212899585
Position 7635: 0.003979416725580208
Position 2198: 0.003875222226124767
Position 14545: 0.0038676109407367247
Position 23192: 0.003776527520326799
Position 7506: 0.00377340449361032
Position 4364: 0.0034271960736630136
Position 2112: 0.003306780685319666
Position 4678: 0.0030374189437172906
Position 3600: 0.0029493838082072957
Position 8890: 0.002946225222858849
Position 16358: 0.0028345022751957646
Position 2338: 0.002797366018800295
Position 2571: 0.0026104202636628594
Position 3413: 0.002430392527226314
Position 995: 0.0024032629741750407
Position 2764: 0.0023573684655594216
Position 7942: 0.002181909119533555
Position 10402: 0.002154036971150479
Position 3367: 0.002028036538040864
Position 18841: 0.0020207091345220717
Position 709: 0.0020053307643986018
Position 6007: 0.001989343942715532
Position 15966: 0.001962175075580108
Position 6727: 0.001933598785094852
Position 2335: 0.0018690305923832113
Position 4435: 0.0016004857024722778
Position 7454: 0.0015543604693521922
Position 3229: 0.0015228481511381133
Position 3604: 0.0013453167188680983
Position 13788: 0.0012969746280812337
Position 2890: 0.001245504824294502
Position 2427: 0.0010668105936042832
Position 6325: 0.0010250492807727088
Position 880: 0.0010207896675466272
Position 1409: 0.0009707738357216814
Position 1136: 0.0009449923523638004
Position 6349: 0.0008906754301332507
Position 3550: 0.0008656741885568803
Position 2857: 0.0008506383471752266
Position 15874: 0.0007758613791466961
Position 970: 0.0007417655692251195
Position 6376: 0.0007389469842678523
Position 1765: 0.0007155936654414789
Position 23594: 0.0006754271923649345
Position 1159: 0.0006358923150682128
Position 731: 0.0006118915141433078
Position 5861: 0.0006112204831432615
Position 4519: 0.0005973808413290431
Position 773: 0.00053308618312831
Position 2537: 0.0004975462026640922
Position 2362: 0.0004848119002430013
Position 5151: 0.000476298636655053
Position 4516: 0.0004166880156301063
Position 1585: 0.00040138375554026295
Position 13808: 0.00039459839091841794
Position 1432: 0.0003874397159447577
Position 1051: 0.0003815650843317512
Position 2017: 0.00037545625515508633
Position 2413: 0.0003752318697340785
Position 5965: 0.0003252475945796252
Position 20821: 0.0003198333945389135
Position 21513: 0.000318836333736998
Position 431: 0.0002910024267728659
Position 3311: 0.0002747612112004512
Position 2037: 0.00023928628575323706
Position 3378: 0.00021706169970677887
Position 1845: 0.00021700427540498842
Position 3199: 0.00021129013977670737
Position 3099: 0.0002096178551514031
Position 939: 0.00020230774362250676
Position 3172: 0.000202233256392225
Position 16117: 0.00019461949800797488
Position 340: 0.0001879005729316706
Position 3339: 0.0001853452322561097
Position 5911: 0.00018220962207383305
Position 446: 0.00017891364022730376
Position 5553: 0.00016956473200863606
Position 20935: 0.00016294900889196536
Position 22119: 0.00015989348959811572
Position 2032: 0.00015501871058313247
Position 5667: 0.00015456920402463748
Position 5945: 0.00015272681024677384
Position 3483: 0.00013553331013461365
Position 3486: 0.00013261942790599056
Position 3343: 0.00012903086467228565
Position 21574: 0.00012039737978242283
Position 2924: 0.00012031601846646225
Position 4656: 0.000119616489110833
Position 21407: 0.0001131899191727881
Position 111: 0.00011152247686759362
Position 17379: 0.00011009239054230236
Position 1445: 0.00010431052745541891
Position 2255: 0.00010162973490890401
Position 19374: 0.0001011883598207415
Position 14752: 9.786852023387213e-05
Position 1138: 9.231560465071153e-05
Position 2224: 9.173372327153782e-05
Position 10494: 8.886327173042253e-05
Position 20040: 7.871500939978928e-05
Position 617: 7.13725206948529e-05
Position 9245: 7.116900034235551e-05
Position 2470: 6.997438697928637e-05
Position 3058: 6.23395006775977e-05
Position 15082: 6.069709863231541e-05
Position 2943: 5.97292575438568e-05
Position 20333: 5.909276455749892e-05
Position 9118: 5.883547256608749e-05
Position 1704: 5.572357427861973e-05
Position 17675: 5.4018073795344425e-05
Position 490: 5.2758280236987524e-05
Position 826: 5.116426299521199e-05
Position 9898: 4.618176318361285e-05
Position 17295: 4.3643812177236186e-05
Position 3555: 4.2769810273937095e-05
Position 1192: 4.134500417499369e-05
Position 1611: 4.082107739396161e-05
Position 1989: 3.950022452550441e-05
Position 4059: 3.933620210482235e-05
Position 2180: 3.9038512445096124e-05
Position 714: 3.565099035324917e-05
Position 18154: 3.423414196012299e-05
Position 1975: 3.3539078254310176e-05
Position 5422: 3.0337988203630126e-05
Position 347: 2.837443468757261e-05
Position 20559: 2.7954672863331293e-05
Position 2117: 2.7568371726653688e-05
Position 4324: 2.7538086504541096e-05
Position 1965: 2.7164300191123576e-05
Position 2271: 2.6821043017533643e-05
Position 1893: 2.4734161811053042e-05
Position 17352: 2.340865360465972e-05
Position 9459: 2.295791778525823e-05
Position 2258: 2.266978422698175e-05
Position 4651: 2.2592211903827174e-05
Position 2614: 2.192757589272966e-05
Position 19676: 2.121669580677339e-05
Position 18023: 2.0697030285313274e-05
Position 16354: 2.0541735442889658e-05
Position 13844: 2.038049564936806e-05
Position 9428: 1.9511180575598382e-05
Position 19797: 1.9331069040998723e-05
Position 9965: 1.8553435940458144e-05
Position 16774: 1.7772577717687513e-05
Position 1822: 1.6280674386907032e-05
Position 3105: 1.6238446795282144e-05
Position 3953: 1.5563796898072253e-05
Position 664: 1.5234739408816344e-05
Position 1331: 1.4470609666650166e-05
Position 2643: 1.3942073810294553e-05
Position 15832: 1.356835009530413e-05
Position 2580: 1.3425074283830072e-05
Position 18245: 1.1457771726023855e-05
Position 3853: 1.1045743718986302e-05
Position 16748: 1.0644438586556231e-05
Position 3826: 1.0570298922826062e-05
Position 907: 1.0394714021414339e-05
Position 1591: 1.0325608249530734e-05
Position 18223: 1.0118256691239592e-05
Position 1898: 9.217250209751711e-06
Position 14943: 8.78968793028381e-06
Position 1519: 8.784623173546805e-06
Position 12131: 8.71000596332047e-06
Position 1922: 8.479323560173432e-06
Position 622: 8.238995348718421e-06
Position 17384: 8.033675903551421e-06
Position 1065: 7.893891576956802e-06
Position 837: 6.911491762423814e-06
Position 387: 6.520422199653563e-06
Position 776: 5.222312215397569e-06
Position 744: 5.112831428647286e-06
Position 3740: 5.050551860726041e-06
Position 16378: 4.894968999986486e-06
Position 9747: 4.8188015479322675e-06
Position 9987: 4.622965492323855e-06
Position 1654: 4.602602080950853e-06
Position 4483: 4.4964023430831596e-06
Position 16516: 4.461769469053074e-06
Position 3893: 4.100309308654808e-06
Position 9577: 3.6306992829041877e-06
Position 13068: 3.135747957348331e-06
Position 1165: 2.814049862767807e-06
Position 9398: 2.8125538980319812e-06
Position 9872: 2.7058195327819886e-06
Position 10831: 2.1680849240775395e-06
Position 3842: 2.089921746291156e-06
Position 2687: 2.026656591724615e-06
Position 4241: 1.9611552652935602e-06
Position 10992: 1.8684624702928057e-06
Position 1857: 1.7481952528659487e-06
Position 474: 1.7459198716575797e-06
Position 4079: 1.6924924204197767e-06
Position 3694: 1.3442229782882884e-06
Position 9695: 1.3423902700785868e-06
Position 14031: 1.253181013275004e-06
Position 11274: 1.1987280887938781e-06
Position 10021: 1.142805910450869e-06
Position 9380: 1.0350575326654136e-06
Position 559: 9.263153258750343e-07
Position 9610: 8.902381562092456e-07
Position 9816: 8.61186239153213e-07
Position 7485: 8.23654610714453e-07
Position 9594: 8.095243354817626e-07
Position 9662: 7.327362692893446e-07
Position 15794: 7.120633204594128e-07
Position 2295: 7.119088400831599e-07
Position 4165: 6.853666067535584e-07
Position 9614: 5.875915662698243e-07
Position 130: 5.184596463905041e-07
Position 9584: 3.6580292647383826e-07
Position 9524: 3.428109188954055e-07
Position 1162: 2.7399059189844293e-07
Position 999: 2.631375429024448e-07
Position 2210: 2.535888190737047e-07
Position 1293: 2.3767054228146015e-07
Position 4416: 2.3136413007910203e-07
Position 1587: 2.2842185097024794e-07
Position 9841: 2.127708584650733e-07
Position 9946: 2.0474716809076665e-07
Position 2062: 1.703970112764897e-07
Position 9791: 1.6568291961444883e-07
Position 9626: 1.6090684356160724e-07
Position 4277: 1.082956299072257e-07
Position 1531: 1.0122121731717017e-07
Position 4011: 9.640810552517101e-08
Position 1777: 6.650527246873962e-08
Position 2283: 5.7083976310776933e-08
Position 1948: 3.1502932844490445e-08
Position 3837: 2.3758786131504644e-08
Position 2550: 1.7726002495564663e-08
Position 4617: 1.6029541241557208e-08
Position 115: 1.4770447476486709e-08
Position 4530: 1.3338835418440185e-08
Position 1463: 1.3204996957967744e-08
Position 135: 3.1436272711976122e-09
Position 2731: 2.975822290428343e-09
Position 141: 2.92576586882434e-09
Position 117: 2.430472190455083e-09
Position 677: 2.2219836082206757e-09
Position 494: 2.1340210047342135e-09
Position 1167: 1.6918821946556858e-09
Position 506: 1.2693590179772887e-09
Position 514: 1.0681119130561918e-09
Position 1665: 9.921299361769638e-10
Position 1333: 8.129712327785683e-10
Position 1452: 3.262004629047578e-10
Position 1824: 2.550666054269451e-10
Position 3828: 2.3274479195957958e-10
Position 579: 1.3028358289649794e-10
Position 1671: 1.1061104924242762e-10
Position 1631: 8.723014367725709e-11
Position 535: 7.022809758891239e-11
Position 510: 4.64039144285863e-11
Position 862: 2.328307263360938e-11
Position 508: 1.0411215559578393e-11
Position 77: 4.474099192418913e-12
Position 572: 2.5118667465650845e-12
Position 520: 1.6701237399771415e-13
