Gene = ZNF277
index = 1609
Annotated 5SS: [   220  80487  89370  89724 111686 121240 123629 129584 131239 133298
 134459]
Annotated 3SS: [ 80284  89280  89640 111593 121128 123495 129515 131141 133254 134283
 135972]
SMsplice 5SS: [   220  11647  80487  89724 111686 121240 123629 129584 131239 134459]
SMsplice 3SS: [ 11545  80284  89640 111593 121128 123495 129515 131141 134283 135972]
top_k =  1000
Partition function (log Z): -67.64075103143912

Sorted 5' Splice Sites (High to Low Probability):
Position 11647: 0.9135925542216962
Position 220: 0.7196587775566611
Position 7903: 0.49330151616168505
Position 16835: 0.25500778043148603
Position 126: 0.24924851919010355
Position 735: 0.19052967355814027
Position 19111: 0.1881910249100573
Position 4883: 0.11355783656924284
Position 6359: 0.10569349328026181
Position 9498: 0.02029064717308924
Position 11785: 0.019735846356568353
Position 16718: 0.016637257998953964
Position 207: 0.011121551529216228
Position 4705: 0.011064186541199728
Position 11888: 0.006453217186465355
Position 14122: 0.0056805673409584916
Position 14181: 0.0055742082256805105
Position 332: 0.004238204572032607
Position 753: 0.00347471989059228
Position 959: 0.0033957555070681282
Position 5794: 0.003363807650444548
Position 224: 0.003247745287485776
Position 1323: 0.0017742230029036648
Position 14: 0.0016317214025664926
Position 275: 0.0012046305753599326
Position 4604: 0.001195513791854762
Position 211: 0.0010214380636317307
Position 5966: 0.0009958053826497038
Position 4887: 0.0009171860166911464
Position 229: 0.0008062417330170029
Position 1729: 0.0005867160074789405
Position 1011: 0.0005794320299732815
Position 293: 0.00055663318976048
Position 645: 0.0005546926229895978
Position 1574: 0.0005350128904424839
Position 755: 0.0004925667400287482
Position 503: 0.00046878271610415395
Position 977: 0.0004366523756465601
Position 2371: 0.00042534759323365243
Position 2962: 0.00038486269893060125
Position 3344: 0.0003830653982176939
Position 2693: 0.0003593511213338401
Position 1470: 0.0003515802318818924
Position 566: 0.0003307009016672731
Position 536: 0.000324598367960747
Position 759: 0.00028704820843932296
Position 18: 0.0002654329308611241
Position 58: 0.0002361438587130178
Position 1375: 0.00023128631543383726
Position 1402: 0.00023013168154409667
Position 556: 0.00021499181380948761
Position 73: 0.00020704209866531566
Position 12556: 0.00017139374894628042
Position 3127: 0.00017049203113185735
Position 3736: 0.00014321238330738614
Position 540: 0.00012909817744285069
Position 3289: 0.00010540780624155785
Position 3524: 0.0001028152931889544
Position 351: 9.774301221989877e-05
Position 813: 9.031986729292383e-05
Position 36: 8.788342519341937e-05
Position 2492: 7.915201968502488e-05
Position 371: 6.591465376477195e-05
Position 6738: 4.114350918949415e-05
Position 251: 3.8015616443545855e-05
Position 491: 3.7150222759677046e-05
Position 395: 2.8479904150657155e-05
Position 205: 2.8455516806279637e-05
Position 381: 2.4929446563664598e-05
Position 178: 1.992993748774539e-05
Position 47: 1.8946015283454533e-05
Position 198: 1.0737437472439151e-05
Position 354: 8.448806522855418e-06
Position 545: 5.675037992083991e-06
Position 944: 1.2254562851934057e-06
Position 722: 6.900932619235268e-07
Position 568: 5.478680280004821e-07
Position 277: 5.471642999815753e-07
Position 5451: 5.031616197134123e-07
Position 622: 4.5876154916380905e-07
Position 631: 2.3396271446309007e-07
Position 156: 2.093069572968701e-07
Position 688: 2.0238664176154587e-07
Position 1124: 1.828767964488335e-07
Position 1326: 1.6205114359680434e-07
Position 784: 1.0559055276360944e-07
Position 63: 7.58304583290785e-08
Position 1976: 6.71456027411315e-08
Position 691: 6.46933972500616e-08
Position 1606: 6.408144363572709e-08
Position 1335: 5.6298581592866625e-08
Position 777: 4.586016088243586e-08
Position 609: 4.467515627086253e-08
Position 495: 4.3090861561447945e-08
Position 871: 3.8046977719992814e-08
Position 1087: 1.066228218349249e-08
Position 2611: 7.134060797278964e-09
Position 848: 5.996319754308416e-09
Position 668: 1.3487036467136125e-09
Position 1299: 9.263550019598249e-10
Position 20: 2.4083229472341225e-11
Position 253: 6.147621125230231e-12
Position 570: 3.905456814434006e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11545: 0.9177179188663226
Position 21500: 0.48924450967140654
Position 7838: 0.365414987909375
Position 16746: 0.3445718303400302
Position 18961: 0.19934613675842297
Position 644: 0.14611352695797253
Position 19244: 0.1421152809535205
Position 4782: 0.1103828716966833
Position 6254: 0.10279996432825693
Position 7808: 0.08093357562311614
Position 15863: 0.059318863428610286
Position 11761: 0.05327905920945902
Position 7743: 0.04709435626169779
Position 16628: 0.02958613056943132
Position 15594: 0.0254201948451231
Position 18993: 0.02498648354095688
Position 14010: 0.02118503307846875
Position 659: 0.020092473734663968
Position 609: 0.017132831934260608
Position 16559: 0.012813883442836516
Position 4549: 0.011554188677663205
Position 12746: 0.011335718279227622
Position 9307: 0.010708612501320528
Position 14503: 0.010014019612281511
Position 9288: 0.00958203467176871
Position 16036: 0.008308322057089779
Position 16080: 0.006292414385448149
Position 16590: 0.00572280954804253
Position 712: 0.005607975665429581
Position 19571: 0.005256452239030092
Position 4751: 0.004943324497081431
Position 15021: 0.0041240974218209586
Position 13047: 0.003477956039770099
Position 6275: 0.0033097371470923796
Position 12384: 0.003163992227685791
Position 808: 0.0029492792417538127
Position 1195: 0.0029247274034452497
Position 14465: 0.002830233680709246
Position 5623: 0.0019237838210570473
Position 11333: 0.0019155882828991732
Position 13642: 0.0018232218941792552
Position 12499: 0.0017493187923526572
Position 304: 0.0016761604999834016
Position 3259: 0.0015516469565555959
Position 5702: 0.0015515734588728161
Position 12173: 0.0014463882182156845
Position 13666: 0.0013151633625238966
Position 11971: 0.0011904302665783344
Position 15993: 0.0010170541372562531
Position 15569: 0.0010015275936911534
Position 5894: 0.0009936031566657772
Position 4704: 0.000955917024313086
