Gene = DESI2
index = 440
Annotated 5SS: [  421 33735 36408 39086]
Annotated 3SS: [33661 36313 38943 52620]
SMsplice 5SS: [  421  2759  5026 33735 39086 46256]
SMsplice 3SS: [ 2619  4910 33661 38943 46056 46372]
top_k =  1000
Partition function (log Z): -30.00252134294344

Sorted 5' Splice Sites (High to Low Probability):
Position 421: 0.8291638608259141
Position 5026: 0.7117033716599249
Position 2759: 0.5325840452439387
Position 6734: 0.42814279029391217
Position 6418: 0.2562382007282246
Position 4993: 0.19770509654027912
Position 1739: 0.16889927626900283
Position 2308: 0.14689373781333448
Position 2843: 0.08879767104641957
Position 3482: 0.08872113714353257
Position 1244: 0.06838206974896206
Position 1103: 0.0628991172809785
Position 3655: 0.05477970986396288
Position 938: 0.04545385240036579
Position 1091: 0.04482989951637558
Position 310: 0.04174517719843507
Position 11580: 0.03330098222270667
Position 15: 0.03291794575522897
Position 4785: 0.026285476551982993
Position 5037: 0.023137728274372108
Position 6468: 0.019445557509700187
Position 266: 0.019334216791896702
Position 6118: 0.018433790855920184
Position 11314: 0.018113853335580705
Position 6635: 0.01694849319432424
Position 3790: 0.01383022534529013
Position 411: 0.012270881057408223
Position 5606: 0.0095560411385339
Position 8841: 0.0077973722937572775
Position 8529: 0.0063544989144224
Position 173: 0.005258306539371408
Position 646: 0.005026015144601612
Position 3404: 0.004410406362693103
Position 393: 0.004024276773931445
Position 1366: 0.0032404146787913357
Position 2181: 0.0031445726786173906
Position 4026: 0.002908860907630028
Position 1280: 0.0022643353805263337
Position 2277: 0.002119179756217206
Position 145: 0.0018985604791147467
Position 898: 0.0017473490965647445
Position 6422: 0.0015993815063427806
Position 11300: 0.0013115992640732985
Position 9697: 0.0012299299746288041
Position 9882: 0.0011259294668547345
Position 912: 0.0010243983035175652
Position 607: 0.0008715788028196297
Position 2038: 0.0006408498977598872
Position 425: 0.0004963555966710564
Position 7: 0.0003253917011727806
Position 555: 0.0002788021586054389
Position 2264: 0.0002513495773328713
Position 839: 0.00023968574593624542
Position 1624: 0.00020134357624067902
Position 1198: 0.00016932949376574137
Position 517: 0.00013259868914848943
Position 1880: 0.00012901061045546608
Position 2779: 0.0001151694816828507
Position 967: 8.739887817099756e-05
Position 400: 6.838021056687332e-05
Position 2729: 6.689943284609009e-05
Position 1108: 6.324261819784189e-05
Position 1145: 5.454797936563438e-05
Position 3231: 5.022392874986993e-05
Position 1263: 4.3714709552302874e-05
Position 1163: 4.2995944219642304e-05
Position 889: 3.5705679649405526e-05
Position 51: 2.8974878369298632e-05
Position 125: 2.5059042650258825e-05
Position 3122: 2.3548769327373497e-05
Position 477: 1.429629694243574e-05
Position 409: 8.14709329388255e-06
Position 127: 5.790382150351593e-06
Position 567: 5.646347314394149e-06
Position 183: 3.4972904334519695e-06
Position 843: 3.0591785308666e-06
Position 201: 2.686170979385548e-06
Position 616: 2.607803199618975e-06
Position 628: 1.4416733901016005e-06
Position 722: 3.089556263338465e-07
Position 717: 5.355557358747485e-08
Position 724: 4.8263513639533633e-08
Position 397: 4.691601085096748e-08
Position 275: 4.2595760937824135e-08
Position 572: 3.214895491755668e-08
Position 918: 6.0665075658729086e-09
Position 535: 2.2129994776250977e-09
Position 749: 2.1111101817821577e-10
Position 595: 7.0361428797630615e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4910: 0.8608703580883575
Position 2619: 0.6106000892203532
Position 6337: 0.3340664421157359
Position 6573: 0.31514607250493154
