Gene = HEMGN
index = 645
Annotated 5SS: [ 336 2223 8359]
Annotated 3SS: [ 2128  7171 10914]
SMsplice 5SS: [ 336 7254]
SMsplice 3SS: [ 7171 10914]
top_k =  1000
Partition function (log Z): -7.1914462791793845

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.971385181449153
Position 7254: 0.70317181797938
Position 2223: 0.4145902111634034
Position 8359: 0.13825283107268957
Position 5159: 0.10765535390302368
Position 2385: 0.07704416712470881
Position 8742: 0.048374613351196645
Position 6937: 0.04730029538162096
Position 8383: 0.04274320784584939
Position 4336: 0.036605285171483974
Position 6762: 0.034468111693407306
Position 6016: 0.02496406020918755
Position 3916: 0.02212510079263392
Position 384: 0.016231103862914244
Position 2522: 0.015923367144821333
Position 569: 0.01578575289419885
Position 2424: 0.01554817402032249
Position 2228: 0.012054196437981534
Position 9186: 0.009823768071611163
Position 10808: 0.009685464357307372
Position 1207: 0.00942994818042013
Position 10820: 0.0089377600695144
Position 5081: 0.007712006367230111
Position 6727: 0.0076515173366244705
Position 9978: 0.007394753821976024
Position 8290: 0.0058885730696399555
Position 7617: 0.005747405363486591
Position 11027: 0.005648508295308814
Position 6011: 0.005204699159442621
Position 3492: 0.004862959596984802
Position 948: 0.004107614840753658
Position 1256: 0.0040019370388881
Position 7347: 0.00327803708800396
Position 9278: 0.0031917708542700744
Position 1611: 0.003189341922884839
Position 10135: 0.00305028979406573
Position 3038: 0.0024376445664842485
Position 2432: 0.00235707752170262
Position 3226: 0.002342855147656816
Position 244: 0.0019473527231434094
Position 6079: 0.0015037100283201192
Position 8387: 0.0013728071666501993
Position 7377: 0.0013315773305887096
Position 6607: 0.0013289509145119967
Position 1733: 0.0013014145163113007
Position 9901: 0.001240366911253905
Position 5850: 0.0011572753613693103
Position 2709: 0.001054538833451545
Position 1260: 0.001023536976169882
Position 6529: 0.0009823768649583643
Position 2697: 0.0009476985083878723
Position 4916: 0.0009376078972955261
Position 9714: 0.0009374305584076622
Position 4309: 0.0009233468320300462
Position 9370: 0.0008150038856223487
Position 931: 0.000724046090364788
Position 3043: 0.00036886534511729673
Position 491: 0.0003125744506529496
Position 1883: 0.000275994702250726
Position 5254: 0.00024317617014152219
Position 2283: 0.00022644554982595132
Position 5311: 0.00020527349940249246
Position 1170: 0.0002021122534928644
Position 151: 0.00019575776245267602
Position 3073: 0.0001866556471163322
Position 1072: 0.00016321789477869795
Position 3603: 0.00014890116260716358
Position 1111: 0.0001453112628948588
Position 4447: 0.0001349895311090355
Position 134: 0.00012103334402553818
Position 890: 9.868532081272665e-05
Position 1778: 9.635179681792661e-05
Position 149: 9.628092396458404e-05
Position 1352: 7.870236547559807e-05
Position 2455: 6.793745234420223e-05
Position 361: 5.4978967765333726e-05
Position 4358: 5.3967610961633695e-05
Position 2730: 5.022955020219468e-05
Position 935: 4.793646617703796e-05
Position 367: 4.599774531061706e-05
Position 129: 2.5881454297327803e-05
Position 1204: 1.8534051829126927e-05
Position 1919: 1.3789887192624946e-05
Position 1621: 1.3653087134925507e-05
Position 1639: 1.350652963913212e-05
Position 174: 1.0934467473779068e-05
Position 1368: 1.0288434558180464e-05
Position 968: 8.783269477420817e-06
Position 2188: 6.914929426947362e-06
Position 65: 6.356422371850361e-06
Position 2091: 5.742184250583552e-06
Position 93: 5.726785557835452e-06
Position 2271: 4.256883453030034e-06
Position 1182: 3.830432007610256e-06
Position 153: 3.506613297817468e-06
Position 1121: 3.4763612362365118e-06
Position 77: 3.306228616975849e-06
Position 535: 3.3001573283699768e-06
Position 158: 1.1493166338406188e-06
Position 99: 1.0766874020363168e-06
Position 23: 8.758326267471248e-07
Position 155: 6.687273314512823e-07
Position 58: 3.974276356132118e-07
Position 63: 3.6348910787647637e-07
Position 1887: 3.575251053042498e-07
Position 2131: 3.1691735811839065e-07
Position 983: 1.0694358173828912e-07
Position 566: 8.999303185539071e-08
Position 172: 8.138378781931758e-08
Position 500: 5.3471060539175675e-08
Position 905: 4.407757028440787e-08
Position 851: 4.0132491862037606e-08
Position 96: 3.806096341125841e-08
Position 222: 3.0844101985107964e-08
Position 894: 1.5359760306756224e-08
Position 613: 1.2617228840745585e-08
Position 1323: 1.0249703440089848e-08
Position 542: 8.735432306243882e-09
Position 181: 8.100287614686453e-09
Position 650: 4.839387313521428e-09
Position 460: 2.238385811985254e-09
Position 1005: 1.621870854089948e-09
Position 912: 1.4545821163730496e-10
Position 488: 8.573741791766787e-11
Position 216: 3.481379286159966e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7171: 0.8183960427998919
Position 10914: 0.7884983464610833
Position 2128: 0.4060678755484257
Position 8271: 0.11134664042775286
Position 4986: 0.10640783913589665
Position 2362: 0.06942003334965507
Position 8259: 0.04113144960378918
Position 1970: 0.03803642745981882
Position 8668: 0.035338702014009786
Position 6502: 0.035189129216298534
Position 5953: 0.03111303891478324
Position 10680: 0.03098554885244635
Position 8049: 0.020026605536139348
Position 6522: 0.01902254394723788
Position 2067: 0.018652419285023192
Position 11236: 0.018329892777861043
Position 4053: 0.01734858669041806
Position 10047: 0.012530193460437702
Position 6872: 0.012110319711837065
Position 9082: 0.011715349761502661
Position 9877: 0.010744431721166924
Position 7136: 0.010446260282595671
Position 1071: 0.009997931109669506
Position 4213: 0.009348912935951444
Position 6700: 0.009174500511403057
Position 11131: 0.008938093401733701
Position 6633: 0.008465103783974502
Position 8358: 0.007666707908355311
Position 8480: 0.0074511936362166315
Position 8133: 0.007304015039631998
Position 7509: 0.006941596826837645
Position 2131: 0.006310594439735452
Position 3759: 0.006259359537635308
Position 4908: 0.006027773268532085
Position 524: 0.005900556442222294
Position 6677: 0.005891788817469101
Position 8634: 0.005390703628866281
Position 8936: 0.005335364102163441
Position 3790: 0.005194148928466723
Position 5030: 0.004932479530831453
Position 4123: 0.004809447288751952
Position 997: 0.004735503097184141
Position 4210: 0.004517240153322205
Position 3777: 0.004098254290917436
Position 873: 0.003877694845480009
Position 9548: 0.0038075170555887396
Position 6607: 0.0034147288012096196
Position 5596: 0.0033911585312629347
Position 9453: 0.0033289168030398897
Position 2939: 0.0026234109805346483
Position 3391: 0.0023683613875468117
Position 1430: 0.0020339953345708825
Position 9164: 0.001945034078839294
Position 8535: 0.0018852362862621134
Position 3814: 0.0018181043381866103
Position 3270: 0.0017611084734556548
Position 2967: 0.0017177819350175975
Position 3354: 0.0016793067293634381
Position 3762: 0.0016697598804334402
Position 2339: 0.0015333320446001362
Position 8007: 0.001412065121735969
Position 3175: 0.0012957777753208812
Position 6447: 0.0012621469557962
Position 2023: 0.0010359639764386565
Position 7178: 0.0010131456466077205
Position 9780: 0.0010010358767264813
Position 6926: 0.0009680074864492907
Position 5910: 0.0009349652091558847
Position 3837: 0.0008419863059680098
Position 3704: 0.0008315181591066275
Position 9201: 0.0008129262099149123
Position 1474: 0.000777910334242111
Position 8031: 0.0007738340833700421
Position 1381: 0.0007728042981345129
Position 10737: 0.0007593376644522635
Position 8709: 0.0007547797996384746
Position 10832: 0.0007374070650734829
Position 4073: 0.0007307042454800316
Position 2471: 0.0007287924421217889
Position 7635: 0.0006895361186677575
Position 11312: 0.0006800537962160548
Position 2497: 0.0006589317934489957
Position 666: 0.0006418743222726139
Position 4820: 0.0006074514858981123
Position 1291: 0.0006025214838492851
Position 10648: 0.0005692932900758758
Position 7821: 0.0005448972164550514
Position 9818: 0.0005378147374747633
Position 8858: 0.0005377704283269229
Position 3801: 0.0005111148374764191
Position 9610: 0.00046392008481017715
Position 4147: 0.00040611946997165223
Position 4805: 0.00040153598059179
Position 4190: 0.00038363779194421625
Position 4915: 0.00036147130477093503
Position 7173: 0.00035158178251250646
Position 3115: 0.00035003238975665546
Position 7659: 0.000345704734534596
Position 4215: 0.00034025342591211357
Position 10101: 0.0003306507211995914
Position 2082: 0.00030218449652118955
Position 8979: 0.00030081678259025164
Position 4864: 0.0003000526337713096
Position 3665: 0.0002892459642913703
Position 4389: 0.0002697279892839256
Position 1092: 0.0002571996215428135
Position 447: 0.00025255545666456663
Position 3719: 0.00024794122220018696
Position 4292: 0.00024407828834904926
Position 3111: 0.00024183746926780412
Position 2992: 0.00022143149771139699
Position 1498: 0.00022056434253359212
Position 3737: 0.0002110229691071364
Position 1916: 0.00020979968543123926
Position 11440: 0.00020976031361435562
Position 1559: 0.00020520478266703305
Position 7551: 0.00019680576980211236
Position 3868: 0.00019484777051646308
Position 7362: 0.00019483066224753714
Position 7791: 0.0001846724496276218
Position 2027: 0.0001808059105676102
Position 8891: 0.00017697414945435145
Position 1598: 0.0001698230943651725
Position 500: 0.0001609342419295551
Position 1349: 0.00015932778194860495
Position 4239: 0.00015921359690899606
Position 460: 0.00015778698087513224
Position 433: 0.00015661436188376722
Position 10003: 0.00015252275329166753
Position 6153: 0.00014943015421575465
Position 1990: 0.00014127268095907026
Position 851: 0.00013112924002286257
Position 2722: 0.00013005100356944886
Position 5486: 0.00011450748824604692
Position 2159: 0.00010642178864270106
Position 1766: 0.00010169758792751106
Position 7677: 0.0001000180781101051
Position 2521: 9.883326839059933e-05
Position 7743: 9.49068162356361e-05
Position 7413: 9.082470981716751e-05
Position 771: 8.394728725822228e-05
Position 7575: 8.333410763923433e-05
Position 252: 7.976103630457226e-05
Position 7533: 7.663033995840667e-05
Position 2950: 7.614013618766673e-05
Position 5592: 7.405778100261085e-05
Position 1672: 7.357868221466958e-05
Position 7430: 7.02632536226351e-05
Position 8803: 6.973336075709056e-05
Position 6236: 6.777491584587289e-05
Position 8886: 6.20392763132506e-05
Position 239: 5.729998567971002e-05
Position 2267: 5.4592160886715295e-05
Position 2408: 5.264597028659023e-05
Position 201: 4.9010454305430034e-05
Position 208: 4.61169065588929e-05
Position 633: 4.514597256353908e-05
Position 226: 4.187163158017692e-05
Position 1691: 4.1118846557129324e-05
Position 5443: 3.6750956988577784e-05
Position 1814: 3.4719484584696836e-05
Position 5407: 3.208362620072037e-05
Position 5524: 2.9394501768310333e-05
Position 7359: 2.612269668198097e-05
Position 1306: 2.437094878126935e-05
Position 1708: 2.4062198734136577e-05
Position 1253: 2.29549583689275e-05
Position 1233: 2.1332457818694652e-05
Position 2754: 2.1144681127552227e-05
Position 1983: 2.0713168639472165e-05
Position 3073: 1.8926143757392812e-05
Position 2286: 1.6681220691596743e-05
Position 1633: 1.6346145792992644e-05
Position 741: 1.537238505133057e-05
Position 2818: 1.5103230518083653e-05
Position 1600: 1.4906856319363894e-05
Position 3366: 1.3978489972667832e-05
Position 317: 1.324322945626001e-05
Position 4873: 1.2849807047884429e-05
Position 1170: 1.1824372503448718e-05
Position 335: 1.0705373492090611e-05
Position 3216: 1.0542719754200286e-05
Position 2283: 1.0117400386585523e-05
Position 1255: 9.412861515107243e-06
Position 3881: 9.012240013378754e-06
Position 947: 8.825142149292604e-06
Position 1434: 7.474856746792068e-06
Position 551: 7.339690714080782e-06
Position 1351: 7.122151012286542e-06
Position 2147: 6.92168675584695e-06
Position 222: 6.7394338187348314e-06
Position 905: 6.194273387654758e-06
Position 289: 5.439675635232538e-06
Position 1818: 5.367129317882257e-06
Position 613: 4.9921011300171724e-06
Position 1872: 4.436579546653455e-06
Position 172: 4.138268260211228e-06
Position 2091: 3.880581237090672e-06
Position 3274: 3.851353580154224e-06
Position 1800: 3.5733065775881536e-06
Position 887: 3.3831836774028e-06
Position 818: 3.3772169569191465e-06
Position 271: 2.8671045174410575e-06
Position 320: 2.7226414909774865e-06
Position 1437: 2.645105382931587e-06
Position 1720: 2.413184596542205e-06
Position 1329: 2.340250922050909e-06
Position 243: 1.902278023851925e-06
Position 455: 1.7864503604995295e-06
Position 1565: 1.7693956507271473e-06
Position 1775: 1.4399300785861638e-06
Position 1388: 1.3934874878258348e-06
Position 236: 1.3682868559474878e-06
Position 298: 1.3529102956666719e-06
Position 2231: 1.3104927586062475e-06
Position 1312: 1.1802846374142042e-06
Position 792: 1.1797782940835716e-06
Position 1882: 1.1188095510540894e-06
Position 3093: 1.0394924022335936e-06
Position 2006: 1.0034831062901813e-06
Position 1440: 8.536758165705131e-07
Position 1513: 8.219545615194913e-07
