Gene = EFHB
index = 488
Annotated 5SS: [  951 13676 14348 15949 18878 28561 34749 35403 37494 45737 49778 51631]
Annotated 3SS: [13612 14203 15767 18766 28430 34664 35334 37338 45528 49564 51448 54375]
SMsplice 5SS: [  951 14348 15949 18878 28561 34749 35963 37494 45265 45737 48289]
SMsplice 3SS: [14203 15812 18766 28430 34664 35867 37338 45131 45528 48175 54375]
top_k =  1000
Partition function (log Z): -1.8409156145895578

Sorted 5' Splice Sites (High to Low Probability):
Position 14348: 0.9999999999999943
Position 28561: 0.9978605266608638
Position 34749: 0.9888212288958714
Position 15949: 0.933095436119882
Position 18878: 0.9285684223704684
Position 45737: 0.7774051669675036
Position 951: 0.7538219841506244
Position 35963: 0.7419364739060342
Position 37440: 0.6498953568839122
Position 48289: 0.5815829599728198
Position 45265: 0.5236071377163716
Position 101: 0.45019000993838254
Position 2320: 0.36529639029188105
Position 30325: 0.2903435648442929
Position 1328: 0.2571255916261593
Position 5505: 0.2329910992523256
Position 41917: 0.23037625949413432
Position 2479: 0.21545153480943033
Position 37519: 0.20448028038306285
Position 29578: 0.16967123526382166
Position 35403: 0.16562645929360156
Position 30097: 0.149113327687555
Position 16769: 0.14228430140410547
Position 51631: 0.13262916253832938
Position 45354: 0.1303979931216122
Position 39993: 0.10857931600621162
Position 24455: 0.09271743293400225
Position 21646: 0.08241075549551125
Position 26583: 0.0778239774744508
Position 45250: 0.07051603078591696
Position 36205: 0.06646064605386597
Position 39452: 0.06541981097560255
Position 30499: 0.06393427887978377
Position 35626: 0.06045274568892933
Position 37498: 0.05858244652561674
Position 48471: 0.054675183119918314
Position 18985: 0.050318524267496945
Position 34233: 0.039628444434472096
Position 306: 0.0368340596735977
Position 1377: 0.03546722355892357
Position 2534: 0.034414926633191886
Position 38351: 0.033361851767283505
Position 33512: 0.032411004393215787
Position 21665: 0.032096625054560006
Position 17070: 0.028835895701072867
Position 19214: 0.028828136737057527
Position 43949: 0.02685064650462043
Position 36278: 0.025811602766879937
Position 43795: 0.02521491063523877
Position 558: 0.024720047818533604
Position 24752: 0.022456481993333166
Position 32763: 0.0204890893669853
Position 2187: 0.019975841865216528
Position 34924: 0.018965883528826888
Position 28751: 0.0189542238563812
Position 17072: 0.018836293577578433
Position 21081: 0.0177414723768041
Position 41071: 0.017245376500857633
Position 17595: 0.016877512087807245
Position 43378: 0.016861658410533376
Position 37132: 0.0157624517362739
Position 38347: 0.015423657798162137
Position 35472: 0.015372958681981411
Position 23735: 0.014832106339157446
Position 36434: 0.014551654769818095
Position 37: 0.014038065062902283
Position 32492: 0.013472258019136502
Position 16150: 0.011174110196928929
Position 16356: 0.01045345591167296
Position 18953: 0.009953590798797977
Position 29934: 0.009527489788749394
Position 2074: 0.009113394280959598
Position 21958: 0.008969802979743837
Position 35076: 0.008358550018604556
Position 43776: 0.008291588470349838
Position 35596: 0.008018467706444085
Position 36859: 0.00785988660164585
Position 1676: 0.00770835331859478
Position 24969: 0.007607015400918968
Position 30271: 0.007432772170584992
Position 735: 0.007012669838969352
Position 34629: 0.006047142021604245
Position 4180: 0.006032847857502103
Position 4597: 0.005870648111825901
Position 18846: 0.005786988812701216
Position 37454: 0.005109130085195772
Position 22042: 0.004784883791660485
Position 36743: 0.004724948506470217
Position 41924: 0.004545025538837519
Position 24436: 0.004211597708162082
Position 41850: 0.004207018404795007
Position 40460: 0.004179379387217721
Position 261: 0.003986701125109613
Position 35868: 0.00391817965511054
Position 35298: 0.003876919363978388
Position 34585: 0.00381881021259263
Position 4204: 0.0037755447493578232
Position 36759: 0.0037665391412084804
Position 16393: 0.003604618528892732
Position 37077: 0.0029327132466202355
Position 36765: 0.0028205866552664413
