Gene = WIPF3
index = 1572
Annotated 5SS: [  125 28261 69409 72587 78040 81664 82854 97809]
Annotated 3SS: [ 28113  69275  72454  77295  81513  82751  97731 107938]
SMsplice 5SS: [  125 28261 59932 69409 72587 81664 82500 82854 89519 97809]
SMsplice 3SS: [ 28113  59821  69275  72454  81546  82241  82751  89438  97731 107938]
top_k =  1000
Partition function (log Z): -55.17086822351045

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.948196726864043
Position 5182: 0.48915722369763365
Position 3224: 0.31695715923982465
Position 8696: 0.2514164616429727
Position 7494: 0.18391667789294847
Position 8358: 0.18132131965491555
Position 12873: 0.0672853346084311
Position 8601: 0.06433688901285732
Position 7362: 0.027824331064561784
Position 144: 0.022587270833636985
Position 150: 0.019302395132773927
Position 7468: 0.01428477671293967
Position 3962: 0.013672191663910626
Position 2780: 0.013162620377838757
Position 452: 0.010642283658639574
Position 3892: 0.01010200532844431
Position 2666: 0.007992453297250396
Position 3847: 0.007934356980195116
Position 3487: 0.007162468776072271
Position 3916: 0.006059800120733964
Position 2979: 0.005428424118111035
Position 3514: 0.004965626764641252
Position 2269: 0.00465647992369179
Position 1996: 0.004098200486617259
Position 200: 0.0039435662680210835
Position 2137: 0.0039338776453991505
Position 1013: 0.003873748066179934
Position 8169: 0.0034611337239116176
Position 4847: 0.003329239025204372
Position 2079: 0.003269138419845425
Position 5967: 0.002666251878616026
Position 1435: 0.0025734507904923644
Position 1482: 0.0022108521873112196
Position 2139: 0.0021441626344275754
Position 6672: 0.002143548266832294
Position 3409: 0.0017537826251869967
Position 6281: 0.0015741856801609582
Position 1287: 0.0015611539023185712
Position 2975: 0.000978557107751767
Position 2745: 0.0007413139431090088
Position 1763: 0.0007303208328017109
Position 7780: 0.0006762343787046444
Position 1755: 0.0006244376206707593
Position 2347: 0.0005792851601472647
Position 1612: 0.0005179170821166287
Position 2145: 0.0004968537708143956
Position 2141: 0.0004900146093159096
Position 6843: 0.00048773952972306175
Position 2143: 0.0004853603630080319
Position 2147: 0.0004730768707103165
Position 2149: 0.00045519574449165857
Position 2151: 0.00044748080239334024
Position 2153: 0.00040346007070803715
Position 1017: 0.00039794375550402294
Position 1589: 0.000362987902272115
Position 2155: 0.0003471828570314167
Position 2157: 0.00034610041333614093
Position 2159: 0.00034480013203319105
Position 6996: 0.00033515927716353303
Position 2161: 0.000333016955780598
Position 5368: 0.00029227525121712966
Position 840: 0.0002617555388546016
Position 761: 0.00024441223455870243
Position 844: 0.00024321721588489663
Position 2163: 0.0002347338293757594
Position 2165: 0.00023157644286729627
Position 2002: 0.00022304751654846978
Position 2903: 0.0002080359066323655
Position 2564: 0.0001944954827121436
Position 3239: 0.0001919226085835101
Position 3332: 0.0001765815443499561
Position 3867: 0.00017442061425043377
Position 4169: 0.0001301659874960285
Position 180: 0.00011266941309720042
Position 2357: 0.00010362374246736578
Position 1054: 0.00010099018699046572
Position 7008: 9.065946513531842e-05
Position 3426: 7.294909143293434e-05
Position 6745: 7.164774766987057e-05
Position 1447: 6.0586925527739056e-05
Position 2015: 5.4898049061172986e-05
Position 1058: 5.478284250979515e-05
Position 1649: 5.205379450690863e-05
Position 154: 1.0820891733056968e-05
Position 204: 9.91823694568528e-06
Position 719: 8.103887371580874e-06
Position 3272: 8.098212890431616e-06
Position 836: 6.621175818710073e-06
Position 92: 5.92896942520576e-06
Position 690: 5.919194471789969e-06
Position 541: 3.931226708991669e-06
Position 395: 2.1670940053028707e-06
Position 298: 2.1504665166069043e-06
Position 789: 1.322500890216761e-06
Position 76: 1.1167374245907833e-06
Position 648: 8.778895188348773e-07
Position 488: 8.565036303834298e-07
Position 3742: 7.366130568424016e-07
Position 407: 5.320899164403755e-07
Position 1883: 3.5546140086575876e-07
