Gene = EXOSC10
index = 517
Annotated 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 22269 22505 23028 25639 27783 28970 30311 31225 31862]
Annotated 3SS: [ 1712  3987  8271  8689  9200 11670 11958 12277 16990 18630 18956 19319
 20046 22217 22425 22920 25542 27697 28895 30138 31162 31784 33120]
SMsplice 5SS: [  149  1457  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788
 19106 19371 20159 23028 25639 25936 27783 28970 30311 31225 31718 31862]
SMsplice 3SS: [ 1374  1712  3987  8271  8689  9211 11670 11958 12291 16990 18630 18956
 19319 20046 22920 25542 25860 27697 28895 30138 31162 31616 31784 33120]
top_k =  1000
Partition function (log Z): 47.36948943162151

Sorted 5' Splice Sites (High to Low Probability):
Position 25639: 0.9944944525011208
Position 149: 0.9931696026586652
Position 1850: 0.9912989672017675
Position 12422: 0.987699152744551
Position 20159: 0.9781568325731848
Position 19106: 0.9734411491696523
Position 27783: 0.9689019802273919
Position 17182: 0.9602342904351829
Position 8856: 0.9541316284493028
Position 28970: 0.953931940450396
Position 30311: 0.9314659934880309
Position 31225: 0.8971360813281805
Position 23028: 0.8968373783300428
Position 25936: 0.8808515881791336
Position 8377: 0.8773675322724588
Position 4112: 0.8636835822214718
Position 11747: 0.8353391678067955
Position 9316: 0.8095599372133565
Position 12070: 0.7650873231044139
Position 18788: 0.71833036884109
Position 31862: 0.560579016806122
Position 1457: 0.496372024777712
Position 31718: 0.4955019106306124
Position 19371: 0.4468814568707945
Position 19498: 0.3417004044109998
Position 22505: 0.33506373654281907
Position 9042: 0.2447756352087535
Position 29189: 0.22494278771922138
Position 13077: 0.16431103671272218
Position 29228: 0.13828212950300922
Position 22269: 0.1316994215535172
Position 12091: 0.1129228026274264
Position 12112: 0.10346627454983003
Position 27173: 0.10268619056923116
Position 8372: 0.10040175275097751
Position 14861: 0.09510435034140571
Position 7659: 0.08849351208189606
Position 9347: 0.08506078657744137
Position 14658: 0.07716338570722299
Position 28580: 0.06745492498682704
Position 11772: 0.06384344846603691
Position 8020: 0.0633926253497146
Position 1487: 0.06284839063094677
Position 16627: 0.05719033454199089
Position 11487: 0.045308155633716665
Position 21412: 0.04405411774394803
Position 9302: 0.04379465542507139
Position 9839: 0.04325584240519606
Position 22540: 0.04183073174330993
Position 17719: 0.034773544049859495
Position 18844: 0.03218241824510378
Position 13654: 0.031918198474038206
Position 27635: 0.028886102865170342
Position 17336: 0.02630255117828654
Position 9641: 0.025601433746889463
Position 23054: 0.024562462776162548
Position 13201: 0.02449982051898668
Position 9721: 0.022000678981623906
Position 14867: 0.01817927388526499
Position 31898: 0.01662648950045566
Position 28964: 0.015418125548214036
Position 27948: 0.015304266937205662
Position 11409: 0.015221117761202132
Position 32037: 0.01471098418377686
Position 4094: 0.014445641389666586
Position 14844: 0.01333139479638439
Position 30531: 0.013328967840715982
Position 14616: 0.012917785359774702
Position 31927: 0.012762266609126095
Position 9673: 0.012169756036311138
Position 5915: 0.011646791065418065
Position 9030: 0.011595545662637478
Position 18858: 0.011061126691980309
Position 729: 0.011029815662953562
Position 656: 0.010895774997462724
Position 27113: 0.010632877929686924
Position 22330: 0.01045895743141607
Position 14067: 0.010322742736062294
Position 8353: 0.01014784946093893
Position 31748: 0.009839388770097053
Position 21380: 0.009556348140484172
Position 1261: 0.00798348544407476
Position 28706: 0.007604175094266337
Position 32206: 0.007565915898628122
Position 2463: 0.007351354632497098
Position 30397: 0.007155162259735675
Position 11049: 0.007050935916674928
Position 30319: 0.006995015912839036
Position 23439: 0.006980762992367332
Position 27285: 0.006868750528189044
