Gene = U2SURP
index = 1516
Annotated 5SS: [  135  9321 10815 12871 14833 15437 18498 19155 19847 20017 21124 21526
 22480 25715 26868 27108 31408 31812 33437 34566 35797 36665 37422 41738
 49511 52256 53581]
Annotated 3SS: [ 9275 10682 12771 14717 15302 18429 19059 19810 19933 20957 21313 22435
 25609 26800 26943 31244 31731 33348 34442 35639 36568 37354 41577 49399
 52136 53403 54772]
SMsplice 5SS: [  135  9665 10835 12871 14833 15437 18498 19155 20017 21124 21526 25715
 26868 27108 33437 34566 35797 36665 37422 41738 41986 49511 52256 53581]
SMsplice 3SS: [ 9456 10682 12771 14717 15302 18429 19059 19933 20957 21313 25609 26800
 26943 33348 34442 35639 36568 37354 41577 41852 49399 52136 53403 54772]
top_k =  1000
Partition function (log Z): 28.675269882262683

Sorted 5' Splice Sites (High to Low Probability):
Position 21124: 0.9934502523479636
Position 37422: 0.9907829400480102
Position 25715: 0.9897976025250381
Position 33437: 0.9857950338054852
Position 49511: 0.9581418312992301
Position 36665: 0.9579187168191426
Position 14833: 0.9332857196949411
Position 15437: 0.9173894387055467
Position 20017: 0.8942829089312498
Position 53581: 0.8934201995971646
Position 18498: 0.8884487745860087
Position 35797: 0.8829077185944924
Position 21526: 0.8815617430840432
Position 19155: 0.8468626737473145
Position 34566: 0.810800837760094
Position 41738: 0.8035869305466772
Position 135: 0.7908581343802784
Position 52256: 0.7832029009501358
Position 12871: 0.7495849352154786
Position 9665: 0.7024651596360468
Position 10835: 0.6067488742922229
Position 41986: 0.5697890553448076
Position 27108: 0.5401624560871247
Position 54591: 0.4790423134773389
Position 9321: 0.4227671295011836
Position 31812: 0.4136554877766381
Position 30952: 0.3769157397297492
Position 10815: 0.35076445242752696
Position 31408: 0.3151781109848657
Position 54878: 0.3017090092112135
Position 14003: 0.27110234643313297
Position 34777: 0.26147368428991336
Position 54970: 0.261456685347071
Position 53840: 0.24085545424823698
Position 35428: 0.2198867618012739
Position 155: 0.2049759336707087
Position 31148: 0.17793917082833924
Position 57600: 0.16782504825890293
Position 53785: 0.15945125730188192
Position 10429: 0.14951363573296103
Position 4093: 0.13831560704447157
Position 31859: 0.13302695081355936
Position 23297: 0.12942695758426587
Position 36966: 0.12818040814245346
Position 56030: 0.11861311288906835
Position 19847: 0.10310690952225844
Position 10485: 0.0919555826455514
Position 37176: 0.08831306756970937
Position 38816: 0.08825418140432786
Position 48104: 0.08591945259788496
