Gene = XPC
index = 1576
Annotated 5SS: [  318  5917  8346 10527 11615 13356 13971 19043 20773 22449 26449 29970
 30222 30876 31494]
Annotated 3SS: [ 5720  8232 10402 11529 13197 13849 18952 19890 22287 26366 29834 30051
 30781 31403 32623]
SMsplice 5SS: [  318  5917  6102  8346 10527 11615 13356 13971 19043 22449 24905 26449
 28326 29970 30222 30876 31494]
SMsplice 3SS: [ 5720  6042  8232 10402 11508 13197 13849 18952 22287 24749 26366 28140
 29834 30095 30781 31403 33169]
top_k =  1000
Partition function (log Z): 30.264828927146507

Sorted 5' Splice Sites (High to Low Probability):
Position 30876: 0.9986600779612634
Position 13971: 0.9903452996131864
Position 29970: 0.9695808583763202
Position 8346: 0.9601590351805611
Position 13356: 0.9557179613413865
Position 11615: 0.9472995785044656
Position 26449: 0.9226940246337295
Position 22449: 0.9112212697721251
Position 5917: 0.8875033606751471
Position 10527: 0.8355469953179261
Position 30222: 0.8350335959821383
Position 31494: 0.8277845789220155
Position 19043: 0.7045676579776002
Position 6102: 0.511451364460498
Position 28326: 0.508097431202174
Position 31225: 0.43468898905752923
Position 24905: 0.4184613124101169
Position 19048: 0.2939433713542015
Position 318: 0.2897023351443742
Position 175: 0.28342328997893534
Position 11274: 0.28044009805585396
Position 16175: 0.26727261228867794
Position 23863: 0.26039480942650467
Position 68: 0.24899791147964626
Position 21911: 0.23241944801786182
Position 26159: 0.22888807160030672
Position 17183: 0.22168211273152022
Position 26974: 0.21109519259011295
Position 25006: 0.21082301317399477
Position 16115: 0.20873446042251664
Position 6058: 0.19976059632158646
Position 31923: 0.19203408733439653
Position 22137: 0.18235404443277123
Position 18584: 0.17545052376413112
Position 3239: 0.17008840969820346
Position 20773: 0.16973342690455803
Position 359: 0.16511014702826143
Position 18588: 0.15496891393066936
Position 30517: 0.15395156499498183
Position 20450: 0.14846977527292005
Position 31531: 0.14838990400430974
Position 25010: 0.12922966960841548
Position 28253: 0.12845419135158664
Position 17510: 0.10024681201741283
