Gene = DARS2
index = 429
Annotated 5SS: [  854  2284  3897  6259  7128  8997 10017 12544 13757 15044 16471 20789
 25977 29065 29403 32239]
Annotated 3SS: [ 2183  3829  6156  7031  8872  9969 12436 13686 14863 16362 20725 25823
 28845 29291 32162 33014]
SMsplice 5SS: [  142  2284  5869  6259  7128  8997 12544 13757 15044 15318 16471 20789
 29065 29403 32354]
SMsplice 3SS: [ 2183  5751  6156  7031  8872 12436 13686 14863 15177 16362 20725 28971
 29291 32162 33014]
top_k =  1000
Partition function (log Z): 3.689121469322116

Sorted 5' Splice Sites (High to Low Probability):
Position 16471: 0.9991556958637846
Position 2284: 0.9652166711710608
Position 13757: 0.9044520471242219
Position 32354: 0.8657859450720677
Position 12544: 0.8510988478938156
Position 29403: 0.8478293259799717
Position 7128: 0.8223290660347499
Position 29065: 0.8076405364803311
Position 5869: 0.7867308577724036
Position 20789: 0.7504965791150299
Position 8997: 0.7075044334099087
Position 15044: 0.6944424852072028
Position 10730: 0.5164602443109807
Position 27638: 0.5120238980365801
Position 6259: 0.49022760381634506
Position 13548: 0.44949031920445726
Position 142: 0.4052212285096801
Position 2006: 0.37966227907969746
Position 15318: 0.3612765251624718
Position 3951: 0.34717289193032336
Position 32881: 0.30919800969327726
Position 10017: 0.2882807589915851
Position 15446: 0.2752108703587077
Position 61: 0.2662589469538047
Position 30115: 0.2127680222172032
Position 276: 0.18608572961778472
Position 3897: 0.14365552441929053
Position 25977: 0.11157871937060296
Position 10557: 0.09957812196996518
Position 6898: 0.08538616591684638
Position 6263: 0.08108918846718789
Position 6221: 0.07862444547666304
Position 27659: 0.07370743513055494
Position 854: 0.07182856718516792
Position 32636: 0.05642163825581672
Position 3154: 0.04574555123341727
Position 1377: 0.04120727190746453
Position 4356: 0.03564362513850356
Position 6111: 0.033494863108930115
Position 5130: 0.03212967142726452
Position 3573: 0.02366142639725277
Position 318: 0.020748578007759266
Position 3670: 0.020611776989259752
Position 207: 0.019732308685858655
Position 502: 0.019581639080664456
Position 17609: 0.01732378752744962
Position 6049: 0.016955614104604284
Position 32239: 0.0168258317555934
Position 31999: 0.016688587502653087
Position 2499: 0.01280267631940798
Position 9971: 0.012377661855472998
Position 14993: 0.012066134176551849
Position 14512: 0.01107066771805083
Position 19484: 0.01101899593122045
Position 17626: 0.010767939651185391
Position 2912: 0.009553448354031786
Position 2495: 0.009315051065984566
Position 6296: 0.008629421827756775
Position 93: 0.008497204390091271
Position 4891: 0.006466975690108535
Position 13027: 0.005510091002316541
Position 14047: 0.005392073858851352
Position 2861: 0.005318334769634484
Position 7045: 0.005013947291221363
Position 10824: 0.004773419535290818
Position 6283: 0.004422301353718941
Position 90: 0.0039302395177455846
Position 887: 0.0037452655546062743
Position 1537: 0.00333868099961392
Position 729: 0.003332123475962787
Position 1892: 0.003319972131493862
Position 3311: 0.0031633145372351487
Position 10868: 0.003105235921659426
Position 32756: 0.0025537881903810065
Position 459: 0.0022110894779878267
Position 2682: 0.0022073095914813983
Position 15795: 0.0021980589265686544
Position 9066: 0.00218103254147658
Position 14696: 0.002114804854199021
Position 22623: 0.002098296700024315
Position 16226: 0.0020636822882761766
Position 1505: 0.001923324247428938
Position 15965: 0.0018261493743920113
Position 2603: 0.001728447377542931
Position 10559: 0.00168984260594871
Position 6266: 0.0016307096165627485
Position 10171: 0.001542905408156389
Position 14102: 0.0015195377831697784
Position 419: 0.0014478817335133753
Position 15293: 0.001346597876694096
Position 2526: 0.001264630120799701
Position 33224: 0.00121366690286054
Position 7157: 0.0010634763250151912
Position 470: 0.0010293143541852798
Position 375: 0.0008682615415733615
Position 14090: 0.0008301239945813279
Position 14328: 0.0007738576893718862
Position 30088: 0.0007484647799953331
Position 1663: 0.0007408189332123924
Position 13587: 0.0006452601252974017
Position 1246: 0.0006266748591523516
Position 6012: 0.0006129976562135937
Position 1385: 0.0004204097450344088
Position 2686: 0.0004166200926665184
Position 464: 0.00038995952797367275
Position 744: 0.0003301867627106027
Position 756: 0.0002690718040369275
Position 13041: 0.0002623495048659794
Position 388: 0.00024292567030155985
Position 3260: 0.0002413859429748968
Position 12983: 0.00023356751947894178
Position 9384: 0.00018732560126231182
Position 749: 0.00018435855189920366
Position 16505: 0.00017829341778729174
Position 618: 0.0001692946351402406
Position 685: 0.0001684878716492978
Position 2275: 0.00016166614096031052
Position 582: 0.00014989072721119108
Position 32298: 0.00014509418479805041
Position 16887: 0.00014361358823853396
Position 651: 0.00013738028865782693
Position 5873: 0.00012737931789738268
Position 38: 0.00012446462331669608
Position 1908: 0.00012424648556782006
Position 12534: 0.00011957177844695566
Position 821: 0.0001191547759236709
Position 8950: 0.0001129019024836837
Position 366: 8.996642685834137e-05
Position 1149: 8.78441655792619e-05
Position 424: 6.180704833012319e-05
Position 347: 6.138524381830387e-05
Position 9618: 5.618057874930269e-05
Position 9834: 5.00560293649959e-05
Position 300: 4.9582961123041635e-05
Position 764: 4.5542440029098986e-05
Position 7369: 3.21552267116265e-05
Position 16518: 2.5622976928915066e-05
Position 16659: 1.4224106706815994e-05
Position 17238: 1.3269650238421673e-05
Position 13722: 1.2705531195577587e-05
Position 2316: 9.058238853814918e-06
Position 14080: 7.544903613716703e-06
Position 585: 5.248564504531259e-06
Position 14082: 4.525200294591653e-06
Position 695: 3.9105196231495934e-06
Position 167: 3.5207414812161756e-06
Position 14200: 3.2634959177813867e-06
Position 13764: 3.093267978110323e-06
Position 572: 2.215825561460405e-06
Position 49: 1.6349373945996721e-06
Position 438: 1.492652638129656e-06
Position 716: 9.360442154102348e-07
Position 2319: 7.023647400055271e-07
Position 201: 6.865877222733095e-07
Position 2461: 4.6971040343560323e-07
Position 570: 3.9706745839010726e-07
Position 714: 2.44964765239224e-07
Position 391: 1.805617543692515e-07
Position 2509: 1.5388528789040547e-07
Position 16480: 1.4312485732365281e-07
Position 16454: 5.382606041785517e-08
Position 126: 3.756683536634438e-08
Position 15: 2.9884278237578674e-08
Position 649: 2.6640693771016622e-08
Position 31: 2.3383667585205864e-08
Position 435: 1.831920052543346e-08
Position 199: 2.3110385349188748e-09
Position 310: 1.1615979586205944e-09
Position 558: 8.813247465475545e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16362: 0.9602309405437858
Position 33014: 0.8915292171781859
Position 12436: 0.8045754772286743
Position 7031: 0.8031961390952386
Position 2183: 0.7900587836141875
Position 5751: 0.7678504804487113
Position 20725: 0.7209889720288756
Position 14863: 0.6654747904445056
Position 29291: 0.6500712976895752
