Gene = BASP1
index = 126
Annotated 5SS: [75]
Annotated 3SS: [58384]
SMsplice 5SS: [   75  5644 11548 17553 25039 52779]
SMsplice 3SS: [ 5400 11406 17451 24951 52669 58384]
top_k =  1000
Partition function (log Z): -24.323544243624568

Sorted 5' Splice Sites (High to Low Probability):
Position 11548: 0.9997739968026446
Position 25039: 0.951071010449567
Position 17553: 0.8638020971032725
Position 75: 0.707931641247721
Position 8172: 0.5656565655341221
Position 5644: 0.5405047342902308
Position 11212: 0.5076620399511965
Position 31713: 0.46273754198028255
Position 5486: 0.4170148976636254
Position 32426: 0.28901967492280767
Position 9631: 0.15481074626171465
Position 988: 0.1379921336905148
Position 10015: 0.10115705947221197
Position 273: 0.09033025880417533
Position 4744: 0.08773262855448856
Position 11301: 0.05453687521200709
Position 3069: 0.04382993789289607
Position 2109: 0.032169967038130486
Position 1230: 0.025029709148637884
Position 7377: 0.02440323092169971
Position 128: 0.020242025289789738
Position 4127: 0.020018895309847774
Position 7398: 0.01827653853802822
Position 25993: 0.01722574290193674
Position 27126: 0.01678967578780805
Position 431: 0.013604848341893074
Position 1247: 0.012506056630774915
Position 3186: 0.011288007390877833
Position 5672: 0.01086882152691195
Position 6771: 0.009796215782718228
Position 10020: 0.009684162416120959
Position 3629: 0.008945479888984809
Position 503: 0.007237986564297388
Position 3610: 0.00687301956358774
Position 10972: 0.0055180927026254566
Position 6424: 0.004913153191277493
Position 26040: 0.004124835762334223
Position 247: 0.004001993279335909
Position 3551: 0.003977367969195936
Position 5008: 0.0038106109194432263
Position 3621: 0.0037513086004986817
Position 1251: 0.003671323929456806
Position 1452: 0.0036141869935365466
Position 117: 0.0035867617894607628
Position 6711: 0.0031689176104254045
Position 7612: 0.0031145564758181415
Position 2090: 0.002894910519126331
Position 3974: 0.0028897296174548947
Position 3159: 0.002825165305866786
Position 6491: 0.0024080205356539156
Position 212: 0.0023065708241135504
Position 1179: 0.002166202646289842
Position 6668: 0.0020052634582815162
Position 3263: 0.001976240177271235
Position 86: 0.0017650331793294483
Position 285: 0.00173021769714729
Position 3051: 0.0015148856730241064
Position 3479: 0.0013553464484474965
Position 135: 0.0012505625346177082
Position 1147: 0.0012279189553992761
Position 2661: 0.0012244666275829826
Position 2732: 0.001154540127567469
Position 3801: 0.0011324847552778036
Position 11952: 0.0011053195609614214
Position 1333: 0.0010985587064437196
Position 8039: 0.0010625065113584074
Position 277: 0.0009724709563619979
Position 2805: 0.0008732492054298075
Position 7495: 0.0008682858138282573
Position 6767: 0.000838797541536294
Position 4257: 0.0008134040065683837
Position 478: 0.0007742174319355842
Position 13698: 0.0006770482439043339
Position 7815: 0.0006637416239761801
Position 2690: 0.0006313288404735661
Position 4953: 0.0005724352453236328
Position 3867: 0.0005407863285218886
Position 1458: 0.000514730490051029
Position 95: 0.000484638883009112
Position 4616: 0.000473183008808589
Position 4174: 0.0004545115701620001
Position 6381: 0.00043458446362263606
Position 6133: 0.0003996188596002454
