Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  1402  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460
 25118 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 1312  7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013
 27355 30713 33136 35219 35966 37459]
top_k =  1000
Partition function (log Z): 39.020018034671466

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 0.9975732567830706
Position 290: 0.9945506051142365
Position 35349: 0.9878949832854468
Position 14598: 0.969825992947586
Position 30818: 0.9673794892333984
Position 22460: 0.9617173501455117
Position 36081: 0.9562528556523031
Position 33252: 0.9467763157476802
Position 11599: 0.9421331302872004
Position 22139: 0.9161322812991801
Position 7257: 0.9018669680415301
Position 20283: 0.8540201921193543
Position 13936: 0.8363203378308584
Position 16975: 0.8170706361506433
Position 25118: 0.7597981836369488
Position 12107: 0.6568530572555936
Position 9735: 0.6567442161203944
Position 8066: 0.6340617189203586
Position 24945: 0.6087497405630875
Position 5842: 0.5209976909505248
Position 1402: 0.5113874223553095
Position 29422: 0.49135451689438775
Position 37598: 0.46295848868331385
Position 24255: 0.36684479206440485
Position 21319: 0.34186870524379026
Position 24820: 0.3360760984428778
Position 8037: 0.3188128153000944
Position 13759: 0.30864457478861324
Position 29769: 0.2961579290750834
Position 7543: 0.28515319685218055
Position 35066: 0.25838191473783784
Position 13755: 0.2507049127487539
Position 6585: 0.1791390176430113
Position 25153: 0.17657957888744083
Position 1694: 0.17492671100015691
Position 28355: 0.1450336048368764
Position 37870: 0.14066588196378532
Position 28519: 0.12610932789580012
Position 1377: 0.123015970886816
Position 12143: 0.10889218728878847
Position 7817: 0.10462796493440839
Position 14084: 0.09001757968030391
Position 17033: 0.08751510379255854
Position 7741: 0.08656596341931433
Position 26948: 0.0852729375064913
Position 21880: 0.074297313850723
Position 7582: 0.07256551633113598
Position 36741: 0.07178639043759057
Position 32989: 0.06260137244911325
Position 747: 0.060571495561818844
Position 7379: 0.05925378064931305
Position 23273: 0.05790950586108447
Position 37232: 0.05687837823328026
Position 28584: 0.05468217450752853
Position 22149: 0.05337083408986519
