Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  1000
Partition function (log Z): -5.9473245252157945

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.8981927858508295
Position 2677: 0.8258790789880103
Position 454: 0.6445368479030226
Position 720: 0.46020774017405663
Position 144: 0.43323914879169695
Position 684: 0.20036024555246512
Position 4775: 0.13099000943018682
Position 3064: 0.12364299403069128
Position 3938: 0.10240082096168719
Position 1079: 0.08773413739603893
Position 1322: 0.049111914056708984
Position 775: 0.035575975010652294
Position 4308: 0.02399956215416113
Position 5280: 0.0201035045561801
Position 1055: 0.01919088704205536
Position 120: 0.012727205620422151
Position 724: 0.01096800031856457
Position 5791: 0.008172951530022312
Position 1829: 0.004096410578984483
Position 4866: 0.0037860017136548815
Position 3199: 0.0036945337807881987
Position 1965: 0.0032216949345785575
Position 1907: 0.003197936494881183
Position 2964: 0.002615612788749833
Position 3205: 0.0023004412469561733
Position 729: 0.002163007724265448
Position 1034: 0.001566696994092526
Position 280: 0.0014026078764216808
Position 2879: 0.0013293573541855372
Position 2340: 0.0011922314986179921
Position 422: 0.0011763068133336465
Position 490: 0.0011499406687114
Position 2199: 0.001131605556649789
Position 1097: 0.0009048290866109179
Position 90: 0.0007734622363739146
Position 1352: 0.0005395726550361704
Position 1128: 0.0004544453850068478
Position 1084: 0.0004336053744822014
Position 1609: 0.0004193054392937356
Position 523: 0.0003327930660536113
Position 436: 0.00033132982281859077
Position 3662: 0.0002448074687439815
Position 799: 0.0002441810749392773
Position 292: 0.00021453288684995106
Position 2440: 0.00021099724290111864
Position 177: 0.00013470770326377778
Position 1072: 0.00011133254535046269
Position 448: 9.617491386157337e-05
Position 1897: 8.01270941864244e-05
Position 2057: 7.658360053710874e-05
Position 2231: 6.89621507968739e-05
Position 1788: 5.8774757356683115e-05
Position 1107: 2.8787307314416394e-05
Position 392: 2.8568439809479822e-05
Position 458: 2.689107264003456e-05
Position 1121: 1.8414248980894953e-05
Position 243: 1.7451751681560948e-05
Position 1028: 1.4341053183059075e-05
Position 30: 1.1632366914769524e-05
Position 568: 1.1197746783405735e-05
Position 1003: 1.0731923818336609e-05
Position 839: 7.429299973721712e-06
Position 560: 6.1713709986903614e-06
Position 920: 5.408880104283689e-06
Position 600: 4.348386251097564e-06
Position 23: 3.9845346322426936e-06
Position 136: 2.7404316402781144e-06
Position 661: 2.658944342455559e-06
Position 962: 2.3344219462033424e-06
Position 3266: 1.911257411614203e-06
Position 1252: 1.8181927927376839e-06
Position 1415: 1.7341972697108764e-06
Position 214: 1.6629798058448382e-06
Position 379: 6.375910016955872e-07
Position 362: 3.7207560662802626e-07
Position 3181: 3.686939455862937e-07
Position 1302: 2.742852599556043e-07
Position 1617: 1.8375536719639663e-07
Position 1867: 5.9264147924660775e-08
Position 18: 5.719309894530499e-08
Position 573: 1.550868201327144e-08
Position 695: 1.5774086951656294e-09
Position 1326: 1.2674202716622566e-09
Position 689: 7.933376829254567e-10
Position 602: 2.1897422610441172e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7143578001421768
Position 2569: 0.6859224982896978
Position 584: 0.3645840120371986
Position 637: 0.25241609920391056
Position 4685: 0.23278297794236805
Position 3539: 0.19595127598858655
Position 1185: 0.18837867644948156
Position 2573: 0.11788573620471963
Position 3805: 0.1089103074606413
Position 5113: 0.10028739318116967
Position 6190: 0.08759578175794855
Position 5678: 0.08015088650359888
Position 224: 0.0801267726910849
Position 240: 0.07362088576167093
Position 3829: 0.06355980953883553
