Gene = CAMLG
index = 275
Annotated 5SS: [ 292 3023 5552]
Annotated 3SS: [ 2561  5485 12257]
SMsplice 5SS: [292]
SMsplice 3SS: [13203]
top_k =  1000
Partition function (log Z): -7.557410024291221

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.9994046438877178
Position 5552: 0.551051611104762
Position 2702: 0.2646179105665827
Position 10287: 0.10674355288041903
Position 1328: 0.06129323010822155
Position 3023: 0.04827854789543316
Position 12991: 0.027682028767099208
Position 1670: 0.016316980115686754
Position 878: 0.013551675647492838
Position 11211: 0.01247817886250144
Position 3430: 0.011019460403760496
Position 3455: 0.010746559311582232
Position 615: 0.00851614365076707
Position 1064: 0.008424092140038437
Position 893: 0.005199369876614116
Position 919: 0.005053452721736722
Position 673: 0.004037443144769978
Position 887: 0.003450217355421256
Position 1232: 0.0031903129370659897
Position 3387: 0.0029381189770785235
Position 1518: 0.0028395225307877
Position 505: 0.002596403209629208
Position 2660: 0.0019817228903346406
Position 5136: 0.0018970653406981943
Position 8119: 0.001801213771662016
Position 2642: 0.0017787943863852005
Position 8121: 0.0013562316092557629
Position 2436: 0.0010853022447225814
Position 5224: 0.0010635459665392839
Position 2652: 0.0010507040206401792
Position 5882: 0.0007047731031311977
Position 181: 0.0005047403975939345
Position 1672: 0.00028882707189539954
Position 7707: 0.0001711672507469763
Position 553: 0.00015727975056447073
Position 680: 0.0001238108099813103
Position 797: 8.988872294845329e-05
Position 1558: 8.015607597674155e-05
Position 2505: 5.522922947749672e-05
Position 1378: 5.5008544910611715e-05
Position 2197: 4.3537835072197054e-05
Position 1556: 4.005318322001495e-05
Position 2387: 3.7209927783974195e-05
Position 2969: 1.870127838670286e-05
Position 735: 1.7992652691476644e-05
Position 2664: 1.7168425901866667e-05
Position 2691: 1.1924326489877163e-05
Position 5630: 1.1125500295004086e-05
Position 1182: 2.4323064359950025e-06
Position 940: 1.6248929112519395e-06
Position 926: 1.4691362569896878e-06
Position 125: 1.4200434461900818e-06
Position 978: 1.41247485835309e-06
Position 828: 1.1242355910533248e-06
Position 969: 1.0364555824457487e-06
Position 966: 9.817340978204924e-07
Position 795: 8.621636289235505e-07
Position 709: 5.897402454742256e-07
Position 315: 5.211391552945887e-07
Position 430: 4.5311647693457756e-07
Position 8: 3.80094704753258e-07
Position 345: 3.0592915162400656e-07
Position 108: 2.9875481894249473e-07
Position 834: 2.5111739294812475e-07
Position 744: 1.0428270583445612e-07
Position 15: 4.901498992605769e-08
Position 165: 4.769621212700709e-08
Position 52: 2.272371796827424e-08
Position 473: 1.030361720517745e-08
Position 199: 9.025308234651557e-09
Position 214: 7.7183247477443e-09
Position 695: 7.01287022729902e-09
Position 442: 5.946963989319698e-09
Position 135: 5.179318991052867e-09
Position 558: 3.880044296520126e-09
Position 185: 3.6948064580366102e-09
Position 633: 1.948928667286908e-09
Position 612: 9.937775474536782e-10
Position 628: 7.396341347234855e-10
Position 466: 2.2383583013850582e-10
Position 416: 7.374838064853341e-11
Position 733: 7.891578133077695e-12
Position 784: 9.051483633095532e-14

