Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2756]
SMsplice 3SS: [2462 2657 3478]
top_k =  1000
Partition function (log Z): -1.621254800835044

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.9128202520401103
Position 166: 0.7504542018324606
Position 2984: 0.5330579049453477
Position 2756: 0.40477673940134323
Position 2760: 0.4007175913583087
Position 1941: 0.3235272920319785
Position 186: 0.23649709542140357
Position 1866: 0.11165379963636901
Position 2766: 0.04931945027830508
Position 2829: 0.028210126821265336
Position 2799: 0.025437974474872387
Position 3090: 0.024560542094789743
Position 2974: 0.024206433708420804
Position 2764: 0.023720720345899286
Position 3292: 0.02235293826850363
Position 1337: 0.01178540869552907
Position 4031: 0.011175131695634295
Position 2935: 0.010388182785669109
Position 2290: 0.007822594061103536
Position 3268: 0.00762586178047678
Position 529: 0.006679729663589687
Position 1810: 0.00579893639048129
Position 3180: 0.005205496381659349
Position 3859: 0.005132185391222623
Position 1826: 0.0034244975748109483
Position 443: 0.00308124872570335
Position 3061: 0.0024851003578810035
Position 297: 0.0021656545076432798
Position 709: 0.0021615003639442005
Position 2815: 0.0019526939702622374
Position 225: 0.001835561855303775
Position 2777: 0.0017902769066485155
Position 2112: 0.0017734944213716253
Position 256: 0.001487220524474296
Position 2016: 0.001176744244670302
Position 1933: 0.0008531019773836359
Position 2341: 0.0008165040108149809
Position 846: 0.0007051784967637065
Position 3575: 0.000660379712658457
Position 2770: 0.0005477544641729121
Position 170: 0.0005356491189767035
Position 1860: 0.000530186178259731
Position 1504: 0.0005023323392199862
Position 3446: 0.0004353152179967503
Position 494: 0.00043323063439334195
Position 23: 0.00040072413973799806
Position 1598: 0.0003228049327138963
Position 1761: 0.00031285203204412123
Position 436: 0.00022639815239626563
Position 199: 0.00022044815475058297
Position 2551: 0.0002159967238607392
Position 1868: 0.00021587687484099272
Position 2780: 0.00019149906840062035
Position 118: 0.00012697583819997572
Position 1026: 0.00010038545351058859
Position 1669: 9.23615895767917e-05
Position 1588: 8.227321267686819e-05
Position 759: 8.165580175146665e-05
Position 1653: 6.498872009935285e-05
Position 232: 5.614764048738763e-05
Position 190: 5.510800845586674e-05
Position 558: 5.407937164266047e-05
Position 1458: 4.7552233561448497e-05
Position 1844: 4.7247859036718614e-05
Position 3535: 4.6346102478034454e-05
Position 134: 3.767298902677854e-05
Position 2616: 3.2937970026293326e-05
Position 508: 3.1399446825114915e-05
Position 1193: 2.8976208024905866e-05
Position 1703: 2.594022708273701e-05
Position 1544: 2.10368059984025e-05
