Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  1000
Partition function (log Z): -3.0363735012630304

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.9914409294956613
Position 1723: 0.900454152830601
Position 2557: 0.586732151530348
Position 1324: 0.11331540523665111
Position 1711: 0.07092693568361008
Position 2099: 0.04544569788241746
Position 1317: 0.04468846573281987
Position 1412: 0.035100896565297204
Position 2263: 0.014268661150615057
Position 2567: 0.011438922950100173
Position 2235: 0.008896922138608718
Position 747: 0.00881534832192351
Position 1656: 0.007480227491274333
Position 2888: 0.0057323210418421455
Position 2245: 0.004384130807865739
Position 1419: 0.003801825701249127
Position 3283: 0.0034378241405211836
Position 3252: 0.002890710809118462
Position 770: 0.0024404830310506267
Position 2871: 0.002391102256768513
Position 2165: 0.0022504420128066386
Position 2239: 0.0017442678328534996
Position 111: 0.0015462461435068583
Position 184: 0.0015260525104099257
Position 896: 0.0014132101581713745
Position 819: 0.001366809623999913
Position 22: 0.001218914921151292
Position 250: 0.0010735440632238565
Position 1893: 0.000982943143954063
Position 1949: 0.000886034087031311
Position 1471: 0.00069402455971551
Position 3289: 0.0006589036211562535
Position 93: 0.0006322508713128087
Position 3091: 0.0005516402435389251
Position 3222: 0.0004573070467740668
Position 3417: 0.0004033071090040396
Position 66: 0.00038257752718016925
Position 2301: 0.00030104811852468377
Position 2229: 0.00029550279136560543
Position 756: 0.0002136769497737474
Position 3515: 0.00020036104200801708
Position 3294: 0.00018580711677256592
Position 552: 0.000182197861210776
Position 2934: 0.00017995382963672057
Position 2430: 0.00017256527913377145
Position 799: 0.00017155961554474075
Position 20: 0.00012607689031882748
Position 48: 0.0001099892692625736
Position 634: 0.00010169273525229007
Position 72: 9.794774939888492e-05
Position 3466: 9.72431694597401e-05
Position 2832: 9.518905800333055e-05
Position 2929: 9.065765701839009e-05
Position 554: 8.754575716810122e-05
Position 1404: 8.175529292888755e-05
Position 2772: 8.015138827149888e-05
Position 1114: 7.969614971943668e-05
Position 1384: 7.883544822776059e-05
Position 297: 7.576277908911595e-05
Position 1062: 6.84326226913081e-05
Position 187: 6.674054919365907e-05
Position 2504: 5.459185954658281e-05
Position 890: 4.897505484191406e-05
Position 910: 4.5902870166579785e-05
Position 602: 4.5415401634494195e-05
Position 850: 3.298253664064644e-05
Position 2094: 2.7459198795423956e-05
Position 317: 2.667386801930811e-05
Position 2227: 2.629137724216808e-05
Position 228: 2.3075591122967905e-05
Position 3413: 2.2557154997656014e-05
Position 2998: 1.5950138740403255e-05
Position 1295: 1.4174795071682038e-05
Position 830: 1.2739951418116186e-05
Position 667: 1.268391694679132e-05
Position 1564: 1.1292470829456909e-05
Position 430: 8.528253470374412e-06
Position 9: 7.855833443341858e-06
Position 56: 7.5944711293493914e-06
Position 3552: 7.5171258970656855e-06
Position 2327: 6.830371911880482e-06
Position 26: 6.768530365496089e-06
Position 24: 6.5427395596813365e-06
Position 2283: 5.999298614730367e-06
Position 1611: 4.964627077651509e-06
Position 475: 3.4495800639136565e-06
Position 54: 3.3052026273425245e-06
Position 2358: 3.1817494046704325e-06
Position 1416: 3.072131832372798e-06
Position 1963: 2.922635040704572e-06
Position 1987: 2.9053911425163166e-06
Position 1194: 2.722248729753606e-06
Position 1043: 2.5066507261737835e-06
Position 1214: 2.121693185361175e-06
Position 1381: 2.0773319361286374e-06
Position 1094: 1.9829832973141097e-06
Position 101: 1.9012052006460385e-06
Position 1220: 1.3288600676900568e-06
Position 1153: 1.2910423454721853e-06
Position 2069: 1.1734791695604787e-06
Position 1739: 1.0965105038935947e-06
Position 1965: 8.963598285276702e-07
Position 259: 8.955691553015745e-07
Position 1809: 8.802899599478832e-07
Position 103: 5.698502677236445e-07
Position 35: 4.0549355000223566e-07
Position 2471: 3.6882625175588824e-07
Position 2793: 2.530182862302079e-07
Position 2963: 2.1858496281931333e-07
Position 37: 1.725092738098656e-07
Position 11: 1.560393793729306e-07
Position 2941: 1.1883594609329672e-07
Position 2908: 1.0596084201520001e-07
Position 133: 7.655117312715272e-08
Position 160: 5.198571952146237e-08
