Gene = TIFAB
index = 1400
Annotated 5SS: [191]
Annotated 3SS: [2449]
SMsplice 5SS: [ 191 5954]
SMsplice 3SS: [5868 7887]
top_k =  1000
Partition function (log Z): -5.716693057983507

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9981365515437604
Position 5954: 0.8847405385663122
Position 6736: 0.17712308300887242
Position 4288: 0.1656681550777842
Position 436: 0.15882862463388592
Position 6277: 0.10867924239173427
Position 1782: 0.06448042658700402
Position 3645: 0.060819631774094045
Position 7514: 0.05621860664054856
Position 5687: 0.053603896114806614
Position 7742: 0.04177283185150949
Position 5382: 0.03241755376522342
Position 2487: 0.029952297201479048
Position 4872: 0.02516633880347203
Position 2735: 0.024530834270928906
Position 2047: 0.0232476498046567
Position 2367: 0.010010393369411286
Position 1436: 0.008683618380137656
Position 1441: 0.008281050499450065
Position 1978: 0.007472320945660755
Position 6995: 0.005380163840753165
Position 1534: 0.0044411106881204684
Position 2242: 0.0032048897276675077
Position 6052: 0.0027434138073319696
Position 3626: 0.002410530629848266
Position 4313: 0.002310990136481476
Position 3252: 0.0021518600923350387
Position 423: 0.0016695342903364193
Position 68: 0.0015688146839205204
Position 1620: 0.0014832541143212055
Position 661: 0.0011351972300664478
Position 7494: 0.0010318137525885747
Position 3142: 0.0010122562416064525
Position 2711: 0.0008783069118782393
Position 8067: 0.0007334432310329379
Position 3948: 0.0006014369468500614
Position 5407: 0.0005956952674634352
Position 6032: 0.0005627833426630588
Position 1810: 0.0005609000535494141
Position 6563: 0.0005391855098072362
Position 6504: 0.0005147185869367563
Position 7312: 0.00027352349443077233
Position 6955: 0.0002435348879024016
Position 1450: 0.00012044035052377634
Position 883: 9.405135145733974e-05
Position 241: 9.278056059688646e-05
Position 1635: 7.588168546191459e-05
Position 6329: 7.161756857283563e-05
Position 6122: 6.425717353060555e-05
Position 2265: 5.957813225066976e-05
Position 2375: 4.419231964153423e-05
Position 487: 3.894776533330531e-05
Position 1207: 3.347001160140699e-05
Position 1705: 3.0101721377606076e-05
Position 2341: 2.4848307875591012e-05
Position 455: 2.4289212030825413e-05
Position 1951: 2.1882222544089908e-05
Position 413: 2.0541842722335313e-05
Position 1099: 1.917683814660999e-05
Position 1825: 1.6051208264125942e-05
Position 1801: 1.542923979139045e-05
Position 587: 1.520034088719315e-05
Position 2232: 1.4961719916347494e-05
Position 1498: 1.4939245133297357e-05
Position 2080: 1.0693758813616797e-05
Position 961: 9.21725244761051e-06
Position 1194: 7.450552954198747e-06
Position 175: 7.301049324707722e-06
Position 1052: 6.939931481402909e-06
Position 1851: 6.669508692816063e-06
Position 2062: 4.7143359142319985e-06
Position 498: 4.539255688167261e-06
Position 955: 3.746843847259711e-06
Position 957: 3.447383196572831e-06
Position 2335: 3.3610186393870183e-06
Position 1209: 3.055240434445315e-06
Position 875: 2.6031224076081953e-06
Position 1211: 2.414949106808169e-06
Position 2748: 2.299448428662164e-06
Position 2707: 1.7885084018588247e-06
Position 2799: 1.770414071902384e-06
Position 195: 1.2145517046000709e-06
Position 685: 1.1374084601854743e-06
Position 762: 1.1090910091140322e-06
Position 1281: 1.0716548912244337e-06
Position 7847: 9.354766976932322e-07
Position 1871: 8.870349010613305e-07
Position 1740: 8.262734825178361e-07
Position 2715: 7.699926846804779e-07
Position 7768: 4.227238534143646e-07
Position 973: 1.9743184908505455e-07
Position 529: 1.529817141732276e-07
Position 400: 9.19237506417268e-08
Position 1648: 9.001263959258024e-08
Position 517: 6.973534863161497e-08
Position 1123: 2.767755299283436e-08
Position 775: 2.6853907325128965e-08
Position 72: 1.2085756927402103e-08
Position 319: 6.930120064340122e-10
Position 493: 2.216770358098312e-10
Position 881: 1.7566482330108544e-10
Position 329: 1.2134787631049236e-10
Position 1560: 1.0948719046215189e-10
Position 507: 9.007512443495196e-11
Position 1184: 8.763373160470942e-11
Position 640: 5.633134921485702e-11
Position 692: 4.370879639751668e-11
Position 82: 4.3345062913049124e-11
Position 335: 3.5820627846303825e-11
Position 727: 3.5052503930957085e-11
Position 283: 3.0625265379691484e-11
Position 555: 2.153906987159418e-11
Position 378: 2.0766210126379193e-11
Position 627: 7.891925558750811e-12
Position 285: 4.778450072740838e-13
Position 571: 6.57889534350154e-14
Position 301: 1.15912026307618e-14
Position 381: 3.3057077441220496e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5868: 0.8715876177615502
Position 7887: 0.3461274316994084
Position 6503: 0.24212588404981697
Position 4200: 0.1187314827293486
Position 6538: 0.11717648224258065
Position 344: 0.10886537280081726
Position 7664: 0.09511945412870762
Position 6173: 0.08313070685510753
Position 7247: 0.07157097542888304
Position 1694: 0.06034150059309165
Position 309: 0.0528101921676101
Position 5562: 0.04368650010915697
Position 7017: 0.043631254030114586
Position 7719: 0.03942738537014714
Position 6216: 0.039258571322488306
Position 7402: 0.038711222722564796
Position 2449: 0.03769253830811918
Position 5814: 0.03763143434415678
Position 3565: 0.036009597558562985
Position 4220: 0.034591990759982115
Position 1951: 0.023312326623627682
Position 6806: 0.02281178664884227
Position 7644: 0.02175288486543406
Position 7994: 0.020611712907306946
Position 7362: 0.02027212416312722
Position 8111: 0.017395664408117767
Position 7959: 0.0163396015922411
Position 5501: 0.014882909752756773
Position 1231: 0.011765890116607319
Position 5306: 0.011691013698790222
Position 5320: 0.011670536213526053
Position 4750: 0.01165499979169128
Position 6229: 0.011446864600714264
Position 4651: 0.011262689885940608
Position 7195: 0.011163692568230866
Position 4169: 0.010770821291491494
Position 7667: 0.009928711394969559
Position 2585: 0.00955894218340928
Position 7805: 0.009511371980583523
Position 5254: 0.008885235208521237
Position 3344: 0.008787174009368974
Position 3478: 0.00833872040614376
Position 2986: 0.00650182733238098
Position 1764: 0.0062200412265916855
Position 3548: 0.00602553910102459
Position 4105: 0.005777571421437606
Position 7977: 0.005648788589995918
Position 2111: 0.005540108414207765
Position 7929: 0.005470112183229426
Position 3597: 0.0051924178905897395
Position 7416: 0.004755677103115866
Position 7478: 0.004715983134171373
Position 6614: 0.004587889247054586
Position 322: 0.004529262179355178
Position 2114: 0.004432739235796267
Position 1511: 0.004095387435780687
Position 1351: 0.003350065127762087
Position 1291: 0.0028567680143400413
Position 7103: 0.002822818946588243
Position 8148: 0.0027307908399022405
Position 2549: 0.002729515089319546
Position 2005: 0.0025603501036697666
Position 5834: 0.0024053959393792374
Position 1718: 0.0022356805728055125
Position 2416: 0.002112132521818374
Position 5251: 0.0019570163699839612
Position 2606: 0.0018911684096733473
Position 2307: 0.0018330918593185803
Position 4277: 0.0018185421114742556
Position 1271: 0.001818508340880067
Position 4721: 0.001779485687274243
Position 8017: 0.0017533291737602734
Position 6758: 0.0015702841130857416
Position 4459: 0.0015084730128225275
Position 6143: 0.0014955533504198368
Position 2194: 0.001417202345068057
Position 1849: 0.001365143102979856
Position 2687: 0.0012838668039296991
Position 5717: 0.0012739532917722723
Position 6480: 0.0012361697045498914
Position 4440: 0.0012249681477178472
Position 2263: 0.00119926907648773
Position 7604: 0.0011480952275787339
Position 1878: 0.001119994248469445
Position 7209: 0.0011067093573229726
Position 2008: 0.0010271244277811487
Position 7555: 0.0010265826089093167
Position 6108: 0.0009207285460540223
Position 6556: 0.000868554855668588
Position 2390: 0.0008558433738271889
Position 7946: 0.0007968697521291579
Position 4254: 0.0007922832674687365
Position 7862: 0.000718171383541543
Position 2600: 0.0006973379303496245
Position 6913: 0.0006737380203559269
Position 2350: 0.0006723094983630634
Position 2784: 0.000669299660233885
Position 7908: 0.0006574850684112519
Position 6263: 0.0006483454480147217
Position 6061: 0.0006304359678104822
Position 5473: 0.0006084774729807462
Position 8037: 0.0005862273967139828
Position 5694: 0.000582854661630896
Position 6112: 0.0005797484815894539
Position 6639: 0.0005780095496173729
Position 2875: 0.0005102341455967483
Position 3532: 0.0005078778246920955
Position 3382: 0.00047380021889137754
Position 6003: 0.0004305303677714236
Position 6898: 0.00040968847881232167
Position 6620: 0.00040293384550618434
Position 1334: 0.0003833714853887228
Position 6400: 0.0003760557356271916
Position 485: 0.0003698174917295405
Position 7249: 0.00036921448702494975
Position 3387: 0.00036785281402246294
Position 2940: 0.00036237133127030747
Position 4443: 0.00035111591751865913
Position 989: 0.00034270857140353934
Position 6740: 0.0003208407243850427
Position 7353: 0.00031885774667292355
Position 6591: 0.0003152736372445709
Position 2333: 0.00027933418012511643
Position 2221: 0.0002711157932486288
Position 6086: 0.0002624215429050429
Position 6879: 0.0002580268743913575
Position 1657: 0.00025417129315632764
Position 2642: 0.00025416690520261215
Position 2145: 0.0002464546017087712
Position 3444: 0.00024333480720494595
Position 1929: 0.00023272190557567087
Position 2066: 0.00022158061614745042
Position 5700: 0.00021412595620984065
Position 5991: 0.00021401035729890123
Position 6052: 0.0002135501538640153
Position 4675: 0.00021025015754693325
Position 1704: 0.00020588656659506995
Position 1158: 0.0001997767690787874
Position 3883: 0.00018922609635498572
Position 5936: 0.00018860938121142997
Position 4091: 0.00016632904875885234
Position 649: 0.00014228848466645602
Position 1397: 0.0001276957481863286
Position 400: 0.00012118097094920284
Position 1607: 0.00012060124694865649
Position 583: 0.00011807171831885874
Position 1797: 0.00011460448689611466
Position 1858: 0.00011197609202685163
Position 2770: 0.00010053663156431934
Position 1738: 9.609757359962079e-05
Position 2117: 7.26421309966285e-05
Position 4337: 6.443087716741863e-05
Position 2468: 6.272097033414548e-05
Position 4491: 6.148881422308203e-05
Position 1043: 5.349133859423098e-05
Position 2997: 5.09078744685577e-05
Position 5093: 4.600602808790269e-05
Position 1082: 4.0536674918688624e-05
Position 2854: 4.02356897715046e-05
Position 1567: 3.988324725053045e-05
Position 2169: 3.4363484127034336e-05
Position 1548: 3.433324645515178e-05
Position 507: 3.322996384451717e-05
Position 827: 3.253072993261301e-05
Position 3520: 3.213259990789831e-05
Position 1965: 3.0392692812093427e-05
Position 5163: 2.987112614234839e-05
Position 6689: 2.914951826346186e-05
Position 3461: 2.8793447795713538e-05
Position 1484: 2.84297639124686e-05
Position 536: 2.5953261320080026e-05
Position 145: 2.2939890947647363e-05
Position 2792: 2.090713227229286e-05
Position 1357: 2.0889788908125475e-05
Position 660: 1.903362278204222e-05
Position 5612: 1.8624610766405482e-05
Position 3929: 1.740747884778361e-05
Position 1642: 1.624100338679203e-05
Position 2747: 1.588099704258162e-05
Position 3085: 1.3840488080800825e-05
Position 784: 9.872960219192681e-06
Position 563: 9.607617183570347e-06
Position 1884: 8.910534556874684e-06
Position 2265: 8.793139972972073e-06
Position 1306: 7.170298862950587e-06
Position 1419: 7.105279777243158e-06
Position 363: 4.931164970021999e-06
Position 3110: 4.523141130570102e-06
Position 4060: 4.478916474916598e-06
Position 2400: 4.401501412235207e-06
Position 1735: 3.2836442282507443e-06
Position 1323: 3.1839479347646037e-06
Position 1580: 3.181879725802408e-06
Position 1487: 3.116690424293175e-06
Position 1630: 2.8850112901558956e-06
Position 2173: 2.8614786027624103e-06
Position 540: 2.6634708722327183e-06
Position 1344: 2.491895341344785e-06
Position 1862: 2.424098564024186e-06
Position 2465: 2.201673693595016e-06
Position 869: 2.0529311067412735e-06
Position 154: 1.9221397267821092e-06
Position 1516: 1.912024740946318e-06
Position 1831: 1.5544360994162433e-06
Position 432: 1.4533695386278822e-06
Position 1086: 1.4172353130466974e-06
Position 1051: 1.2888299998331737e-06
Position 473: 1.2162728891702948e-06
Position 1595: 1.216042766583112e-06
Position 752: 1.1408273816090212e-06
Position 1440: 9.233625879030142e-07
Position 374: 8.249898145580492e-07
Position 1318: 8.119118832665197e-07
Position 608: 8.116059535656869e-07
Position 2356: 7.85402315357958e-07
Position 1142: 7.349562138115167e-07
Position 147: 6.702633644864534e-07
Position 1480: 5.896735647970361e-07
Position 1310: 5.730768531327721e-07
Position 1382: 5.511913811977924e-07
Position 1449: 5.423099275058853e-07
Position 1528: 4.4074281886024875e-07
Position 549: 4.119719587028718e-07
Position 1644: 4.0968727712952863e-07
Position 2658: 3.997739960063576e-07
Position 417: 3.2368994768765774e-07
Position 833: 2.7708343400246747e-07
Position 805: 2.6347767979773656e-07
Position 603: 2.50611731275607e-07
Position 1098: 2.2642214016434842e-07
Position 2031: 1.65297218365181e-07
Position 1520: 1.4025949499894032e-07
Position 1361: 1.1884253145835758e-07
Position 160: 1.1772841247463109e-07
Position 529: 8.166470121862268e-08
Position 1020: 7.62200827227874e-08
Position 1388: 7.425194040114526e-08
Position 1967: 7.053625249890089e-08
Position 1971: 6.959822155690964e-08
Position 1491: 6.011578666687524e-08
Position 283: 5.302031876025397e-08
Position 881: 5.297062453634072e-08
Position 801: 4.959121197878665e-08
Position 685: 3.536815594263144e-08
Position 1009: 1.9113638297833876e-08
Position 996: 1.798746929216774e-08
Position 1095: 1.1524366553095708e-08
Position 1026: 5.60864545438163e-09
Position 1058: 5.207976774520314e-09
Position 1166: 4.422703909114001e-09
Position 795: 3.6730438741596118e-09
Position 434: 3.241966082189094e-09
Position 1365: 3.200069257718462e-09
Position 1089: 2.802984290934204e-09
Position 268: 2.323781999370595e-09
Position 1123: 2.246611710014245e-09
Position 256: 1.9836903852261286e-09
Position 166: 1.4260711356016285e-09
Position 689: 1.2803813877620627e-09
Position 899: 1.1557821245753676e-09
Position 190: 3.8697593426308576e-11
Position 429: 3.098523934965387e-11
Position 253: 3.051065220307142e-11
Position 406: 2.7345568575804223e-11
Position 230: 7.839668579840544e-12
Position 808: 3.2281368837764083e-12
Position 703: 2.243166814595359e-12
Position 168: 8.723076812182387e-13
Position 849: 6.649660739120503e-13
Position 517: 6.479114556601377e-13
Position 449: 6.045479923231923e-13
Position 436: 3.47154273489188e-13
Position 234: 1.8531860083200628e-13
Position 172: 1.7640202129264485e-13
Position 195: 2.4929794195408372e-14
Position 440: 1.9888932701465474e-14
Position 227: 1.786462624617241e-14
Position 201: 8.486501037340022e-15
Position 205: 8.254396775765991e-15
Position 207: 2.81420001648554e-16
