Gene = LELP1
index = 779
Annotated 5SS: [89]
Annotated 3SS: [1243]
SMsplice 5SS: [89]
SMsplice 3SS: [1243]
top_k =  1000
Partition function (log Z): -7.892822112831477

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.8631951757892903
Position 1344: 0.3184198363486542
Position 223: 0.12605375544229772
Position 233: 0.009248856136051507
Position 108: 0.006485825162518152
Position 1284: 0.004617151232927631
Position 156: 0.003682982400671486
Position 978: 0.003036542064889074
Position 1330: 0.001724683934009359
Position 177: 0.0014932775121477763
Position 1392: 0.0009357703243674406
Position 637: 0.0007742622171879346
Position 1417: 0.0007609822543508123
Position 718: 0.000703797283168357
Position 1435: 0.0006740480599579417
Position 733: 0.000520846254368766
Position 274: 0.0004949806406113811
Position 399: 0.0004889480821247009
Position 622: 0.0004748694654604464
Position 969: 0.0004456763989427682
Position 1342: 0.0004413766748483768
Position 1202: 0.00026253938617242564
Position 441: 0.00025228767198922535
Position 1402: 0.00023598419954027163
Position 697: 0.00023038615716666056
Position 1187: 0.00022691716192730241
Position 1198: 0.000219381579579145
Position 146: 0.0001382704003922665
Position 1332: 0.00012788390630985783
Position 868: 0.000119161920322576
Position 1456: 0.00010528866034998815
Position 394: 0.00010007048942932917
Position 203: 7.713189350184054e-05
Position 1419: 7.576922049068216e-05
Position 1059: 6.785572054699003e-05
Position 114: 5.764418902263608e-05
Position 1272: 5.612693067083133e-05
Position 1348: 4.413249186142433e-05
Position 560: 4.2250747096267457e-05
Position 999: 3.951175669594746e-05
Position 964: 3.451926770449158e-05
Position 1172: 3.1316426629856134e-05
Position 186: 2.9757957385575782e-05
Position 68: 2.714963103035279e-05
Position 433: 2.385606080024322e-05
Position 335: 2.051029109096007e-05
Position 235: 1.765496187889129e-05
Position 629: 1.3144516115342775e-05
Position 958: 1.186717874047896e-05
Position 557: 1.1668732212578158e-05
Position 237: 8.144969580546508e-06
Position 985: 7.99926542334145e-06
Position 782: 7.1292624887026434e-06
Position 191: 7.1018144704719995e-06
Position 772: 6.16655030229318e-06
Position 349: 4.944794431250984e-06
Position 257: 4.54665434497931e-06
Position 1267: 4.488846146388872e-06
Position 814: 3.4701868167470516e-06
Position 1066: 3.150807942079281e-06
Position 445: 1.1331575557847194e-06
Position 896: 7.210862631339431e-07
Position 210: 4.994685992519462e-07
Position 220: 4.4264763504927715e-07
Position 517: 3.7405601980394397e-07
Position 63: 4.449312030509009e-09
Position 93: 2.9492082257743906e-09
Position 1043: 2.350839147166599e-09
Position 419: 1.4864907610802245e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1243: 0.7237996586359529
Position 1556: 0.3921705052658069
Position 1456: 0.045815063683969814
Position 220: 0.04545334035119728
Position 430: 0.0384076276659944
Position 533: 0.033905408277808996
Position 802: 0.01662699453369958
Position 1480: 0.015389922557039757
Position 600: 0.008237876680385989
Position 450: 0.003909193885099086
Position 175: 0.0027862933184086237
Position 300: 0.002346067235037545
Position 356: 0.0018724464175827987
Position 998: 0.0017042450304768089
Position 541: 0.001508425803070741
Position 381: 0.0013731341256710363
Position 1303: 0.001352615398804732
Position 1402: 0.0012730808225824436
Position 697: 0.0011885740196240712
Position 1558: 0.0008664124953560978
Position 1250: 0.0007767580548375197
Position 804: 0.0007089911392819141
Position 1378: 0.0006662463003091501
Position 878: 0.0005510123729181376
Position 255: 0.0004217294065817547
Position 203: 0.00041331344244822785
Position 480: 0.00041132093639078247
Position 1104: 0.00040295386230723034
Position 1156: 0.00032782993126582376
Position 1417: 0.00020443188614155294
Position 1562: 0.00020235787123232163
Position 810: 0.00019949978083600933
Position 1435: 0.00019716424133496254
Position 958: 0.00016016754737236533
Position 227: 0.000128198407196186
Position 1360: 0.0001231620066432674
Position 933: 0.00010943812242686097
Position 1631: 0.0001084249234731152
Position 1365: 0.000106843991631587
Position 1129: 0.0001067073772292393
Position 1492: 9.947582054867968e-05
Position 664: 8.182970676178472e-05
Position 1330: 6.854762604961962e-05
Position 763: 6.701270763217131e-05
Position 1375: 6.625710281523313e-05
Position 1342: 6.0978777152605105e-05
Position 433: 6.025288823922358e-05
Position 272: 5.4903563216546635e-05
Position 172: 4.8391627320344066e-05
Position 365: 4.352392956239542e-05
Position 1424: 3.915494420337216e-05
Position 394: 3.749216933837092e-05
Position 460: 3.3194416994698185e-05
Position 1016: 2.6828426636994858e-05
Position 732: 2.6742381778953397e-05
Position 723: 2.6281512186621262e-05
Position 1178: 2.3305781227587573e-05
Position 1161: 2.0483401026067504e-05
