Gene = SMKR1
index = 1286
Annotated 5SS: [349]
Annotated 3SS: [9767]
SMsplice 5SS: [349]
SMsplice 3SS: [8952]
top_k =  1000
Partition function (log Z): -13.67484926929668

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.5281949337483198
Position 109: 0.2605911474525005
Position 5534: 0.10001119235992882
Position 5609: 0.08125125735338423
Position 2218: 0.07711223336664552
Position 1993: 0.07183739395524283
Position 1335: 0.06812808448808302
Position 2401: 0.04958595054754755
Position 557: 0.03881023862399177
Position 89: 0.037522124130145794
Position 190: 0.02700401809712332
Position 756: 0.018482589612651472
Position 193: 0.01667922810138716
Position 2350: 0.01579392260032629
Position 1627: 0.015618947031083286
Position 4483: 0.01488885779616665
Position 502: 0.012842256084060777
Position 676: 0.006028169098277911
Position 2727: 0.004983827405133387
Position 1488: 0.004456965933482733
Position 9473: 0.0035588780657911114
Position 21: 0.003546355064797065
Position 765: 0.0033355293875660316
Position 2458: 0.003260359148839291
Position 5208: 0.0026559457434517913
Position 600: 0.0022810422923140723
Position 9010: 0.0021531592021622986
Position 564: 0.001907129445643384
Position 369: 0.0016343008150692937
Position 1184: 0.0014080735495424826
Position 8686: 0.0013115125623673121
Position 9153: 0.0012475168172721273
Position 2703: 0.0010304514595475826
Position 281: 0.0008681533666970167
Position 5255: 0.0008181959497139827
Position 920: 0.00034982678539710696
Position 886: 0.0002849743593181249
Position 213: 0.0002825974232937704
Position 862: 0.00020847210745723142
Position 492: 0.00018561335276987635
Position 535: 0.0001785670303421188
Position 245: 0.00016202152628792222
Position 575: 0.00015021592406688205
Position 96: 0.00012844428239196966
Position 1476: 0.00011305296626862117
Position 27: 0.00010998871945832288
Position 3279: 0.00010870321227962485
Position 433: 0.0001063750149126208
Position 1629: 9.788099832532518e-05
Position 644: 8.74642188256647e-05
Position 2425: 6.307932455300042e-05
Position 118: 3.610012246987446e-05
Position 2202: 3.15119048455526e-05
Position 1450: 2.495119006725202e-05
Position 635: 2.4771909391186256e-05
Position 708: 2.3355006017305804e-05
Position 3385: 1.4178122472165798e-05
Position 3323: 1.333895858796748e-05
Position 669: 6.4404897792336895e-06
Position 358: 5.782535490603907e-06
Position 1719: 5.108809559516579e-06
Position 685: 5.0143309032499725e-06
Position 452: 4.341431639047948e-06
Position 1278: 4.04788968763464e-06
Position 570: 3.6144913520602764e-06
Position 1291: 3.373453633129699e-06
Position 311: 2.406177891791123e-06
Position 567: 1.8549623248271966e-06
Position 624: 1.6997022089748974e-06
Position 1235: 1.3004039123558532e-06
Position 1305: 5.235307718056201e-07
Position 1267: 4.105883413184135e-07
Position 906: 2.541099284266244e-07
Position 814: 1.8057490383593754e-07
Position 606: 1.4868154627593628e-07
Position 632: 5.364483388695857e-09
Position 695: 9.963445902665313e-10
Position 408: 5.854115942320692e-10
Position 177: 4.215139535016685e-10
Position 637: 8.82445439592287e-11
Position 466: 4.877679345042599e-11
Position 207: 3.34354574660075e-11
Position 393: 1.0042399291196394e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8952: 0.43265160141496184
Position 9356: 0.23184835034525564
Position 5428: 0.17159085157873485
Position 2118: 0.08744661812328258
Position 4405: 0.04583588942405922
Position 1373: 0.04288705452745761
Position 5987: 0.03341329933315136
Position 1952: 0.03235593928977711
Position 3023: 0.02972083207624228
Position 2259: 0.024552497962614748
Position 1902: 0.024128792585860603
Position 2285: 0.024125796878275152
Position 1267: 0.023975514453818136
Position 2092: 0.023875050280836793
Position 1809: 0.022977762528177396
Position 8374: 0.02277733176373423
Position 9767: 0.01646113982794946
Position 7474: 0.014504512737068705
Position 5510: 0.013227182998824371
Position 6926: 0.012295749076501744
Position 6460: 0.01172285472095734
Position 5983: 0.010132884442282317
Position 9991: 0.009729195058463182
Position 9382: 0.008795930615085847
Position 5151: 0.008632451071998821
Position 1154: 0.008538584222860447
Position 5061: 0.006870178576420835
Position 739: 0.00507828499877038
Position 1106: 0.004993626534597107
Position 1393: 0.004242649360833289
Position 5640: 0.004230986122504063
Position 7799: 0.004118517806069606
Position 4299: 0.0039606630938059375
Position 854: 0.0035810552283869652
Position 1666: 0.003553657944020777
Position 2666: 0.003182576200578249
Position 2498: 0.002892361049449193
Position 4425: 0.002848229774703137
Position 6007: 0.002611430060100244
Position 3019: 0.002601854880124557
Position 3684: 0.00249350135412904
Position 4158: 0.0024751589579546894
Position 2333: 0.0022885167759539027
Position 788: 0.0020823449405379846
Position 3044: 0.002056197567731487
Position 4557: 0.001811837179181529
Position 5866: 0.0017602472340256961
Position 6387: 0.0013763514899494346
Position 2620: 0.0012611896431404357
Position 3381: 0.00114551716747842
Position 5759: 0.001141342658397418
Position 7404: 0.0010388400989021008
Position 8894: 0.0010097873115258436
Position 7028: 0.0009825079522579887
Position 2094: 0.0008132978030732278
Position 9087: 0.0007777876148704048
Position 2646: 0.0007644799877680503
Position 5815: 0.0007277263927860046
Position 6479: 0.0006909337282122379
Position 1226: 0.0005889593888226676
Position 2098: 0.000574350111594232
Position 2392: 0.0005361747971324703
Position 7912: 0.0005213696220742708
Position 2868: 0.000519198267675769
Position 1163: 0.0005164702403411633
Position 803: 0.00047288844635965153
Position 2547: 0.0004317417408531254
Position 3384: 0.000400795427875189
Position 3625: 0.00039088699660376236
Position 7770: 0.00038202274969827675
Position 1210: 0.0003752385250471828
Position 4131: 0.00036571882544488054
Position 2643: 0.0003439255818602929
Position 6967: 0.0003400192990948403
Position 3998: 0.00031712779885668463
Position 3712: 0.00029871973877734965
Position 1067: 0.0002838240727026385
Position 4366: 0.00027723246524240263
Position 1559: 0.00027638014911299594
Position 1904: 0.00027179703374677274
Position 6587: 0.00023587890356901154
Position 3238: 0.00023482045489349563
Position 2566: 0.0002317935292809421
Position 4282: 0.0002284659621429918
Position 2261: 0.00022793138385947178
Position 4581: 0.0002265516718329821
Position 6281: 0.0002248064150293876
Position 3213: 0.00021368624383531263
Position 2145: 0.00020891536294720734
Position 4482: 0.00019792137458656271
Position 3184: 0.00019056136859728733
Position 2910: 0.00018390726111642931
Position 1284: 0.000183870938194328
Position 556: 0.00017173853673977852
Position 5111: 0.00016463035441751576
