Gene = MSTO1
index = 889
Annotated 5SS: [ 108  336  884 1067 1379 1603 1876 2092 2346 2751 3009 3342 3542]
Annotated 3SS: [ 199  813  990 1323 1463 1757 1956 2192 2618 2823 3236 3431 3833]
SMsplice 5SS: [ 108  336 1379 1603 1876 2092 2346 2751 3009 3342 3542]
SMsplice 3SS: [ 199 1201 1463 1695 1956 2192 2618 2823 3199 3431 3833]
top_k =  1000
Partition function (log Z): 13.869963017336243

Sorted 5' Splice Sites (High to Low Probability):
Position 2751: 0.9649712685182487
Position 336: 0.9398289385251872
Position 2092: 0.9118416953552912
Position 3009: 0.9068065334403042
Position 1603: 0.8863149764342193
Position 108: 0.8484814543162473
Position 3342: 0.8044641360868614
Position 1876: 0.7685645958253835
Position 3542: 0.758763604042529
Position 2346: 0.7415000288961059
Position 1379: 0.7412911920145953
Position 1067: 0.2855297273588391
Position 1727: 0.1966462119009764
Position 1131: 0.14855945412241423
Position 3509: 0.12355927993292293
Position 920: 0.11456646241583146
Position 751: 0.11422896706673882
Position 113: 0.11154537294415431
Position 884: 0.09073566158730761
Position 737: 0.04899208480316754
Position 541: 0.040898100898697776
Position 3575: 0.035457928539787575
Position 270: 0.03257789728597177
Position 3553: 0.0301917602600981
Position 924: 0.02461931602126749
Position 2984: 0.023013606717312694
Position 897: 0.019730428926907604
Position 341: 0.01829954186546134
Position 2967: 0.017466684607874244
Position 909: 0.014249242418085607
Position 2775: 0.012973273457537349
Position 1534: 0.01148367721256317
Position 1439: 0.011318091437034166
Position 1766: 0.009835720227986853
Position 729: 0.009291118476648302
Position 1999: 0.00850056172586201
Position 1575: 0.006348462862497627
Position 4029: 0.004787446098571084
Position 2763: 0.004741342276281553
Position 2287: 0.0047291822265301915
Position 3751: 0.0036918667997850943
Position 45: 0.0036906790562579797
Position 658: 0.0028931604632839473
Position 1237: 0.0025715916217704956
Position 719: 0.00235019966247577
Position 2111: 0.002182423120087547
Position 1588: 0.002068601905115318
Position 265: 0.0017850523245076344
Position 3348: 0.0015813043863100041
Position 2356: 0.0014502521899565281
Position 1334: 0.0013527253768621207
Position 2712: 0.0013432448736538452
Position 1529: 0.0013038397972354673
Position 2933: 0.0011679524842758658
Position 1099: 0.0011410544784640655
Position 1862: 0.0010016811583690318
Position 3354: 0.0009876842642007613
Position 22: 0.0009727855684279171
Position 3018: 0.000844952922551496
Position 841: 0.0007472762301513307
Position 888: 0.000727361492277571
Position 352: 0.0006871078763059458
Position 2974: 0.0006428587396324584
Position 76: 0.0006405172300343242
Position 3546: 0.0006355595786276622
Position 705: 0.00045546361017151236
Position 814: 0.00035967082664135235
Position 3213: 0.00034929273638361854
Position 3022: 0.0003199354989027233
Position 1343: 0.00029798415556326734
Position 2740: 0.0002675179428195213
Position 567: 0.00021492453849843092
Position 2350: 0.00021228456496685412
Position 1300: 0.00021206390217394115
Position 1115: 0.00019965686540846
Position 4026: 0.00018921943099343126
Position 2319: 0.0001739894599587461
Position 3633: 0.00017256741998985582
Position 1416: 0.00014009557575166536
Position 2770: 0.00013262797988410676
Position 582: 0.00012686902670737627
Position 1852: 0.00012456010932175682
Position 2236: 0.00012390182800037447
Position 2537: 0.00011425910577303614
Position 2703: 0.00010392943839479219
Position 1892: 9.665329278998877e-05
Position 1815: 8.88490292084248e-05
Position 3309: 8.717043807989358e-05
Position 1214: 8.370128536120886e-05
Position 1354: 8.322446856142614e-05
Position 4059: 7.597421349033487e-05
Position 3038: 7.290856402040293e-05
Position 494: 6.690781853542374e-05
Position 2268: 5.5284772171253284e-05
Position 2075: 5.5013522674211004e-05
Position 3281: 5.4280964433703115e-05
Position 1327: 5.126680979645465e-05
Position 2087: 4.9705527733514995e-05
Position 3514: 4.964209735536014e-05
Position 769: 4.769183293144375e-05
Position 1712: 4.3188387651911304e-05
Position 732: 3.5834390306542406e-05
Position 95: 3.069841843194067e-05
Position 1550: 2.8155054070377814e-05
Position 1464: 2.11754070169674e-05
Position 344: 1.962717228242205e-05
Position 960: 1.9527831480346985e-05
Position 2460: 1.825767766052224e-05
Position 1337: 1.348291561697257e-05
Position 676: 1.3034113136511604e-05
Position 59: 1.2905728982432242e-05
Position 1345: 1.1613577801103736e-05
Position 955: 1.1446945417387332e-05
Position 81: 1.1287401712983118e-05
Position 2126: 9.496026363280166e-06
Position 2827: 5.2256101406306265e-06
Position 250: 1.113637925514294e-06
Position 163: 6.991687321279579e-07
Position 585: 6.764511039274372e-07
Position 389: 3.353856999912005e-07
Position 155: 3.14920410537113e-07
Position 3809: 2.4613362545591725e-07
Position 3689: 1.1386241601847054e-07
Position 3615: 1.0475659174916302e-07
Position 1796: 1.0396298253703152e-07
Position 9: 9.62420476723089e-08
Position 3626: 6.489167015984928e-08
Position 3697: 4.685429633058172e-08
Position 3524: 3.3792080833124476e-08
Position 2779: 1.7591757596751217e-08
Position 2465: 7.13513638524349e-09
Position 3032: 2.5297099601183234e-09
Position 2670: 7.362341278192687e-10
Position 2405: 7.311632869067042e-10
Position 3463: 5.344937148899308e-10
Position 1059: 5.270600561916564e-10
Position 260: 2.528998823220123e-10
Position 382: 1.2496597764347856e-11
Position 596: 1.2059125860922399e-11
Position 181: 4.748909694042431e-13
Position 403: 2.5836657408532603e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 199: 0.9604303316398657
Position 1463: 0.9259238935261688
Position 3431: 0.9020769915250685
Position 1695: 0.8816301274007302
Position 1956: 0.7563299511143365
Position 3833: 0.7314663543697814
Position 2192: 0.7132430083598919
Position 2823: 0.5922855958874568
Position 1201: 0.5778415381403117
Position 2618: 0.48384432034841973
Position 813: 0.45466846168805586
Position 3199: 0.3509063255735528
Position 2866: 0.33597422980365466
Position 2641: 0.2897360778084608
Position 3236: 0.26463985108654625
Position 990: 0.209967556864643
Position 2580: 0.20414771994720085
Position 3155: 0.12282031674427613
Position 1965: 0.12195487813849983
Position 3889: 0.11495320280023252
Position 1221: 0.10141808020129467
Position 604: 0.09843159032768073
Position 414: 0.0683641658419798
Position 3461: 0.061625309806693694
Position 3121: 0.058179710886282876
Position 1757: 0.04942205975214176
Position 1323: 0.04589205226999105
Position 4389: 0.04561409588351663
Position 2002: 0.03925617426161937
Position 674: 0.02944134199452977
Position 3836: 0.028571534932777306
Position 1185: 0.0283993219025098
Position 3808: 0.025964832319018964
Position 2895: 0.022705690160901792
Position 2229: 0.01932583111242966
Position 1514: 0.01698438860710285
Position 439: 0.011231957289923768
Position 4275: 0.009761354067977323
Position 2195: 0.007458954622198874
Position 1033: 0.006902455991700646
Position 2260: 0.006859375819023679
Position 3240: 0.006722218594775436
Position 4480: 0.006144976752513564
Position 433: 0.005702553308101145
Position 994: 0.005512084746164604
Position 4587: 0.004647987153679344
Position 2658: 0.004403699289407981
Position 3494: 0.0042116484295802075
Position 953: 0.003919877440671645
Position 931: 0.003818490137224439
Position 1806: 0.003679939691161654
Position 3205: 0.0036314886500664776
Position 1165: 0.002750214340512547
Position 907: 0.0026959903741490534
Position 1656: 0.002683497977800398
Position 1789: 0.002681922197247885
Position 4356: 0.0026660435210115437
Position 389: 0.002273321171013749
Position 817: 0.0021106326511835987
Position 4178: 0.0019196778987833289
Position 2703: 0.0019125334042120257
Position 3945: 0.0018631533226360366
Position 559: 0.0018581018206370438
Position 571: 0.00166660904775671
Position 879: 0.0015842409290030806
Position 1064: 0.0015162044895279348
Position 960: 0.0014292562547709299
Position 520: 0.0013754501099920676
Position 3615: 0.0013575888111870364
Position 2871: 0.001327119592019922
Position 1902: 0.0012493477856907727
Position 4452: 0.0011993220727940792
Position 3250: 0.0011065998902516983
Position 3668: 0.0010985508603616977
Position 853: 0.0010294256498887071
Position 4518: 0.001029168075292982
Position 4222: 0.0009098426709469003
Position 1157: 0.0009097077346952485
Position 1049: 0.000879896689227006
Position 4123: 0.0008142219947667197
Position 1796: 0.0007697960316175087
Position 3133: 0.0007675060684012837
Position 1875: 0.000651624445353691
Position 641: 0.0006336147978621662
Position 1815: 0.0006243456692592879
Position 4522: 0.0006130355329726756
Position 3776: 0.0006020577578830641
Position 4320: 0.0005981755345716754
Position 3633: 0.000534722820538307
Position 3768: 0.0004987746366516145
Position 4507: 0.0004978961016851986
Position 1225: 0.0004912725976954866
Position 1821: 0.0004650648151654139
Position 232: 0.0004640147805436874
Position 3324: 0.00044146087831676764
Position 630: 0.0004034858691945873
Position 686: 0.0003909733350962616
Position 494: 0.00038897620566230107
Position 863: 0.0003298441343391358
Position 1246: 0.0003195906814982907
Position 4200: 0.00029346063211674024
Position 1701: 0.0002740265519659826
Position 2323: 0.000261949001990681
Position 1124: 0.00023597429245246807
Position 2439: 0.000208736110623083
Position 1585: 0.0001959306048596677
Position 3673: 0.0001770870938250908
Position 1765: 0.00017285289609203066
Position 2967: 0.00017175674311271368
Position 3899: 0.00016882645698488853
Position 2379: 0.00016818359785858593
Position 2201: 0.00016583331089112951
Position 2833: 0.00014805570830970366
Position 1762: 0.0001467611595414109
Position 2836: 0.0001455153611985058
Position 4092: 0.00014256028133393704
Position 2587: 0.0001365175157036033
Position 2476: 0.00013605901626646168
Position 2501: 0.00013515552154159068
Position 541: 0.00013055763372907774
Position 1327: 0.00012891589798748348
Position 4704: 0.00012628815005572905
Position 4601: 0.00012617118294794153
Position 834: 0.0001190001346094804
Position 1857: 0.00011433609221843074
Position 3500: 0.00010353974975480796
Position 3321: 9.954448000617093e-05
Position 1378: 9.577124767544174e-05
Position 3741: 8.24713129220964e-05
Position 1016: 8.125128534343716e-05
Position 3176: 8.061943489718086e-05
Position 3534: 7.855669145858335e-05
Position 690: 7.44147418509779e-05
Position 2010: 7.200213717669643e-05
Position 955: 7.190512433462453e-05
Position 1569: 7.063935115331469e-05
Position 1617: 5.751000547557903e-05
Position 1516: 5.548362478479428e-05
Position 616: 5.472565269825494e-05
Position 1548: 5.440705359332605e-05
Position 4539: 5.343590070537817e-05
Position 3994: 5.341790531263829e-05
Position 657: 5.066023238905417e-05
Position 840: 4.813845773242539e-05
Position 1256: 4.8028746975369805e-05
Position 652: 4.7040104228237244e-05
Position 2971: 4.0918168405104915e-05
Position 836: 4.0551248910561174e-05
Position 235: 4.012058743150236e-05
Position 1228: 3.727211605251125e-05
Position 4682: 3.726838276530669e-05
Position 3309: 3.382290548171457e-05
Position 503: 3.141430253419198e-05
Position 1018: 3.001390175872417e-05
Position 3295: 2.8688806183689142e-05
Position 2041: 2.7780109247023403e-05
Position 2670: 2.5366931363397525e-05
Position 2405: 2.091962684339732e-05
Position 4024: 1.9727032566345053e-05
Position 1838: 1.882209147555337e-05
Position 4491: 1.7928102472319792e-05
Position 4050: 1.5895002810648435e-05
Position 3909: 1.5730052146698692e-05
Position 1825: 1.5602163057562343e-05
Position 4525: 1.532194686202112e-05
Position 3626: 1.4520910866742473e-05
Position 2312: 1.3200514016481159e-05
Position 447: 1.3091928979822218e-05
Position 334: 1.295128619252167e-05
Position 3327: 1.0303254447305307e-05
Position 295: 1.0228836052963343e-05
Position 528: 1.0054191443160673e-05
Position 1424: 9.505261843938255e-06
Position 1000: 8.624456078380858e-06
Position 2839: 8.612722723658932e-06
Position 2593: 7.754917478540082e-06
Position 107: 7.608162906414942e-06
Position 155: 6.926319443239021e-06
Position 247: 5.964771933433136e-06
Position 2446: 5.852701209023342e-06
Position 481: 5.054086459447081e-06
Position 218: 4.449925137156063e-06
Position 1588: 3.807107376651393e-06
Position 2293: 3.6147576530999568e-06
Position 505: 2.811012473103548e-06
Position 2409: 2.4552519355050555e-06
Position 104: 2.0947526645108613e-06
Position 2457: 1.8892336594205043e-06
Position 298: 1.460355131915538e-06
Position 245: 1.0871590936625514e-06
Position 537: 7.917680410446149e-07
Position 138: 6.613049403696434e-07
Position 736: 5.111106783033443e-07
Position 2940: 4.403048793142692e-07
Position 452: 2.937244951181135e-07
Position 168: 2.8044785877388944e-07
Position 455: 2.166115801665409e-07
Position 705: 1.6564277342566433e-07
Position 135: 1.1736676952070004e-07
Position 728: 6.627901742469085e-08
Position 545: 6.097611923886489e-08
Position 1703: 4.4375998072392054e-08
Position 725: 3.269442401324898e-08
Position 124: 2.9921544022564834e-08
Position 350: 2.403447575944679e-08
Position 698: 1.5743796499909796e-08
Position 340: 1.515675620926337e-08
Position 460: 8.238011529418122e-09
Position 117: 8.047998484219192e-10
Position 356: 6.158133124500555e-10
Position 112: 4.4278854186583433e-10
Position 352: 1.2252255760043977e-11
